TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Ar condicionado""";20140799740008;27/08/2014;27/08/2014;27/08/2015;EXPIRADO;;Institucional;COMUM;5;20140799740012|20140799740020|20140799740039|20140799740047|20140799740055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""INSTITUCIONAL - MULHER""";20140781580009;13/08/2014;13/08/2014;13/08/2015;EXPIRADO;;INSTITUCIONAL;COMUM;5;20140781580013|20140781580021|20140781580030|20140781580048|20140781580056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;FUNCIONAL FISIOTERAPIA REABILITACAO E CONDICIONAMENTO FISICO LTDA - ME;05.347.431/0001-42;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Lançamento nova marca""";20140785560002;15/08/2014;15/08/2014;15/08/2015;EXPIRADO;;Institucional;COMUM;3;20140785560017|20140785560025|20140785560033;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;CAMERA UM VÍDEO PRODUÇÕES LTDA;RAFAEL UBER JANUARIO;SOLUCOES COMUNICACAO E MARKETING LTDA - ME;10.684.810/0001-68;FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE;84.714.682/0001-94;CAMERA UM VÍDEO PRODUÇÕES LTDA;3069;81.364.283/0001-52;SC;JOINVILLE
"""Queima""";20140799970003;27/08/2014;27/08/2014;27/08/2015;EXPIRADO;;Institucional;COMUM;5;20140799970018|20140799970026|20140799970034|20140799970042|20140799970050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;MARFISO COMERCIO DE AUTOMOVEIS LTDA;76.818.038/0001-38;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""VT INFORME PUBLICITARIO""";20140799770004;27/08/2014;27/08/2014;27/08/2015;EXPIRADO;;Informe Publicitario;COMUM;5;20140799770019|20140799770027|20140799770035|20140799770043|20140799770051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;FUNCIONAL FISIOTERAPIA REABILITACAO E CONDICIONAMENTO FISICO LTDA - ME;05.347.431/0001-42;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
03 DIAS DE LOUCURA;20140780220009;12/08/2014;12/08/2014;12/08/2015;EXPIRADO;;CONFECÇÕES E CALÇADOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;GLÊNIO LOPES LACERDA;GLENIO LOPES LACERDA;GLÊNIO LOPES LACERDA;92.910.355/0001-36;ARMAZEM COMERCIO DE CONFECCOES LTDA - ME;05.116.228/0001-65;GLÊNIO LOPES LACERDA;17150;92.910.355/0001-36;RS;BAGE
06 E 07 AGOSTO;20140772070001;05/08/2014;05/08/2014;05/08/2015;EXPIRADO;;VARIEDADES;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);45;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;JAQUELINE ALVES BRANDAO;;NÃO INFORMADO;ANTONIO PAVAN DE LIMA & CIA LTDA ME;08.623.676/0001-43;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;23219;14.865.072/0001-06;PR;FOZ DO IGUACU
08 a 10 de agosto;20140775740008;08/08/2014;08/08/2014;08/08/2015;EXPIRADO;;variedades;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);45;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;JAQUELINE ALVES BRANDAO;;NÃO INFORMADO;ANTONIO PAVAN DE LIMA & CIA LTDA ME;08.623.676/0001-43;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;23219;14.865.072/0001-06;PR;FOZ DO IGUACU
1 SEMANA ANIVERSARIO SET;20140803510008;29/08/2014;29/08/2014;29/08/2015;EXPIRADO;;MOVEIS E ELETRODOMESTICOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;L L CARDOSO & CIA LTDA;LUZINAN LOPES CARDOSO;E M S CARDOSO PUBLICIDADES - ME;07.384.067/0001-16;NOSSO LAR LOJAS DE DEPARTAMENTOS LTDA;00.607.587/0001-00;L L CARDOSO & CIA LTDA;17994;11.212.152/0001-74;TO;ARAGUAINA
100 DICAS;20140743280001;14/07/2014;12/08/2014;14/07/2015;EXPIRADO;;ESPETÁCULO TEATRAL;COMUM;5;20140743280016|20140743280024|20140743280032|20140743280040|20140743280059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;LASER VÍDEO PRODUÇÕES LTDA.;ADERBAL SIMOES NOGUEIRA;;NÃO INFORMADO;AREIA ENTRETENIMENTOS LTDA - ME;05.971.487/0001-73;LASER VÍDEO PRODUÇÕES LTDA.;4480;12.284.683/0001-35;CE;FORTALEZA
10ª FestLingerie;20140797800003;26/08/2014;26/08/2014;26/08/2015;EXPIRADO;;Vestuário;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;BOOM PRODUTORA LTDA - BAIXADO;JOAO LUCAS SALES FERREIRA;CERVANTES PROPAGANDA E MARKETING DESIGN PRODUTO E VISUAL LTDA - EPP;03.976.094/0001-27;ASSOCIACAO COMERCIO E INDUSTRIA DE JURUAIA-ACIJU;02.230.458/0001-62;BOOM PRODUTORA LTDA - BAIXADO;19322;13.546.853/0001-75;MG;POCOS DE CALDAS
10º LEILÃO;20140772680004;06/08/2014;06/08/2014;06/08/2015;EXPIRADO;;Vendas de animais el leilão;COMUM;2;20140772680019|20140772680027;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;STUDIO MGA FILMES LTDA;GRENER ESTEVES DE ALCANTARA;RICOCHETE PUBLICIDADE E PROPAGANDA LTDA - ME;09.296.927/0001-95;GUSTAVO GALASSI GARGALHONE;PESSOA FÍSICA;STUDIO MGA FILMES LTDA;20632;08.510.610/0001-47;MG;UBERLANDIA
