TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""FIQUEM ATENTOS: CONCURSO PUBLICO PREFEITURA DE TEIXEIRA DE FREITAS";20150547700001;19/10/2015;19/10/2015;19/10/2016;EXPIRADO;;CONCURSO PÚBLICO;TELEVENDA / INFOMERCIAL;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;VALTEC MARKETING E PROPAGANDA LTDA;GEORGE FREDERIC DOS SANTOS PEREIRA;;NÃO INFORMADO;INSTITUTO BRASILEIRO DE EDUCACAO E GESTAO AMBIENTAL - IBEG;05.415.800/0001-97;VALTEC MARKETING E PROPAGANDA LTDA;5741;07.285.388/0001-63;BA;TEIXEIRA DE FREITAS
"""Fast Coffee 15""";20150521040004;01/10/2015;01/10/2015;01/10/2016;EXPIRADO;;Institucional;COMUM;5;20150521040019|20150521040027|20150521040035|20150521040043|20150521040051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;J J MATTOS IND E COM DE CAFE LTDA - EPP;00.214.257/0001-46;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Fast Coffee""";20150520980003;01/10/2015;01/10/2015;01/10/2016;EXPIRADO;;Institucional;COMUM;5;20150520980018|20150520980026|20150520980034|20150520980042|20150520980050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;J J MATTOS IND E COM DE CAFE LTDA - EPP;00.214.257/0001-46;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""GASTRONOMIA EM FORMA DE ARTE""";20150505260003;23/09/2015;06/10/2015;23/09/2016;EXPIRADO;;alimentação;COMUM;5;20150505260018|20150505260026|20150505260034|20150505260042|20150505260050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;CLAREAR PRODUÇÃO DE VIDEOS LTDA;RIVALDO SILVA DE SOUZA;KONTA PROPAGANDA LTDA;72.537.079/0001-03;TSK COMERCIO DE ALIMENTOS E BEBIDAS LTDA - EPP;06.887.612/0001-24;CLAREAR PRODUÇÃO DE VIDEOS LTDA;17284;11.983.662/0001-45;CE;FORTALEZA
"""Palestra com Giovane Gávio""";20150534120001;08/10/2015;08/10/2015;08/10/2016;EXPIRADO;;Palestra;COMUM;5;20150534120016|20150534120024|20150534120032|20150534120040|20150534120059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSEMBLEIA LEGISLATIVA DO ESTADO DE SANTA CATARINA;83.599.191/0001-87;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Primavera 2""";20150543000005;16/10/2015;16/10/2015;16/10/2016;EXPIRADO;;Institucional;COMUM;5;20150543000010|20150543000028|20150543000036|20150543000044|20150543000052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Primavera 3""";20150565550008;30/10/2015;30/10/2015;30/10/2016;EXPIRADO;;Institucional;COMUM;5;20150565550012|20150565550020|20150565550039|20150565550047|20150565550055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Sinepe 2015 30""";20150562670002;29/10/2015;29/10/2015;29/10/2016;EXPIRADO;;Intitucional;COMUM;3;20150562670017|20150562670025|20150562670033;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;SINDICATO DOS ESTABEL DE ENSINO DO ESTADO DE S CATARINA;83.881.094/0001-82;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""VT Janela de Ofertas""";20150521170005;01/10/2015;01/10/2015;01/10/2016;EXPIRADO;;Institucional;COMUM;5;20150521170010|20150521170028|20150521170036|20150521170044|20150521170052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;EZCUZE AGENCIA DE PROPAGANDA E PUBLICIDADE LTDA - ME;10.749.284/0001-77;MONA PNEUS EIRELI - EPP;17.253.723/0001-03;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Verão Casa Grande""";20150564120000;29/10/2015;29/10/2015;29/10/2016;EXPIRADO;;Institucional;COMUM;5;20150564120014|20150564120022|20150564120030|20150564120049|20150564120057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;MONA PNEUS EIRELI - EPP;17.253.723/0001-03;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
