TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Botaniq 30""";20140937480006;18/11/2014;30/11/2014;18/11/2015;EXPIRADO;;Lançamento Imobiliário;COMUM;5;20140937480010|20140937480029|20140937480037|20140937480045|20140937480053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;MÓDULOS LOCAÇÃO DE EQUIPAMENTOS EM CINE VÍDEO LTDA;SIMONE MARIA BASTOS DOZZA;ADDRESS COMUNICACAO EFICIENTE LTDA;15.514.505/0001-41;SANTA ANGELA URBANIZACAO E CONSTRUCOES LTDA;53.168.688/0001-80;MÓDULOS LOCAÇÃO DE EQUIPAMENTOS EM CINE VÍDEO LTDA;21798;09.246.454/0001-11;SP;SAO PAULO
"""Cubos""";20140932620004;14/11/2014;14/11/2014;14/11/2015;EXPIRADO;;Institucional;COMUM;5;20140932620019|20140932620027|20140932620035|20140932620043|20140932620051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;BIONUCLEAR SERVICOS DE MEDICINA NUCLEAR LTDA;01.514.221/0001-40;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Janela""";20140936160008;18/11/2014;18/11/2014;18/11/2015;EXPIRADO;;Institucional;COMUM;5;20140936160012|20140936160020|20140936160039|20140936160047|20140936160055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CENTRO CATARINENSE DE RETINA E VITREO LTDA;02.549.354/0002-04;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Natal 2014""";20140928130006;13/11/2014;13/11/2014;13/11/2015;EXPIRADO;;Institucional;COMUM;5;20140928130010|20140928130029|20140928130037|20140928130045|20140928130053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""SPC""";20140925100009;12/11/2014;12/11/2014;12/11/2015;EXPIRADO;;Serviço de Proteção ao Crédito;COMUM;5;20140925100013|20140925100021|20140925100030|20140925100048|20140925100056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;FEDERACAO DAS CAMARAS DE DIRIGENTES LOJISTAS DE SC;82.895.970/0001-67;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Sponge Comunicação Empresários Novembro 2014""";20140949890000;24/11/2014;24/11/2014;24/11/2015;EXPIRADO;;Institucional;COMUM;5;20140949890014|20140949890022|20140949890030|20140949890049|20140949890057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;SPONGE INTERMEDIACAO DE NEGOCIOS LTDA;20.497.473/0001-53;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
#COMPARTILHARBELEZA;20140927660001;13/11/2014;26/11/2014;13/11/2015;EXPIRADO;;PRODUTOS DE BELEZA;COMUM;5;20140927660016|20140927660024|20140927660032|20140927660040|20140927660059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;THE MOSANER FILMES LTDA - EPP.;JOSE CARLOS MOSANER;DPZ DUAILIBI PETIT ZARAGOZA PROPAGANDA LTDA.;62.123.948/0002-72;DOARBELEZZA PRODUTOS DE BELEZA LTDA;04.850.445/0002-00;THE MOSANER FILMES LTDA - EPP.;17089;11.286.816/0001-40;SP;SAO PAULO
#PARTIUFESTCAO 10;20140907240007;05/11/2014;05/11/2014;05/11/2015;EXPIRADO;;EVENTO;COMUM;5;20140907240011|20140907240020|20140907240038|20140907240046|20140907240054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;;NÃO INFORMADO;RADIO E TELEVISAO DIARIO DE MOGI LTDA;67.344.440/0001-37;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
#PARTIUFESTCAO 15;20140907130007;05/11/2014;05/11/2014;05/11/2015;EXPIRADO;;EVENTO;COMUM;5;20140907130011|20140907130020|20140907130038|20140907130046|20140907130054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;;NÃO INFORMADO;RADIO E TELEVISAO DIARIO DE MOGI LTDA;67.344.440/0001-37;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
#PARTIUFESTCAO 5;20140907400004;05/11/2014;05/11/2014;05/11/2015;EXPIRADO;;EVENTO;COMUM;5;20140907400019|20140907400027|20140907400035|20140907400043|20140907400051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;5;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;;NÃO INFORMADO;RADIO E TELEVISAO DIARIO DE MOGI LTDA;67.344.440/0001-37;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
