TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""NO MEU CORAÇÃO""";20210171180006;31/05/2021;31/05/2021;31/05/2022;EXPIRADO;;ESCOLA;COMUM;2;20210171180011|20210171180020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;JLG FILMS LTDA;JOSE LUIZ MORAIS GARCIA;ANIMA COMUNICACAO LTDA - EPP;02.556.913/0001-14;ASSOCIAÇÃO DAS RELIGIOSAS DA INSTRUÇÃO CRISTÃ;10.847.762/0012-34;JLG FILMS LTDA;46538;33.571.368/0001-69;PR;MARINGA
040521 OF CESTAO;20210136610008;03/05/2021;03/05/2021;03/05/2022;EXPIRADO;;Promocional;COMUM;30;20210136610013|20210136610021|20210136610030|20210136610048|20210136610056|20210136610064|20210136610072|20210136610080|20210136610099|20210136610102|20210136610110|20210136610129|20210136610137|20210136610145|20210136610153|20210136610161|20210136610170|20210136610188|20210136610196|20210136610200|20210136610218|20210136610226|20210136610234|20210136610242|20210136610250|20210136610269|20210136610277|20210136610285|20210136610293|20210136610307;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DILVANA BORGES - ME;JACSON ANDREOLA;T12 COMUNICACAO LTDA. - EPP;78.659.661/0001-10;MASTER ATS SUPERMERCADOS;01.874.166/0015-03;DILVANA BORGES - ME;36511;27.550.830/0001-49;SC;CHAPECO
080421 TEASER DIA E;20210140060009;05/05/2021;05/05/2021;05/05/2022;EXPIRADO;;Promocional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;DILVANA BORGES - ME;JACSON ANDREOLA;T12 COMUNICACAO LTDA. - EPP;78.659.661/0001-10;MASTER ATS SUPERMERCADOS;01.874.166/0015-03;DILVANA BORGES - ME;36511;27.550.830/0001-49;SC;CHAPECO
1 ANO PANDEMIA;20210129600000;28/04/2021;05/05/2021;28/04/2022;EXPIRADO;;Universidade;COMUM;50;20210129600016|20210129600024|20210129600032|20210129600040|20210129600059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;BUZZ CCS PRODUCOES LTDA;CARLOS EDUARDO ALVES JUSTUS;TIF COMUNICAÇÃO LTDA;06.256.926/0001-29;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;BUZZ CCS PRODUCOES LTDA;30619;21.705.804/0001-66;PR;CURITIBA
1 MILHÃO DE VISITAS;20210152950004;17/05/2021;18/05/2021;17/05/2022;EXPIRADO;;Institucional;COMUM;5;20210152950010|20210152950028|20210152950036|20210152950044|20210152950052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;AZUS FILMES LTDA;PEDRO MOREIRA VALVERDE;TDA BRASIL COMUNICACAO E MARKETING LTDA;72.607.922/0001-72;SERVICO NACIONAL DE APRENDIZAGEM RURAL SENAR;37.138.245/0001-90;AZUS FILMES LTDA;48028;24.818.021/0001-87;BA;SALVADOR
10 & CIA - MÃES;20210138290000;04/05/2021;04/05/2021;04/05/2022;EXPIRADO;;INTITUCIONAL;COMUM;4;20210138290016|20210138290024|20210138290032|20210138290040;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;ÍCONE COMÉRCIO DE ÁUDIO E VÍDEO LTDA;JEAN PAUL BARRETO FERRAZ;;NÃO INFORMADO;10 & CIA COMERCIO ATACADISTA E VAREJISTA DE UTILIDADES DOMESTICAS;09.131.653/0004-27;ÍCONE COMÉRCIO DE ÁUDIO E VÍDEO LTDA;6521;07.739.908/0001-60;BA;ITABUNA
10 Vezes;20210163400000;25/05/2021;25/05/2021;25/05/2022;EXPIRADO;;Pneus e Serviços Automotivos;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;MARCOS AURELIO GASPERI ***********;MARCOS AURELIO GASPERI;;NÃO INFORMADO;CR COMERCIO DE PNEUS LTDA - ME;03.562.403/0001-12;MARCOS AURELIO GASPERI ***********;21317;13.452.052/0001-40;SC;FLORIANOPOLIS
100 ANOS;20210124510003;23/04/2021;04/05/2021;23/04/2022;EXPIRADO;;LEITE MOÇA;COMUM;5;20210124510019|20210124510027|20210124510035|20210124510043|20210124510051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;DELICATESSEN - PRODUÇÃO DE FILMES LTDA.;LUAN VOIGT;FCB BRASIL PUBLICIDADE E COMUNICAÇÃO LTDA;46.516.712/0001-69;NESTLÉ BRASIL LTDA;60.409.075/0001-52;DELICATESSEN - PRODUÇÃO DE FILMES LTDA.;11768;08.440.376/0001-29;SP;SAO PAULO
100 DIAS;20210104940002;07/04/2021;12/05/2021;07/04/2022;EXPIRADO;;INFORMATIVO;COMUM;5;20210104940018|20210104940026|20210104940034|20210104940042|20210104940050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;MESQUITA PRODUÇÕES LTDA;IGOR DE JESUS MESQUITA;ENTER PROPAGANDA E MARKETING LTDA - EPP;05.617.314/0001-51;MUNICIPIO DE SAO LUIS;06.307.102/0001-30;MESQUITA PRODUÇÕES LTDA;45776;37.101.346/0001-96;MA;SAO LUIS
100 DIAS;20210155080000;18/05/2021;18/05/2021;18/05/2022;EXPIRADO;;INSTITUCIONAL;COMUM;4;20210155080016|20210155080024|20210155080032|20210155080040;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;J.M.L PRODUÇÕES DE VÍDEOS LTDA.;HUGO RAPHAEL CANESIN MARIM;TRADE COMUNICACAO E MARKETING SS LTDA;81.078.289/0001-63;MUNICIPIO DE APUCARANA;75.771.253/0001-68;J.M.L PRODUÇÕES DE VÍDEOS LTDA.;4443;01.977.475/0001-03;PR;APUCARANA
100 DIAS DE MINAÇU - P1;20210168750000;31/05/2021;31/05/2021;31/05/2022;EXPIRADO;BRASIL;DOCUMENTÁRIO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;;;NEURIVAN FERREIRA DE ARAUJO;33.095.133/0001-48;MUNICIPIO DE MINAÇU;02.215.275/0001-78;ANTONIO CARLOS BORGES;16693;PESSOA FÍSICA;GO;ANAPOLIS
100 DIAS OBRAS;20210148550005;12/05/2021;12/05/2021;12/05/2022;EXPIRADO;;Serviço;COMUM;2;20210148550010|20210148550029;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;NORTE PRODUÇÕES DE FILMES EIRELI;HEMETERIO PIRES COSTA JUNIOR;MENE E PORTELLA PUBLICIDADE LTDA;08.530.304/0001-72;MUNICIPIO DE BOA VISTA;05.943.030/0001-55;NORTE PRODUÇÕES DE FILMES EIRELI;35156;24.270.938/0001-90;RR;BOA VISTA
100 DIAS: EU APROVO;20210160420000;21/05/2021;21/05/2021;21/05/2022;EXPIRADO;;Serviço;COMUM;2;20210160420016|20210160420024;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;NORTE PRODUÇÕES DE FILMES EIRELI;HEMETERIO PIRES COSTA JUNIOR;MENE E PORTELLA PUBLICIDADE LTDA;08.530.304/0001-72;MUNICIPIO DE BOA VISTA;05.943.030/0001-55;NORTE PRODUÇÕES DE FILMES EIRELI;35156;24.270.938/0001-90;RR;BOA VISTA
100 dias cuidando do futuro de todos - Economia;20210138190006;04/05/2021;04/05/2021;04/05/2022;EXPIRADO;;Prestação de Contas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;MADALHANO VIDEOS RIO PRETO LTDA;OSVALDO MADALHANO RIVELLI;HOLD COMUNICACAO E SERVICOS RIBEIRAO PRETO LTDA - EPP;02.990.841/0001-19;MUNICIPIO DE ARUJA;56.901.275/0001-50;MADALHANO VIDEOS RIO PRETO LTDA;37791;25.032.307/0001-03;SP;SAO JOSE DO RIO PRETO
100 dias cuidando do futuro de todos - Social;20210138170005;04/05/2021;04/05/2021;04/05/2022;EXPIRADO;;Prestação de Contas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;MADALHANO VIDEOS RIO PRETO LTDA;OSVALDO MADALHANO RIVELLI;HOLD COMUNICACAO E SERVICOS RIBEIRAO PRETO LTDA - EPP;02.990.841/0001-19;MUNICIPIO DE ARUJA;56.901.275/0001-50;MADALHANO VIDEOS RIO PRETO LTDA;37791;25.032.307/0001-03;SP;SAO JOSE DO RIO PRETO
