TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
1 FESTIVAL - CINE MIGUILIM;20220051870005;18/02/2022;18/02/2022;18/02/2023;EXPIRADO;;CInema;COMUM;5;20220051870010|20220051870029|20220051870037|20220051870045|20220051870053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;ALVA FILMES LTDA - ME;FRANCTHIERRE SOUZA BORGES;;NÃO INFORMADO;CAMPO CERRADO PRODUÇÕES E SERVIÇOS AUDIOVISUAIS LTDA;24.304.911/0001-70;ALVA FILMES LTDA - ME;38995;26.932.682/0001-64;MG;UBERLANDIA
10 anos 10 ofertas;20220031840003;02/02/2022;02/02/2022;02/02/2023;EXPIRADO;;10 anos 10 ofertas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;CAIO RODRIGO NASCIMENTO SOUZA ***********;THIARLES MAYCON LIMA;;NÃO INFORMADO;METRONORTE COMERCIAL DE VEICULOS LTDA;05.035.532/0009-35;CAIO RODRIGO NASCIMENTO SOUZA ***********;46585;32.379.945/0001-52;SC;JOINVILLE
10VestibularCursos2022;20220051930008;18/02/2022;18/02/2022;18/02/2023;EXPIRADO;BRASIL;10VestibularCursos2022;TELEVENDA / INFOMERCIAL;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);10;;;;NÃO INFORMADO;FUNDACAO DE ENSINO E TECNOLOGIA DE ALFENAS;17.878.554/0001-99;ATENAS ASSESSORIA E CONSULTORIA LTDA;2040;41.795.196/0001-35;MG;ALFENAS
10VestibularMedicina2022-2;20220051940003;18/02/2022;18/02/2022;18/02/2023;EXPIRADO;BRASIL;10VestibularMedicina2022-2;TELEVENDA / INFOMERCIAL;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);10;;;;NÃO INFORMADO;FUNDACAO DE ENSINO E TECNOLOGIA DE ALFENAS;17.878.554/0001-99;ATENAS ASSESSORIA E CONSULTORIA LTDA;2040;41.795.196/0001-35;MG;ALFENAS
10ª QUEIMA PÓS CARNAVAL;20220059170002;25/02/2022;25/02/2022;25/02/2023;EXPIRADO;;cama, mesa e banho;COMUM;5;20220059170018|20220059170026|20220059170034|20220059170042|20220059170050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;CHRISTIAN CAMPONOGARA VIERA;EDISON ROBERTO COSTA VIERA;;NÃO INFORMADO;LOJAS P & S LTDA;90.072.059/0001-88;CHRISTIAN CAMPONOGARA VIERA;17875;08.626.778/0001-12;RS;URUGUAIANA
120 PC Consumidor 2022 BRA;20220041880008;10/02/2022;11/02/2022;10/02/2023;EXPIRADO;ESTADOS UNIDOS;Escola de idiomas;COMUM;5;20220041880013|20220041880021|20220041880030|20220041880048|20220041880056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO EXTERIOR;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);20;F5 CREATIVE FILMS LTDA ME;RENATO AUGUSTO DE OLIVEIRA;;NÃO INFORMADO;INTERNATIONAL ESL SERVICES LLC ;PESSOA FÍSICA;F5 CREATIVE FILMS LTDA ME;15775;10.927.293/0001-00;SP;SOROCABA
15 ANOS SSA;20220035340005;04/02/2022;15/02/2022;04/02/2023;EXPIRADO;;SHOPPING;COMUM;5;20220035340010|20220035340029|20220035340037|20220035340045|20220035340053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);5;MALAGUETA FILMES LTDA;MARCIA TAIOLI TUCUNDUVA;MORYA COMUNICACAO E PROPAGANDA LTDA;15.250.483/0001-50;FUNDO DE PROMOCAO COLETIVAS DO SALVADOR SHOPPING;08.821.271/0001-10;MALAGUETA FILMES LTDA;21231;04.007.887/0001-09;BA;LAURO DE FREITAS
15 ANOS SSA SHOPPING;20220049590009;17/02/2022;18/02/2022;17/02/2023;EXPIRADO;;SHOPPING;COMUM;5;20220049590014|20220049590022|20220049590030|20220049590049|20220049590057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;DMTZ MARKETING E SOLUÇÕES LTDA;FABIO JOSE RIBEIRO DE SOUZA;MORYA COMUNICACAO E PROPAGANDA LTDA;15.250.483/0001-50;FUNDO DE PROMOCAO COLETIVAS DO SALVADOR SHOPPING;08.821.271/0001-10;DMTZ MARKETING E SOLUÇÕES LTDA;48001;27.449.371/0001-01;BA;SALVADOR
15 Casa;20220052790005;21/02/2022;21/02/2022;21/02/2023;EXPIRADO;;Ofertas;COMUM;30;20220052790010|20220052790029|20220052790037|20220052790045|20220052790053|20220052790061|20220052790070|20220052790088|20220052790096|20220052790100|20220052790118|20220052790126|20220052790134|20220052790142|20220052790150|20220052790169|20220052790177|20220052790185|20220052790193|20220052790207|20220052790215|20220052790223|20220052790231|20220052790240|20220052790258|20220052790266|20220052790274|20220052790282|20220052790290|20220052790304;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;JULIO CESAR DE OLIVEIRA ME;JULIO CESAR DE OLIVEIRA;JTG PUBLICIDADE LTDA;24.061.271/0001-15;CASAGRANDE MATERIAIS PARA CONSTRUCAO LTDA - EPP;17.390.342/0002-49;JULIO CESAR DE OLIVEIRA;20599;14.436.777/0001-08;PR;PARANAVAI
15 MEGA CAMPANHA;20220043150007;11/02/2022;11/02/2022;11/02/2023;EXPIRADO;;INSTITUCIONAL;COMUM;5;20220043150012|20220043150020|20220043150039|20220043150047|20220043150055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;O-K PRODUTORA E SONORIZAÇÃO LTDA;CRISTIANO WEGNER;AGENCIA DRPS LTDA - ME;22.337.376/0001-29;CPK COMERCIO DE MOVEIS EIRELI - EPP;92.278.258/0001-72;O-K PRODUTORA E SONORIZAÇÃO LTDA;7063;08.191.759/0001-00;RS;SANTA CRUZ DO SUL
