TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Dia da Mães Casa Ronald McDonald + Alphabeto""";20150197660006;19/04/2015;19/04/2015;19/04/2016;EXPIRADO;;Campanha de doação de roupas para a instituição Casa Ronald McDonald - RJ;CARÁTER BENEFICENTE / FILANTRÓPICO;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);45;DR KLING MARKETING - ME;DIOGO RODRIGUES KLING;;NÃO INFORMADO;ASSOCIAÇAO DE APOIO A CRIANÇA COM NEOPLASIA DO RIO DE JANEIRO;68.782.036/0001-08;DR KLING MARKETING - ME;29010;18.602.179/0001-12;RJ;PETROPOLIS
"""Dia da Mães Casa Ronald McDonald + Alphabeto""";20150197660006;19/04/2015;19/04/2015;19/04/2016;EXPIRADO;;Campanha de doação de roupas para a instituição Casa Ronald McDonald - RJ;CARÁTER BENEFICENTE / FILANTRÓPICO;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);45;DR KLING MARKETING - ME;DIOGO RODRIGUES KLING;;NÃO INFORMADO;CONFECCOES CHILDREN LTDA;19.776.541/0001-34;DR KLING MARKETING - ME;29010;18.602.179/0001-12;RJ;PETROPOLIS
"""Dia das mães 2015""";20150203220009;23/04/2015;23/04/2015;23/04/2016;EXPIRADO;;Institucional;COMUM;5;20150203220013|20150203220021|20150203220030|20150203220048|20150203220056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Feira FIS 04/2015""";20150215320003;29/04/2015;29/04/2015;29/04/2016;EXPIRADO;;Feira de Imóveis;COMUM;5;20150215320018|20150215320026|20150215320034|20150215320042|20150215320050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;REEMIX MULTI SOLUCOES LTDA - ME;18.356.538/0001-07;REEMIX MULTI SOLUCOES LTDA - ME;18.356.538/0001-07;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Feirão Biguaçu 2015 15""";20150215110009;29/04/2015;29/04/2015;29/04/2016;EXPIRADO;;Feirão de Móveis;COMUM;5;20150215110013|20150215110021|20150215110030|20150215110048|20150215110056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CIBELE WOICHINEWSKI EUZEBIO - ME;08.889.573/0001-20;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Feirão Biguaçu 2015 30""";20150214740009;29/04/2015;29/04/2015;29/04/2016;EXPIRADO;;Feirão de Imóveis;COMUM;5;20150214740013|20150214740021|20150214740030|20150214740048|20150214740056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CIBELE WOICHINEWSKI EUZEBIO - ME;08.889.573/0001-20;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Feirão Biguaçu 2015 30""";20150215130000;29/04/2015;29/04/2015;29/04/2016;EXPIRADO;;Feirão de móveis;COMUM;5;20150215130014|20150215130022|20150215130030|20150215130049|20150215130057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CIBELE WOICHINEWSKI EUZEBIO - ME;08.889.573/0001-20;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""PARANAFER 30""";20150154750003;01/04/2015;01/04/2015;01/04/2016;EXPIRADO;;Ferro e Aço para Construção Civil;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;MUSIC BROTHERS LTDA;DANIEL MALKER DA MOTTA DE SOUZA;;NÃO INFORMADO;SUDOESTE COMÉRCIO DE FERRO E AÇO LTDA;16.566.826/0001-52;MUSIC BROTHERS LTDA;25310;11.390.513/0001-72;PR;MARINGA
"""Sua Mãe merece Portinox""";20150197500009;17/04/2015;28/04/2015;17/04/2016;EXPIRADO;;INSTITUCIONAL;COMUM;5;20150197500013|20150197500021|20150197500030|20150197500048|20150197500056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;B3 CINE VÍDEO LTDA ME;PEDRO GORDILHO GAUDENZI;G2 AGÊNCIA DE PUBLICIDADE PROPAGANDA E COMUNICAÇÃO VISUAL LTDA;09.121.359/0001-91;PIETRA COMERCIO E SERVIÇOS DE MOVEIS EIRELI - EPP;05.781.237/0001-70;B3 CINE VÍDEO LTDA ME;22783;14.487.133/0001-49;BA;SALVADOR
"""Taca-le Pau"", ""Passinho do Romano"" e ""Ação Para Nossa Alegria""";20150154040006;01/04/2015;10/04/2015;01/04/2016;EXPIRADO;;Moto E;COMUM;5;20150154040010|20150154040029|20150154040037|20150154040045|20150154040053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;90;LANDSCAPE PRODUCTIONS LTDA;GUSTAVO DA FONSECA RODRIGUES;FULANO MARKETING E TECNOLOGIA LTDA.;03.543.289/0001-83;MOTOROLA MOBILITY;01.472.720/0003-84;LANDSCAPE PRODUCTIONS LTDA;5709;07.842.589/0001-14;SP;SAO PAULO
