TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""CILADA"" A/B";20240288310007;26/08/2024;29/08/2024;26/08/2025;EXPIRADO;;Planos de Seguros e Assistência Familiar;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;D SANTANA PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;MANFRIED SANT ANNA;JEFFERSON VALOES DE OLIVEIRA ***********;34.052.285/0001-26;UNILUTUS PRESTADORA DE SERVIÇOS E ADMINISTRAÇÃO LTDA.;73.318.677/0001-46;D SANTANA PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;30058;00.530.490/0001-38;PR;COLOMBO
+ SBT TUDO;20240275250000;14/08/2024;19/08/2024;14/08/2025;EXPIRADO;;App + SBT;COMUM;6;20240275250016|20240275250024|20240275250032|20240275250040|20240275250059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;MOOD HUNTER PRODUÇÕES LTDA;JOAO VICTOR ALVES DA SILVA BEGLIOMINI;;NÃO INFORMADO;TVSBT CANAL 4 DE SAO PAULO S/A;45.039.237/0001-14;MOOD HUNTER PRODUÇÕES LTDA;27416;06.177.126/0001-12;SP;SAO PAULO
06 VAREJO BAIANAO 01 50;20240264170000;05/08/2024;13/08/2024;05/08/2025;EXPIRADO;;Varejo;COMUM;50;20240264170016|20240264170024|20240264170032|20240264170040|20240264170059|20240264170067|20240264170075|20240264170083|20240264170091|20240264170105|20240264170113|20240264170121|20240264170130|20240264170148|20240264170156|20240264170164|20240264170172|20240264170180|20240264170199|20240264170202|20240264170210|20240264170229|20240264170237|20240264170245|20240264170253|20240264170261|20240264170270|20240264170288|20240264170296|20240264170300|20240264170318|20240264170326|20240264170334|20240264170342|20240264170350|20240264170369|20240264170377|20240264170385|20240264170393|20240264170407|20240264170415|20240264170423|20240264170431|20240264170440|20240264170458|20240264170466|20240264170474|20240264170482|20240264170490|20240264170504;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;LIFE NEGOCIOS CRIATIVOS EIRELI;JOSE JORGE LAGO CARDOSO JUNIOR;;NÃO INFORMADO;RAFAEL BACETTO LTDA;36.213.646/0001-02;LIFE NEGOCIOS CRIATIVOS EIRELI;49743;43.409.776/0001-72;BA;SALVADOR
10 - VENDAS - 01/09/24;20240280240000;19/08/2024;19/08/2024;19/08/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240280240015|20240280240023;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 08/09/24;20240287270001;26/08/2024;26/08/2024;26/08/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240287270017|20240287270025;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 18/08/24;20240263120000;05/08/2024;05/08/2024;05/08/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240263120015|20240263120023;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 25/08/24;20240272410007;12/08/2024;12/08/2024;12/08/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240272410012|20240272410020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 ANAPOLIS FESTIVAL DE CINEMA;20240263780000;05/08/2024;05/08/2024;05/08/2025;EXPIRADO;BRASIL;produto;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;;;WEBER OLIVEIRA - ***********;22.785.255/0001-40;DJALMA DE LIMA ROLIM - ME;13.460.140/0001-94;WEBER OLIVEIRA - ***********;33495;22.785.255/0001-40;GO;ANAPOLIS
10 ANOS;20240274590002;13/08/2024;22/08/2024;13/08/2025;EXPIRADO;;COMUNICAÇÃO VISUAL;COMUM;6;20240274590018|20240274590026|20240274590034|20240274590042|20240274590050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;PEDRO LUIS FERNANDES DE FREITAS JUNIOR LTDA;FERNANDO GONCALVES NASCIMENTO;TIARA BATISTA ARAUJO BARRETO;24.537.702/0001-77;F&V PUBLICIDADE VISUAL LTDA;20.891.657/0001-01;PEDRO LUIS FERNANDES DE FREITAS JUNIOR LTDA;49024;26.549.108/0001-21;BA;LAURO DE FREITAS
11 MARIA TEREZA 01;20240292320003;28/08/2024;28/08/2024;28/08/2025;EXPIRADO;;Campanha Política;COMUM;5;20240292320019|20240292320027|20240292320035|20240292320043|20240292320051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);78;VAZ FILMAGENS E FOTOGRAFIAS LTDA;BRUNO CESAR VAZ;;NÃO INFORMADO;ELEICAO 2024 MARIA TEREZA PASCHOAL DE MORAES PREFEITO;56.696.449/0001-90;VAZ FILMAGENS E FOTOGRAFIAS LTDA;57807;42.776.801/0001-93;PR;MARINGA
11PP MAJORITARIAL ON;20240292340004;28/08/2024;28/08/2024;28/08/2025;EXPIRADO;;Campanha Política;COMUM;5;20240292340010|20240292340028|20240292340036|20240292340044|20240292340052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;VAZ FILMAGENS E FOTOGRAFIAS LTDA;BRUNO CESAR VAZ;;NÃO INFORMADO;ELEICAO 2024 MARIA TEREZA PASCHOAL DE MORAES PREFEITO;56.696.449/0001-90;VAZ FILMAGENS E FOTOGRAFIAS LTDA;57807;42.776.801/0001-93;PR;MARINGA
11PPVEREADORESSLON;20240292400007;29/08/2024;29/08/2024;29/08/2025;EXPIRADO;;Campanha Política;COMUM;5;20240292400012|20240292400020|20240292400039|20240292400047|20240292400055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;VAZ FILMAGENS E FOTOGRAFIAS LTDA;BRUNO CESAR VAZ;;NÃO INFORMADO;ELEICAO 2024 MARIA TEREZA PASCHOAL DE MORAES PREFEITO;56.696.449/0001-90;VAZ FILMAGENS E FOTOGRAFIAS LTDA;57807;42.776.801/0001-93;PR;MARINGA
11PPVEREADORESSLON;20240292410002;29/08/2024;29/08/2024;29/08/2025;EXPIRADO;;Campanha Política;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);30;VAZ FILMAGENS E FOTOGRAFIAS LTDA;BRUNO CESAR VAZ;;NÃO INFORMADO;ELEICAO 2024 MARIA TEREZA PASCHOAL DE MORAES PREFEITO;56.696.449/0001-90;VAZ FILMAGENS E FOTOGRAFIAS LTDA;57807;42.776.801/0001-93;PR;MARINGA
1267279 - STEAK BEEF COMERCIO;20240283950008;22/08/2024;22/08/2024;22/08/2025;EXPIRADO;;RESTAURANTE;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;FABIO REDIGOLO DA SILVA;;NÃO INFORMADO;STEAK BEEF COMERCIO DE ALIMENTOS LTDA;36.359.382/0001-91;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;14534;04.552.791/0001-13;SP;SAO PAULO
1269407 - PDVX TECNOLOGIA LTDA;20240279150000;16/08/2024;16/08/2024;16/08/2025;EXPIRADO;;Software para empresas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;FABIO REDIGOLO DA SILVA;;NÃO INFORMADO;PDVX TECNOLOGIA LTDA;48.569.309/0001-23;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;14534;04.552.791/0001-13;SP;SAO PAULO
1272311 - RP SOARES;20240286170003;23/08/2024;23/08/2024;23/08/2025;EXPIRADO;;Oficina mecânica;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;FABIO REDIGOLO DA SILVA;;NÃO INFORMADO;RP SOARES;25.562.742/0001-31;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;14534;04.552.791/0001-13;SP;SAO PAULO
1274112 - SERGIO FERREIRA BATI;20240284980008;22/08/2024;22/08/2024;22/08/2025;EXPIRADO;;Móveis e decoração;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;FABIO REDIGOLO DA SILVA;;NÃO INFORMADO;SERGIO FERREIRA BATISTA ***********;34.826.181/0001-21;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;14534;04.552.791/0001-13;SP;SAO PAULO
140 ANOS FC;20240281680003;20/08/2024;29/08/2024;20/08/2025;EXPIRADO;;HOME CENTER;COMUM;50;20240281680019|20240281680027|20240281680035|20240281680043|20240281680051|20240281680060|20240281680078|20240281680086|20240281680094|20240281680108|20240281680116|20240281680124|20240281680132|20240281680140|20240281680159|20240281680167|20240281680175|20240281680183|20240281680191|20240281680205|20240281680213|20240281680221|20240281680230|20240281680248|20240281680256|20240281680264|20240281680272|20240281680280|20240281680299|20240281680302|20240281680310|20240281680329|20240281680337|20240281680345|20240281680353|20240281680361|20240281680370|20240281680388|20240281680396|20240281680400|20240281680418|20240281680426|20240281680434|20240281680442|20240281680450|20240281680469|20240281680477|20240281680485|20240281680493|20240281680507;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;RENATA DA SILVA OLIVEIRA EIRELI;MARCELO COSTA LORDELLO;IDEIA 3 COMUNICACAO & EXPANSAO DE NEGOCIOS LTDA;16.103.988/0001-54;FERREIRA COSTA & CIA LTDA;10.230.480/0019-60;RENATA DA SILVA OLIVEIRA LTDA;13603;03.006.663/0001-01;PE;RECIFE
15 - GANHADORES - 04/08/24;20240263060007;05/08/2024;05/08/2024;05/08/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240263060012|20240263060020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
15 - GANHADORES - 11/08/24;20240272300007;12/08/2024;12/08/2024;12/08/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240272300012|20240272300020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
15 - GANHADORES - 18/08/24;20240280160006;19/08/2024;19/08/2024;19/08/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240280160011|20240280160020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
