TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
#Ofertou;20230105340009;04/04/2023;04/04/2023;04/04/2024;EXPIRADO;;famacia;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;SAMUEL SIMONCELLI LALUCCI - ME;SAMUEL SIMONCELLI LALUCCI;;NÃO INFORMADO;DROGAMAX HIPERFARMA PRODUTOS FARMACEUTICOS LTDA;34.119.638/0001-68;SAMUEL SIMONCELLI LALUCCI - ME;14042;09.502.875/0001-66;SP;ARACATUBA
+Milio 2023 Iate;20230114010008;12/04/2023;28/04/2023;12/04/2024;EXPIRADO;;Loterias;COMUM;5;20230114010013|20230114010021|20230114010030|20230114010048|20230114010056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;ILHA CROSSMIDIA LTDA;JOAO AMERICO FONSECA DE OLIVEIRA;PROPEG COMUNICACAO S/A;05.428.409/0003-99;CAIXA ECONOMICA FEDERAL;00.360.305/0002-95;ILHA CROSSMIDIA LTDA;37872;27.373.295/0001-06;SP;RIBEIRAO PRETO
+Milio 2023 Limusine;20230114000002;12/04/2023;28/04/2023;12/04/2024;EXPIRADO;;Loterias;COMUM;5;20230114000018|20230114000026|20230114000034|20230114000042|20230114000050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;ILHA CROSSMIDIA LTDA;JOAO AMERICO FONSECA DE OLIVEIRA;PROPEG COMUNICACAO S/A;05.428.409/0003-99;CAIXA ECONOMICA FEDERAL;00.360.305/0002-95;ILHA CROSSMIDIA LTDA;37872;27.373.295/0001-06;SP;RIBEIRAO PRETO
01 LOK FESTA;20230110320002;06/04/2023;06/04/2023;06/04/2024;EXPIRADO;;Comercial;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;VITORIA SIMOES IGNACIO ***********;VITORIA SIMOES IGNACIO;VITORIA SIMOES IGNACIO ***********;35.584.355/0001-50;LOK FESTA E EVENTOS LTDA;15.222.780/0001-91;VITORIA SIMOES IGNACIO ***********;47548;35.584.355/0001-50;RS;URUGUAIANA
01 MS URBAN;20230117470000;14/04/2023;14/04/2023;14/04/2024;EXPIRADO;;Comercial;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;VITORIA SIMOES IGNACIO ***********;VITORIA SIMOES IGNACIO;VITORIA SIMOES IGNACIO ***********;35.584.355/0001-50;GUSTAVO ANIBAL PUJOL;34.141.469/0001-62;VITORIA SIMOES IGNACIO ***********;47548;35.584.355/0001-50;RS;URUGUAIANA
02/04;20230102860001;03/04/2023;03/04/2023;03/04/2024;EXPIRADO;BRASIL;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;TODOS OS SEGMENTOS DE MERCADO;15;;;;NÃO INFORMADO;DISTRIBUIDORA DE ALIMENTOS SUL FRANGO LTDA - EPP;09.815.588/0001-06;ANGELO JEFERSON MACIEL DOS SANTOS;40861;PESSOA FÍSICA;RS;SANTANA DO LIVRAMENTO
09/04;20230123540006;19/04/2023;19/04/2023;19/04/2024;EXPIRADO;BRASIL;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;TODOS OS SEGMENTOS DE MERCADO;15;;;;NÃO INFORMADO;DISTRIBUIDORA DE ALIMENTOS SUL FRANGO LTDA - EPP;09.815.588/0001-06;ANGELO JEFERSON MACIEL DOS SANTOS;40861;PESSOA FÍSICA;RS;SANTANA DO LIVRAMENTO
1 ANO LJ SP;20230087620009;22/03/2023;04/04/2023;22/03/2024;EXPIRADO;;Supermercado;COMUM;50;20230087620014|20230087620022|20230087620030|20230087620049|20230087620057|20230087620065|20230087620073|20230087620081|20230087620090|20230087620103|20230087620111|20230087620120|20230087620138|20230087620146|20230087620154|20230087620162|20230087620170|20230087620189|20230087620197|20230087620200|20230087620219|20230087620227|20230087620235|20230087620243|20230087620251|20230087620260|20230087620278|20230087620286|20230087620294|20230087620308|20230087620316|20230087620324|20230087620332|20230087620340|20230087620359|20230087620367|20230087620375|20230087620383|20230087620391|20230087620405|20230087620413|20230087620421|20230087620430|20230087620448|20230087620456|20230087620464|20230087620472|20230087620480|20230087620499|20230087620502;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;120;STUDIO 20 PRODUÇÕES LTDA;WELLINGTON ZUCCO WEBER;NOVITA COMUNICACAO LTDA - ME;18.427.473/0001-35;SDB COMÉRCIO DE ALIMENTOS LTDA;09.477.652/0127-98;STUDIO 20 PRODUÇÕES LTDA;3089;05.705.605/0001-00;SC;BLUMENAU
10 minutos contra a dengue;20230107970000;05/04/2023;05/04/2023;05/04/2024;EXPIRADO;;Combate a Dengue;COMUM;5;20230107970015|20230107970023|20230107970031|20230107970040|20230107970058;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;LONGPLAY PRODUÇÕES AUDIOVISUAIS LTDA;JULIO CESAR MAY;MAGICA COMUNICACAO E MARKETING LTDA - EPP;02.717.249/0001-48;JOINVILLE PREFEITURA MUNICIPAL;83.169.623/0001-10;LONGPLAY PRODUÇÕES AUDIOVISUAIS LTDA;15818;10.955.437/0001-32;SC;JOINVILLE
10/04;20230123550001;19/04/2023;19/04/2023;19/04/2024;EXPIRADO;BRASIL;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;TODOS OS SEGMENTOS DE MERCADO;15;;;;NÃO INFORMADO;DISTRIBUIDORA DE ALIMENTOS SUL FRANGO LTDA - EPP;09.815.588/0001-06;ANGELO JEFERSON MACIEL DOS SANTOS;40861;PESSOA FÍSICA;RS;SANTANA DO LIVRAMENTO
