TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Central de Compras - 35 anos - sorteios""";20130388170003;14/10/2013;14/10/2013;14/10/2014;EXPIRADO;;VT 15' SEG;COMUM;5;20130388170018|20130388170026|20130388170034|20130388170042|20130388170050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;PC PEREIRA DA SILVA - ITOP CINE VIDEO;JOSE AUGUSTO COSTA HENRIQUES;SOMA SOLUCOES EM MARKETING LTDA - ME;10.241.195/0001-15;CCB CENTRAL DE COMPRAS DO BRASIL LTDA;27.751.320/0001-30;PC PEREIRA DA SILVA - ITOP CINE VIDEO;17664;12.194.771/0001-46;ES;VITORIA
"""McDonald's 5K""";20130382750008;09/10/2013;18/10/2013;09/10/2014;EXPIRADO;;CALL TO ACTION;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);30;DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA;RICARDO WHATELY;DPZ COMUNICACOES LTDA;73.163.529/0001-08;ARCOS DOURADOS COMERCIO DE ALIMENTOS SA;42.591.651/0001-43;DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA;5304;07.728.008/0001-18;SP;SAO PAULO
"""SINEPE/SC - Matriculas Abertas""";20130367740005;01/10/2013;01/10/2013;01/10/2014;EXPIRADO;;Matriculas Abertas;COMUM;3;20130367740010|20130367740028|20130367740036;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;SINDICATO DOS ESTABEL DE ENSINO DO ESTADO DE S CATARINA;83.881.094/0001-82;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Trabalhando por você""";20130409310003;29/10/2013;29/10/2013;29/10/2014;EXPIRADO;;Institucional;COMUM;3;20130409310018|20130409310026|20130409310034;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;LIDERANCA LIMPEZA E CONSERVACAO LTDA;00.482.840/0001-38;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
+ Opções;20130386070001;11/10/2013;22/10/2013;11/10/2014;EXPIRADO;;Botijas;COMUM;5;20130386070016|20130386070024|20130386070032|20130386070040|20130386070059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;10;ERNESTO CARLOS COSTA;ERNESTO CARLOS COSTA;OANA PUBLICIDADE LTDA;04.401.410/0001-03;SOCIEDADE FOGAS LIMITADA;04.563.672/0001-66;ERNESTO CARLOS COSTA;20688;04.169.066/0001-60;AM;MANAUS
0 km Mais Barato do Brasil;20130407400005;28/10/2013;28/10/2013;28/10/2014;EXPIRADO;;varejo;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;H.M.F TAIRA PRODUÇÕES-ME;DIEGO REIS DE ARAUJO MATOS;UNIC AGENCIA DE PUBLICIDADE E PROPAGANDA SOCIEDADE SIMPLES LTDA - ME;08.662.144/0001-15;AUTOCRED MULTIMARCAS COMERCIO DE VEICULOS LTDA;11.202.469/0001-20;H.M.F TAIRA PRODUÇÕES-ME;17726;07.479.408/0001-37;SP;SAO JOSE DOS CAMPOS
01 Ecos Imagens;20130370600006;02/10/2013;02/10/2013;02/10/2014;EXPIRADO;;Luta contra cancer de mama;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;MIDIA QUATRO COMUNICACAO AUDIO VISUAL LTDA;HILTON ANDRE SOARES MAURENTE;;NÃO INFORMADO;ECOS IMAGEM LTDA - ME;03.725.274/0001-36;MIDIA QUATRO COMUNICACAO AUDIO VISUAL LTDA;13390;09.180.543/0001-02;SC;JOINVILLE
03692683000183;20130382790000;09/10/2013;09/10/2013;09/10/2014;EXPIRADO;;SUPERMERCADO;COMUM;5;20130382790014|20130382790022|20130382790030|20130382790049|20130382790057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;E.R.TOSTA;ELIANE ROSSMANN TOSTA;E.R.TOSTA;03.692.683/0001-83;EVERALDO J POLONINI - EPP;31.282.890/0001-03;E.R.TOSTA;12199;03.692.683/0001-83;ES;CACHOEIRO DE ITAPEMIRIM
06 a 10 de outubro 13 B1;20130372870000;03/10/2013;03/10/2013;03/10/2014;EXPIRADO;;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;;NÃO INFORMADO;SUPERMERCADO VERAN LTDA.;58.767.252/0001-20;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
06 a 10 de outubro 13 B2;20130372910002;03/10/2013;03/10/2013;03/10/2014;EXPIRADO;;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;;NÃO INFORMADO;SUPERMERCADO VERAN LTDA.;58.767.252/0001-20;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
