TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""FASTBACK ABARTH""";20250117380000;22/04/2025;05/05/2025;22/04/2026;REGISTRADO;;ESQUADRÃO FIAT;COMUM;50;20250117380016|20250117380024|20250117380032|20250117380040|20250117380059|20250117380067|20250117380075|20250117380083|20250117380091|20250117380105|20250117380113|20250117380121|20250117380130|20250117380148|20250117380156|20250117380164|20250117380172|20250117380180|20250117380199|20250117380202|20250117380210|20250117380229|20250117380237|20250117380245|20250117380253|20250117380261|20250117380270|20250117380288|20250117380296|20250117380300|20250117380318|20250117380326|20250117380334|20250117380342|20250117380350|20250117380369|20250117380377|20250117380385|20250117380393|20250117380407|20250117380415|20250117380423|20250117380431|20250117380440|20250117380458|20250117380466|20250117380474|20250117380482|20250117380490|20250117380504;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""FASTBACK AUDACE""";20250117400001;22/04/2025;05/05/2025;22/04/2026;REGISTRADO;;ESQUADRÃO FIAT;COMUM;50;20250117400017|20250117400025|20250117400033|20250117400041|20250117400050|20250117400068|20250117400076|20250117400084|20250117400092|20250117400106|20250117400114|20250117400122|20250117400130|20250117400149|20250117400157|20250117400165|20250117400173|20250117400181|20250117400190|20250117400203|20250117400211|20250117400220|20250117400238|20250117400246|20250117400254|20250117400262|20250117400270|20250117400289|20250117400297|20250117400300|20250117400319|20250117400327|20250117400335|20250117400343|20250117400351|20250117400360|20250117400378|20250117400386|20250117400394|20250117400408|20250117400416|20250117400424|20250117400432|20250117400440|20250117400459|20250117400467|20250117400475|20250117400483|20250117400491|20250117400505;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""FASTBACK HÍBRIDO""";20250117270000;22/04/2025;05/05/2025;22/04/2026;REGISTRADO;;FIAT FASTBACK HÍBRIDO;COMUM;50;20250117270016|20250117270024|20250117270032|20250117270040|20250117270059|20250117270067|20250117270075|20250117270083|20250117270091|20250117270105|20250117270113|20250117270121|20250117270130|20250117270148|20250117270156|20250117270164|20250117270172|20250117270180|20250117270199|20250117270202|20250117270210|20250117270229|20250117270237|20250117270245|20250117270253|20250117270261|20250117270270|20250117270288|20250117270296|20250117270300|20250117270318|20250117270326|20250117270334|20250117270342|20250117270350|20250117270369|20250117270377|20250117270385|20250117270393|20250117270407|20250117270415|20250117270423|20250117270431|20250117270440|20250117270458|20250117270466|20250117270474|20250117270482|20250117270490|20250117270504;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""HÍBRIDOS""";20250124180003;25/04/2025;06/05/2025;25/04/2026;REGISTRADO;;FIAT PULSE HÍBRIDO E FIAT FASTBACK HÍBRIDO;COMUM;50;20250124180019|20250124180027|20250124180035|20250124180043|20250124180051|20250124180060|20250124180078|20250124180086|20250124180094|20250124180108|20250124180116|20250124180124|20250124180132|20250124180140|20250124180159|20250124180167|20250124180175|20250124180183|20250124180191|20250124180205|20250124180213|20250124180221|20250124180230|20250124180248|20250124180256|20250124180264|20250124180272|20250124180280|20250124180299|20250124180302|20250124180310|20250124180329|20250124180337|20250124180345|20250124180353|20250124180361|20250124180370|20250124180388|20250124180396|20250124180400|20250124180418|20250124180426|20250124180434|20250124180442|20250124180450|20250124180469|20250124180477|20250124180485|20250124180493|20250124180507;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""PULSE HÍBRIDO""";20250117240004;22/04/2025;05/05/2025;22/04/2026;REGISTRADO;;FIAT PULSE HÍBRIDO;COMUM;50;20250117240010|20250117240028|20250117240036|20250117240044|20250117240052|20250117240060|20250117240079|20250117240087|20250117240095|20250117240109|20250117240117|20250117240125|20250117240133|20250117240141|20250117240150|20250117240168|20250117240176|20250117240184|20250117240192|20250117240206|20250117240214|20250117240222|20250117240230|20250117240249|20250117240257|20250117240265|20250117240273|20250117240281|20250117240290|20250117240303|20250117240311|20250117240320|20250117240338|20250117240346|20250117240354|20250117240362|20250117240370|20250117240389|20250117240397|20250117240400|20250117240419|20250117240427|20250117240435|20250117240443|20250117240451|20250117240460|20250117240478|20250117240486|20250117240494|20250117240508;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""PULSE IMPETUS""";20250117430008;22/04/2025;05/05/2025;22/04/2026;REGISTRADO;;ESQUADRÃO FIAT;COMUM;50;20250117430013|20250117430021|20250117430030|20250117430048|20250117430056|20250117430064|20250117430072|20250117430080|20250117430099|20250117430102|20250117430110|20250117430129|20250117430137|20250117430145|20250117430153|20250117430161|20250117430170|20250117430188|20250117430196|20250117430200|20250117430218|20250117430226|20250117430234|20250117430242|20250117430250|20250117430269|20250117430277|20250117430285|20250117430293|20250117430307|20250117430315|20250117430323|20250117430331|20250117430340|20250117430358|20250117430366|20250117430374|20250117430382|20250117430390|20250117430404|20250117430412|20250117430420|20250117430439|20250117430447|20250117430455|20250117430463|20250117430471|20250117430480|20250117430498|20250117430501;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
#EmCasaSemViolencia 2024;20250141100004;09/05/2025;09/05/2025;09/05/2026;REGISTRADO;;Educação;CARÁTER BENEFICENTE / FILANTRÓPICO;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;FUNDAÇÃO ROBERTO MARINHO;MARIANA SALVADOR SEIVALOS;;NÃO INFORMADO;FUNDAÇÃO ROBERTO MARINHO;29.527.413/0001-00;FUNDAÇÃO ROBERTO MARINHO;421;29.527.413/0001-00;RJ;RIO DE JANEIRO
003699250001-04;20250132800007;02/05/2025;02/05/2025;02/05/2026;REGISTRADO;;Automóveis;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);7;ALLAN FABRICIO PEIXOTO;ALLAN FABRICIO PEIXOTO;TELELIGUE COMUNICACAO E MARKETING LTDA;09.660.492/0001-16;AUTOESTE AUTOMOVEIS LTDA;00.369.925/0001-04;ALLAN FABRICIO PEIXOTO;16300;10.573.290/0001-16;GO;ANAPOLIS
01 URU COOTRANSCAU;20250149010004;16/05/2025;16/05/2025;16/05/2026;REGISTRADO;;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;THIAGO DOS SANTOS GOULART - ME;THIAGO DOS SANTOS GOULART;;NÃO INFORMADO;COOPERATIVA DOS TRANSPORTADORES DE CARGAS DE URUGUAIANA LTDA;03.640.015/0001-02;THIAGO DOS SANTOS GOULART - ME;34079;24.616.069/0001-02;RS;URUGUAIANA
03 URU ACIU;20250157250000;23/05/2025;23/05/2025;23/05/2026;REGISTRADO;;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;THIAGO DOS SANTOS GOULART - ME;THIAGO DOS SANTOS GOULART;;NÃO INFORMADO;ASSOCIACAO COMERCIAL E INDUSTRIAL DE URUGUAIANA;89.384.895/0001-19;THIAGO DOS SANTOS GOULART - ME;34079;24.616.069/0001-02;RS;URUGUAIANA
