TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Acordo de Fábrica""";20160243920001;05/07/2016;05/07/2016;05/07/2017;EXPIRADO;;Pneus;COMUM;5;20160243920016|20160243920024|20160243920032|20160243920040|20160243920059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;MONA PNEUS EIRELI - EPP;17.253.723/0001-03;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Dia do Corretor 2016""";20160256950001;14/07/2016;14/07/2016;14/07/2017;EXPIRADO;;Institucional;COMUM;5;20160256950016|20160256950024|20160256950032|20160256950040|20160256950059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CONSELHO REGIONAL DOS CORRETORES DE IMOVEIS DE SC;82.894.098/0001-32;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Dia do Policial Rodoviário Federal""";20160256290001;14/07/2016;14/07/2016;14/07/2017;EXPIRADO;;Institucional;COMUM;5;20160256290016|20160256290024|20160256290032|20160256290040|20160256290059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;SINDICATO DOS POLICIAIS RODOVIARIOS FED NO ESTADO DE SC;85.280.782/0001-12;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""ESPAÇO CONTAINERS 01""";20160239950007;01/07/2016;01/07/2016;01/07/2017;EXPIRADO;;CASA/CONTAINER;COMUM;10;20160239950011|20160239950020|20160239950038|20160239950046|20160239950054|20160239950062|20160239950070|20160239950089|20160239950097|20160239950100;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;G VÍDEO PRODUTORA LTDA-ME;SANDRA REGINA GERHARD;;NÃO INFORMADO;SOLANGE MARIA LAUXEN - ME;04.559.125/0001-07;G VÍDEO PRODUTORA LTDA-ME;3321;73.728.669/0001-78;RS;LAJEADO
"""Festival FOX""";20160256270000;14/07/2016;14/07/2016;14/07/2017;EXPIRADO;;Carros;COMUM;5;20160256270015|20160256270023|20160256270031|20160256270040|20160256270058;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;MARFISO COMERCIO DE AUTOMOVEIS LTDA;76.818.038/0001-38;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Gente Boa Gente Nossa KO""";20160265910009;22/07/2016;22/07/2016;22/07/2017;EXPIRADO;;Institucional;COMUM;10;20160265910013|20160265910021|20160265910030|20160265910048|20160265910056|20160265910064|20160265910072|20160265910080|20160265910099|20160265910102;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;EUGENIO RAULINO KOERICH SA COMERCIO E INDUSTRIA;86.184.074/0018-99;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Pais""";20160265850006;22/07/2016;22/07/2016;22/07/2017;EXPIRADO;;Institucional;COMUM;5;20160265850010|20160265850029|20160265850037|20160265850045|20160265850053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""REFORME COM A METAL NOBRE 16""";20160247680005;07/07/2016;07/07/2016;07/07/2017;EXPIRADO;;materiais de construção;COMUM;2;20160247680010|20160247680028;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;CROMALEAO SERVICOS DE PRODUCAO AUDIOVISUAL LTDA;FLAVIO DE OLIVEIRA GEBRIM;TO BE - PROPAGANDA EIRELI;16.747.139/0001-33;METAL NOBRE FERRAGENS FINAS LTDA;00.823.769/0001-00;CROMALEAO SERVICOS DE PRODUCAO AUDIOVISUAL LTDA;21939;15.433.128/0001-16;MG;UBERLANDIA
#SomosTodosJuizes;20160260280007;18/07/2016;27/07/2016;18/07/2017;EXPIRADO;;institucional para AMB;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;RIO CINEMA DIGITAL PRODUÇÕES AUDIOVISUAIS LTDA;GABRIEL MELLIN DE CAMPOS;;NÃO INFORMADO;ASSOCIACAO DOS MAGISTRADOS BRASILEIROS;34.102.228/0001-04;RIO CINEMA DIGITAL PRODUÇÕES AUDIOVISUAIS LTDA;16695;11.647.242/0001-98;RJ;RIO DE JANEIRO
07/16 PROMO;20160272990004;27/07/2016;27/07/2016;27/07/2017;EXPIRADO;;CONFECÇÕES;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;PAULO SÉRGIO FAGUNDES PADILHA;PAULO SERGIO FAGUNDES PADILHA;;NÃO INFORMADO;ALAN CRISTIAN COUTINHO DA CRUZ;17.275.351/0002-99;PAULO SÉRGIO FAGUNDES PADILHA;4893;01.158.712/0001-04;RS;ALEGRETE
