TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Espaço Faber Castell  de Criatividade de Inovação""";20180464280005;03/12/2018;11/12/2018;03/12/2019;EXPIRADO;;Espaço Faber Castell  de Criatividade de Inovação;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;SALAS DE EXIBIÇÃO;45;RECHEIO AGÊNCIA DE CONTEÚDO LTDA - ME;BETANIA DUTRA DE OLIVEIRA;RECHEIO AGÊNCIA DE CONTEÚDO LTDA - ME;10.782.773/0001-20;A.W. FABER CASTELL S.A.;59.596.908/0001-52;RECHEIO AGÊNCIA DE CONTEÚDO LTDA - ME;17828;10.782.773/0001-20;SP;SAO PAULO
"""LEITURINHA - MARCIO GARCIA""";20180448260003;22/11/2018;11/12/2018;22/11/2019;EXPIRADO;;INSTITUCIONAL;COMUM;5;20180448260018|20180448260026|20180448260034|20180448260042|20180448260050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;BROS FILMES E PROPAGANDA LTDA;ADRIANO JARDIM MELLO;JOTACOM COMUNICACAO E PUBLICIDADE LTDA;17.878.581/0001-61;LEITURINHA S.A.;21.043.282/0001-84;BROS FILMES E PROPAGANDA LTDA;23403;16.596.001/0001-80;SP;SAO PAULO
06 TENORES;20180473690008;07/12/2018;08/12/2018;07/12/2019;EXPIRADO;;PUBLICIDADE;COMUM;3;20180473690012|20180473690020|20180473690039;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;ADRIANA ALMEIDA FELICIANO;ADRIANA ALMEIDA FELICIANO;;NÃO INFORMADO;MARIA RITA PRODUCOES DE EVENTOS EIRELI - ME;14.613.235/0001-63;ADRIANA ALMEIDA FELICIANO;34107;17.229.230/0001-20;BA;SALVADOR
06236984000190;20180503370006;31/12/2018;31/12/2018;31/12/2019;EXPIRADO;BRASIL;restaurante;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;;ELISANGELA BRAVIM MANCO;E BRAVIM MANCO - ME;10.852.692/0001-50;FABIANO PIRES MARTINS - EPP;06.236.984/0001-90;E BRAVIM EVENTOS LTDA;31898;10.852.692/0001-50;ES;CACHOEIRO DE ITAPEMIRIM
1.2.1 FILME MEGA BAZAR;20180002490009;03/01/2018;14/12/2018;03/01/2019;EXPIRADO;;SHOPPING;COMUM;5;20180002490013|20180002490021|20180002490030|20180002490048|20180002490056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;C R SOUZA DE SA;CARLOS ROMULO SOUZA DE SA;MATUTA PUBLICIDADE LTDA-EPP;21.863.934/0001-27;CONDOMINIO FORTALEZA MART CENTER;00.727.943/0001-10;C R SOUZA DE SA;31447;20.057.479/0001-00;CE;FORTALEZA
10 ANOS;20180470420000;06/12/2018;06/12/2018;06/12/2019;EXPIRADO;;MOTOS;COMUM;2;20180470420014|20180470420022;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;INTERFACE MULTIMIDIA LTDA;GLENIO LOPES LACERDA;GLÊNIO LOPES LACERDA;92.910.355/0001-36;BALLUARTE MOTOS LTDA - ME;10.354.844/0001-94;INTERFACE MULTIMIDIA LTDA;3416;04.650.598/0001-15;RS;BAGE
10 ANOS A E 10 ANOS B;20180478720002;12/12/2018;12/12/2018;12/12/2019;EXPIRADO;;INTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;SSOLL VÍDEO PRODUÇÕES LTDA;EDSON JANKE;CAIO GOTTLIEB COMUNICACAO E MARKETING LTDA;77.866.259/0001-44;ASSOCIACAO DAS EMPRESAS DE TRANSPORTE COLETIVO DE PASSAGEIROS DO SISTEMA INTEGRADO MUNICIPAL DE CASCAVEL - VALESIM;10.398.064/0001-46;SSOLL VÍDEO PRODUÇÕES LTDA;3281;05.065.019/0001-30;PR;CASCAVEL
10 ANOS BAFM;20170146520002;19/04/2017;29/12/2018;19/04/2018;EXPIRADO;;ANIVERSARIO RADIO;COMUM;5;20170146520017|20170146520025|20170146520033|20170146520041|20170146520050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;TELEVISAO BAHIA S.A.;DELMAN GOMES BAHIA;;NÃO INFORMADO;RADIO FM BAHIA SOL LTDA;04.436.460/0001-18;TELEVISAO BAHIA S.A.;3943;13.425.269/0001-61;BA;SALVADOR
12 VEZES JAN GO;20180501660007;27/12/2018;27/12/2018;27/12/2019;EXPIRADO;;Comércio por atacado de peças e acessórios novos para veículos automotores;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GENIUS AT WORK PRODUCOES CINEMATOGRAFICAS LTDA;MICHAEL JHON DE OLIVEIRA PEREIRA;LUIZ G RODRIGUES JUNIOR;26.787.440/0001-24;AGUILERA AUTOPECAS LTDA;37.525.771/0001-02;GENIUS AT WORK PRODUCOES CINEMATOGRAFICAS LTDA;25056;17.819.406/0001-01;MT;CUIABA
12 VEZES JAN MT;20180501670002;27/12/2018;27/12/2018;27/12/2019;EXPIRADO;;Comércio por atacado de peças e acessórios novos para veículos automotores;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GENIUS AT WORK PRODUCOES CINEMATOGRAFICAS LTDA;MICHAEL JHON DE OLIVEIRA PEREIRA;LUIZ G RODRIGUES JUNIOR;26.787.440/0001-24;AGUILERA AUTOPECAS LTDA;37.525.771/0001-02;GENIUS AT WORK PRODUCOES CINEMATOGRAFICAS LTDA;25056;17.819.406/0001-01;MT;CUIABA
