TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Dia dos Avós""";20150352970000;13/07/2015;13/07/2015;13/07/2016;EXPIRADO;;Institucional;COMUM;5;20150352970014|20150352970022|20150352970030|20150352970049|20150352970057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;FEDERACAO DAS CAMARAS DE DIRIGENTES LOJISTAS DE SC;82.895.970/0001-67;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Etaplan Marinas 2015""";20150389730002;30/07/2015;30/07/2015;30/07/2016;EXPIRADO;;Institucional;COMUM;5;20150389730017|20150389730025|20150389730033|20150389730041|20150389730050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;ETAPLAN ENGENHARIA & CONSTRUCAO LTDA;83.288.837/0001-05;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""FAMÍLIA SAÚDE AGEMED - 2 TEMPORADA""";20150351690003;10/07/2015;10/07/2015;10/07/2016;EXPIRADO;;Plano de saúde;COMUM;20;20150351690018|20150351690026|20150351690034|20150351690042|20150351690050|20150351690069|20150351690077|20150351690085|20150351690093|20150351690107|20150351690115|20150351690123|20150351690131|20150351690140|20150351690158|20150351690166|20150351690174|20150351690182|20150351690190|20150351690204;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;900;LATINA PRODUTORA DE FILMES LTDA;EDSON ROGERIO CARDOSO;SAGRA AGENCIA DE PUBLICIDADE LTDA ME;10.940.710/0001-55;AGEMED SAUDE S/A;02.933.220/0001-01;LATINA PRODUTORA DE FILMES LTDA;24202;15.212.597/0001-05;SC;JOINVILLE
"""Festival Sertanejo""";20150360710003;16/07/2015;16/07/2015;16/07/2016;EXPIRADO;;Institucional;COMUM;5;20150360710018|20150360710026|20150360710034|20150360710042|20150360710050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;RADIO REGIONAL LTDA - EPP;03.897.715/0001-87;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""LIXO HOJE ENCHENTE AMANHÃ""";20150364320005;17/07/2015;17/07/2015;17/07/2016;EXPIRADO;;INSTITUCIONAL DE SERVIÇO (FILANTRÓPICO);CARÁTER BENEFICENTE / FILANTRÓPICO;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;RBS PARTICIPACOES S A;JAIRO RODRIGUES PISCITELLI JUNIOR;;NÃO INFORMADO;JAIRO RODRIGUES PISCITELLI JUNIOR;PESSOA FÍSICA;RBS PARTICIPACOES S A;14567;68.737.857/0001-22;RS;PORTO ALEGRE
#INQUIETACOES_SP;20150330000008;29/06/2015;09/07/2015;29/06/2016;EXPIRADO;;INSTITUCIONAL;COMUM;5;20150330000012|20150330000020|20150330000039|20150330000047|20150330000055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;60;FILMES MAIS LTDA;MARCO PIERLUIGI ASLAN;;NÃO INFORMADO;FILMES MAIS LTDA;03.435.290/0001-94;FILMES MAIS LTDA;221;03.435.290/0001-94;SP;SAO PAULO
#INQUIETACOES_SP;20150329970007;29/06/2015;09/07/2015;29/06/2016;EXPIRADO;;INSTITUCIONAL;COMUM;5;20150329970011|20150329970020|20150329970038|20150329970046|20150329970054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;SALAS DE EXIBIÇÃO;60;FILMES MAIS LTDA;MARCO PIERLUIGI ASLAN;;NÃO INFORMADO;FILMES MAIS LTDA;03.435.290/0001-94;FILMES MAIS LTDA;221;03.435.290/0001-94;SP;SAO PAULO
001/Lojista;20150342280000;06/07/2015;06/07/2015;06/07/2016;EXPIRADO;;Institucional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;MARCIO MARINHO DE SA;JORGE POPELNITSKI JUNIOR;;NÃO INFORMADO;CONSTRUAQUI MARKETING E COMUNICACAO VISUAL EIRELI;20.394.098/0001-16;MARCIO MARINHO DE SA;19495;14.089.419/0001-76;RS;ERECHIM
1 REAL;20150363960000;17/07/2015;17/07/2015;17/07/2016;EXPIRADO;;CALÇADOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;LUCAS HEINLE PREIGSCHADT;LUCAS HEINLE PREIGSCHADT;;NÃO INFORMADO;FRANCA & BANDEIRA COMERCIO DE CALCADOS LTDA - EPP;07.488.255/0001-94;LUCAS HEINLE PREIGSCHADT;21839;15.362.815/0001-98;RS;SANTA MARIA
10 em 10;20150342900009;06/07/2015;17/07/2015;06/07/2016;EXPIRADO;;Loja de departamento;TELEVENDA / INFOMERCIAL;50;20150342900013|20150342900021|20150342900030|20150342900048|20150342900056|20150342900064|20150342900072|20150342900080|20150342900099|20150342900102|20150342900110|20150342900129|20150342900137|20150342900145|20150342900153|20150342900161|20150342900170|20150342900188|20150342900196|20150342900200|20150342900218|20150342900226|20150342900234|20150342900242|20150342900250|20150342900269|20150342900277|20150342900285|20150342900293|20150342900307|20150342900315|20150342900323|20150342900331|20150342900340|20150342900358|20150342900366|20150342900374|20150342900382|20150342900390|20150342900404|20150342900412|20150342900420|20150342900439|20150342900447|20150342900455|20150342900463|20150342900471|20150342900480|20150342900498|20150342900501;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;OMNIMÍDIA PRODUÇÕES CINEMATOGRÁFICAS E INFORMÁTICA LTDA;CLOVIS EDUARDO AIDAR;OGILVY & MATHER BRASIL COMUNICACAO LTDA;61.067.492/0015-22;MAGAZINE LUIZA S/A;47.960.950/0001-21;OMNIMÍDIA PRODUÇÕES CINEMATOGRÁFICAS E INFORMÁTICA LTDA;1093;00.984.133/0001-40;SP;RIBEIRAO PRETO
