TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
02 ANOS EQTL AL;20210309440001;15/09/2021;15/09/2021;15/09/2022;EXPIRADO;;INFORMATIVO;COMUM;5;20210309440017|20210309440025|20210309440033|20210309440041|20210309440050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;AGRA & DAMACENA LTDA - ME;LUCIANO LEAO GAMA;PHOCUS PROPAGANDA E MARKETING LTDA;03.698.527/0001-20;COMPANHIA ENERGETICA DE ALAGOAS - CEAL;12.272.084/0001-00;AGRA & DAMACENA LTDA - ME;21407;08.386.074/0001-10;AL;MACEIO
1,2,3 LIQUIDACAO;20210302630000;10/09/2021;10/09/2021;10/09/2022;EXPIRADO;;Colchoes;COMUM;2;20210302630015|20210302630023;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;LEVI YOSHIO FURUSHIMA SALLAZAR;LEVI YOSHIO FURUSHIMA SALLAZAR;AMBLARD PROPAGANDA LTDA;07.513.291/0001-60;MASTER COMFORT INDUSTRIA E COMERCIO DE ESPUMAS E COLCHOES LTDA;12.340.133/0001-96;LEVI YOSHIO FURUSHIMA SALLAZAR;40229;19.059.362/0001-86;PR;MARINGA
10 anos;20210303920001;10/09/2021;10/09/2021;10/09/2022;EXPIRADO;BRASIL;Médico Hospitalar;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;;;UP COMUNICACAO & MARKETING LTDA;21.565.944/0001-86;MEDCLIN SERVICOS E PRODUTOS MEDICO-HOSPITAR LTDA;14.315.066/0001-85;UP COMUNICACAO & MARKETING LTDA;42991;21.565.944/0001-86;AP;MACAPA
15 ITA ANVFOZ 2021;20210326820003;28/09/2021;28/09/2021;28/09/2022;EXPIRADO;;Ofertas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;SELFLESS PRODUTORA LTDA;JOAO PAULO STRAPAZZON BOBIKA;FLORENCA COMUNICACAO LTDA;21.707.107/0001-44;ÍTALO SUPERMERCADOS;04.768.477/0002-53;SELFLESS PRODUTORA LTDA;44748;24.153.353/0001-90;PR;FRANCISCO BELTRAO
15 anos sorrifacil;20210319720007;23/09/2021;23/09/2021;23/09/2022;EXPIRADO;;Institucional;COMUM;5;20210319720012|20210319720020|20210319720039|20210319720047|20210319720055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;FRAMERIA CRIAÇÃO E PRODUÇÃO LTDA;THIAGO VIEIRA BOZZO;WT.AG;11.686.914/0001-74;SORRIFACIL FRANCHISING LTDA;24.299.584/0001-06;FRAMERIA CRIAÇÃO E PRODUÇÃO LTDA;47438;40.036.132/0001-98;SP;SAO PAULO
150 ANOS VIÇOSA;20210321800004;24/09/2021;24/09/2021;24/09/2022;EXPIRADO;;COMERCIAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;JOAO MARCELO DE OLIVEIRA BATISTA ***********;JOAO MARCELO DE OLIVEIRA BATISTA;;NÃO INFORMADO;TV JUIZ DE FORA LTDA;21.575.063/0001-46;JOAO MARCELO DE OLIVEIRA BATISTA ***********;49446;42.546.090/0001-60;MG;JUIZ DE FORA
16º Leilão Amigos da APAE (Filantrópico);20210318260002;22/09/2021;22/09/2021;22/09/2022;EXPIRADO;;Leilão de Animais;TELEVENDA / INFOMERCIAL;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;86400;AGROMIX TELEVISAO LTDA;VALDECIR SHIROMA DE PAULA;;NÃO INFORMADO;LEILOGRANDE LEILOES RURAIS LTDA;08.608.017/0001-38;AGROMIX TELEVISAO LTDA;6125;07.760.498/0001-30;MS;CAMPO GRANDE
18º Feira CasaPronta Criciúma;20210305720000;13/09/2021;13/09/2021;13/09/2022;EXPIRADO;;Feira;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PERSONA SOLUÇÕES AUDIOVISUAIS LTDA;ELINE SAVI CAMPOS DE OLIVEIRA;;NÃO INFORMADO;NC BRASIL FEIRAS E EVENTOS LTDA - ME;07.139.208/0001-35;PERSONA SOLUÇÕES AUDIOVISUAIS LTDA;13645;09.300.718/0001-78;SC;TUBARAO
2019 ALPH GUAR;20190262990001;19/07/2019;30/09/2021;19/07/2020;EXPIRADO;;Imovel;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;INTERANIMA PRODUCOES LTDA;REINALDO MORAIS BACELAR JUNIOR;BRANDBOOM COMUNICACAO LTDA - ME;10.481.423/0001-24;ALPHAVILLE GUARAJUBA EMPREENDIMENTOS IMOBILIARIOS LTDA;21.769.497/0001-87;INTERANIMA PRODUCOES LTDA;24439;17.493.417/0001-36;BA;FEIRA DE SANTANA
2021;20210279790000;25/08/2021;04/09/2021;25/08/2022;EXPIRADO;;OFERTA;COMUM;50;20210279790015|20210279790023|20210279790031|20210279790040|20210279790058|20210279790066|20210279790074|20210279790082|20210279790090|20210279790104|20210279790112|20210279790120|20210279790139|20210279790147|20210279790155|20210279790163|20210279790171|20210279790180|20210279790198|20210279790201|20210279790210|20210279790228|20210279790236|20210279790244|20210279790252|20210279790260|20210279790279|20210279790287|20210279790295|20210279790309|20210279790317|20210279790325|20210279790333|20210279790341|20210279790350|20210279790368|20210279790376|20210279790384|20210279790392|20210279790406|20210279790414|20210279790422|20210279790430|20210279790449|20210279790457|20210279790465|20210279790473|20210279790481|20210279790490|20210279790503;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;NTV CINE E VIDEO S/S LTDA ME;NILTON KENJI TANABE;NOBRE PROPAGANDA S/S LTDA - EPP;03.328.797/0001-49;IRMAOS MUFFATO CIA LTDA;76.430.438/0001-71;NTV CINE E VIDEO S/S LTDA;13325;09.059.467/0001-81;PR;LONDRINA
