TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""COPA CASAS DA AGUA""";20140689160007;26/05/2014;26/05/2014;26/05/2015;EXPIRADO;;Institucional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""COPA REVEST""";20140676320000;15/05/2014;15/05/2014;15/05/2015;EXPIRADO;;PISOS;COMUM;3;20140676320015|20140676320023|20140676320031;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;RMC MATERIAIS DE CONTRUÇÃO LTDA - EPP;00.918.818/0001-98;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Matriculas abertas IPOG""";20140669900005;12/05/2014;12/05/2014;12/05/2015;EXPIRADO;;cursos de pós graduação;COMUM;4;20140669900010|20140669900028|20140669900036|20140669900044;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;MASTER CURSOS PREPARATORIOS E TREINAMENTOS LTDA - ME;13.393.986/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""SORT 01 JUN 14""";20140685990005;22/05/2014;22/05/2014;22/05/2015;EXPIRADO;;Trimania;COMUM;5;20140685990010|20140685990028|20140685990036|20140685990044|20140685990052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;DIEGO RODRIGO DO NASCIMENTO;VOÜK PUBLICIDADE LTDA.;08.843.796/0001-56;FEDERACAO CATARINENSE DE BASKETBALL;00.604.100/0001-27;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;18858;13.368.012/0001-15;SC;JOINVILLE
"""VT Teatro Allan Kardek""";20140668490008;09/05/2014;09/05/2014;09/05/2015;EXPIRADO;;Peça Teatral;COMUM;2;20140668490012|20140668490020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;DIEGO RODRIGO DO NASCIMENTO;;NÃO INFORMADO;CASSIO FERNANDO CORREIA ***********;18.174.774/0001-02;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;18858;13.368.012/0001-15;SC;JOINVILLE
01 Aniversário 5 anos Santos Dumont Hospital;20140679360003;19/05/2014;19/05/2014;19/05/2015;EXPIRADO;;hopital;COMUM;2;20140679360018|20140679360026;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;STUDIO PUBLICIDADE E FILMES CHOCOLATE LTDA - BAIXADO;BRUNO MAIA CERQUEIRA;BZ PROPAGANDA E MARKETING LTDA - EPP;03.555.746/0001-50;UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;60.214.517/0001-05;STUDIO PUBLICIDADE E FILMES CHOCOLATE LTDA - BAIXADO;18119;12.870.058/0001-75;SP;SAO JOSE DOS CAMPOS
02 a 03 de JUNHO;20140697950003;30/05/2014;30/05/2014;30/05/2015;EXPIRADO;;VARIEDADES;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;FALLKNER RIBEIRO BORGES;;NÃO INFORMADO;ANTONIO PAVAN DE LIMA & CIA LTDA ME;08.623.676/0001-43;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;23219;14.865.072/0001-06;PR;FOZ DO IGUACU
05 a 07 de MAIO;20140657460005;02/05/2014;02/05/2014;02/05/2015;EXPIRADO;;VARIEDADES;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;FALLKNER RIBEIRO BORGES;;NÃO INFORMADO;ANTONIO PAVAN DE LIMA & CIA LTDA ME;08.623.676/0001-43;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;23219;14.865.072/0001-06;PR;FOZ DO IGUACU
08 a 10 de MAIO;20140660450007;06/05/2014;06/05/2014;06/05/2015;EXPIRADO;;VARIEDADES;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;FALLKNER RIBEIRO BORGES;;NÃO INFORMADO;ANTONIO PAVAN DE LIMA & CIA LTDA ME;08.623.676/0001-43;FALLKNER RIBEIRO BORGES - PRODUCOES LTDA;23219;14.865.072/0001-06;PR;FOZ DO IGUACU
0800 Institucional;20140672590003;13/05/2014;13/05/2014;13/05/2015;EXPIRADO;;Campanha 0800;COMUM;1;20140672590018;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;STARTSTUDIO LTDA;ANA SANTOS MAIA;KERR & CIA LTDA - ME;00.969.346/0001-00;INDIAN HENKE -ME;07.245.200/0001-53;STARTSTUDIO LTDA;17283;10.493.554/0001-21;RS;PELOTAS
