TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
006/1119OF DIAE 1;20190441580002;07/11/2019;07/11/2019;07/11/2020;EXPIRADO;;Promocional;COMUM;5;20190441580017|20190441580025|20190441580033|20190441580041|20190441580050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DILVANA BORGES - ME;JACSON ANDREOLA;T12 COMUNICACAO LTDA. - EPP;78.659.661/0001-10;MASTER ATS SUPERMERCADOS;01.874.166/0015-03;DILVANA BORGES - ME;36511;27.550.830/0001-49;SC;CHAPECO
0800 MyCard TV;20190436880001;05/11/2019;14/11/2019;05/11/2020;EXPIRADO;;vt;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;QUARTO STUDIO PRODUÇÃO AUDIOVISUAL LTDA ME;JOAO GILBERTO VERSIANI DOS ANJOS LARA;;NÃO INFORMADO;EXCELENCIA NEGOCIOS E CONSULTORIA LTDA;04.752.943/0001-21;QUARTO STUDIO PRODUÇÃO AUDIOVISUAL LTDA ME;27631;18.562.109/0001-88;MG;BELO HORIZONTE
1 VESTIBULAR;20190443180001;08/11/2019;08/11/2019;08/11/2020;EXPIRADO;;UNIVERSIDADE;COMUM;5;20190443180016|20190443180024|20190443180032|20190443180040|20190443180059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;45;A ILHA PRODUÇÃO LTDA;RICARDO CARDOSO CAMARGO;PHABRICA DE IDEIAS MARKETING GLOBAL S/S LTDA - EPP;01.053.790/0001-36;ASSOCIACAO DE EDUCACAO E CULTURA DO NORTE PAULISTA;57.713.281/0001-47;A ILHA PRODUÇÃO LTDA;2233;02.241.562/0001-52;SP;RIBEIRAO PRETO
10 MEGA FEIRAO;20190456250003;18/11/2019;18/11/2019;18/11/2020;EXPIRADO;;FEIRA AUTOMOTIVA;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;FABRICAÇÃO FILMES LTDA;MARCELO BORGES PINTO;;NÃO INFORMADO;VIRTUAL AUTOCAR COMERCIO DE VEICULOS LTDA - ME;17.315.893/0001-67;FABRICAÇÃO FILMES LTDA;18646;13.244.614/0001-60;SC;CHAPECO
10 anos;20190480270000;28/11/2019;28/11/2019;28/11/2020;EXPIRADO;;Material de Construção;COMUM;10;20190480270015|20190480270023|20190480270031|20190480270040|20190480270058|20190480270066|20190480270074|20190480270082|20190480270090|20190480270104;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;ZIPMÍDIA - SERVIÇOS DE PRODUÇÃO AUDIOVISUAL LTDA;DOUGLAS FIGUEIREDO DE ARAUJO;ASSOCIACAO CLUBE DA CASA;10.833.926/0001-11;ASSOCIACAO CLUBE DA CASA;10.833.926/0001-11;ZIPMÍDIA - SERVIÇOS DE PRODUÇÃO AUDIOVISUAL LTDA;15392;07.473.162/0001-96;MG;VARGINHA
10 anos EICV;20190438240000;06/11/2019;06/11/2019;06/11/2020;EXPIRADO;;Escola;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;RICARDO PAULO OLIVEIRA SILVA FILHO;RICARDO PAULO OLIVEIRA SILVA FILHO;;NÃO INFORMADO;FUNDAÇÃO CIDADE VIVA;09.491.298/0005-88;RICARDO PAULO OLIVEIRA SILVA FILHO;34844;22.948.684/0001-90;PB;JOAO PESSOA
1001 NOITES 2019;20190438790000;06/11/2019;06/11/2019;06/11/2020;EXPIRADO;BRASIL;INSTITUCIONAL;TELEVENDA / INFOMERCIAL;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;TODOS OS SEGMENTOS DE MERCADO;21600;;;;NÃO INFORMADO;PREMIERE - OPERACIONAL DE VENDAS LTDA - EPP;08.604.934/0001-44;HD VIDEO - EIRELI;34445;24.502.193/0001-47;PR;CURITIBA
108 ANOS ATM;20190431190007;01/11/2019;01/11/2019;01/11/2020;EXPIRADO;;HOMENAGEM AOS 108 ANOS DO MUNICIPIO DE ALTAMIRA;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;E J NASCIMENTO ALVES - ME;BRUCE WHAYNE GOMES DE SOUZA;CMP DO NASCIMENTO SERVIÇOS - ME;12.905.666/0001-78;PREFEITURA MUNICIPAL DE ALTAMIRA;05.263.116/0001-37;E J NASCIMENTO ALVES - ME;24824;18.018.670/0001-09;PA;ALTAMIRA
10seg Emoji Conversation BRA;20190457290009;18/11/2019;19/11/2019;18/11/2020;EXPIRADO;;CURSO ONLINE;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);10;B. C. ARRIVABENE FILMES;PAULO VICTOR ALENCAR BARBOSA;;NÃO INFORMADO;INTERNATIONAL ESL SERVICES LLC;PESSOA FÍSICA;B. C. ARRIVABENE FILMES;42311;32.416.421/0001-94;SP;SANTOS
11 CALCADAO MONTE BR;20190436270009;05/11/2019;05/11/2019;05/11/2020;EXPIRADO;;ELETRÔNICOS E MATERIAL DE CONSTRUÇÃO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;NAGIB PRODUÇÕES E EVENTOS LTDA - EPP;MARCELO JOAO RIBEIRO NOBRE;NAGIB COMUNICACAO E MARKETING LTDA - ME;10.278.118/0001-30;MONTE & CIA LTDA;04.661.385/0001-99;NAGIB PRODUÇÕES E EVENTOS LTDA;40047;18.825.338/0001-48;AP;MACAPA
