TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
08X;20220281560008;22/08/2022;02/09/2022;22/08/2023;EXPIRADO;;FAZER 150CC;COMUM;5;20220281560013|20220281560021|20220281560030|20220281560048|20220281560056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;ALESSANDRO MARTINI ZANETTI;RODOLFO FAFA SILY;SUNO COMUNICACAO INTEGRADA LTDA;27.516.099/0001-35;YAMAHA MOTOR DA AMAZONIA LTDA;04.817.052/0002-97;ALESSANDRO MARTINI ZANETTI;44620;24.636.242/0001-34;SP;SAO PAULO
08X;20220281560008;22/08/2022;02/09/2022;22/08/2023;EXPIRADO;;FAZER 150CC;COMUM;5;20220281560013|20220281560021|20220281560030|20220281560048|20220281560056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;ALESSANDRO MARTINI ZANETTI;BENTO FROTA DE ABREU;SUNO COMUNICACAO INTEGRADA LTDA;27.516.099/0001-35;YAMAHA MOTOR DA AMAZONIA LTDA;04.817.052/0002-97;ALESSANDRO MARTINI ZANETTI;44620;24.636.242/0001-34;SP;SAO PAULO
1 ANO ETA CAPIM BRANCO;20220313110002;13/09/2022;13/09/2022;13/09/2023;EXPIRADO;;DMAE;COMUM;5;20220313110018|20220313110026|20220313110034|20220313110042|20220313110050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;FOLHA VERDE FILMES LTDA;JOAO CELSO GIOVANI ROMUALDO;INTELLIGENTSIA & ATTITUDE COMUNICACAO LTDA - EPP;03.176.905/0001-05;MUNICIPIO DE UBERLANDIA;18.431.312/0001-15;FOLHA VERDE FILMES LTDA;40732;30.728.352/0001-29;MG;UBERLANDIA
10&CIA DIA DAS CRIANÇAS;20220324200008;21/09/2022;22/09/2022;21/09/2023;EXPIRADO;;VAREJO;COMUM;5;20220324200013|20220324200021|20220324200030|20220324200048|20220324200056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;LAILA SILVA VIEIRA ***********;CARLOS CESAR SILVA FRANCO;M ANDRADE O NERY PUBLICIDADE;29.802.930/0001-40;JUNIOR E NOGUEIRA LOJA DE VARIEDADES LTDA;14.131.304/0001-00;LAILA SILVA VIEIRA ***********;42284;32.772.580/0001-21;BA;VITORIA DA CONQUISTA
100 anos do radio;20220303300003;05/09/2022;09/09/2022;05/09/2023;EXPIRADO;;Homenagem ao radio;COMUM;5;20220303300019|20220303300027|20220303300035|20220303300043|20220303300051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;BIGMIDIA PRODUÇÕES DE VÍDEOS LTDA.;ADRIANO VIDAL GIACOMIN;;NÃO INFORMADO;AESP ASSOC EMISSORAS DE RADIO E TELEVISAO EST SAO PAULO;62.481.965/0001-09;BIGMIDIA PRODUÇÕES DE VÍDEOS LTDA.;21994;11.876.015/0001-34;SP;AMERICANA
11 Noivas Douradas;20220317730005;16/09/2022;16/09/2022;16/09/2023;EXPIRADO;;Shopping Avenida Center;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;I. COM AGENCIA DE PROPAGANDA E PUBLICIDADE EIRELI;IVANIR SIQUEIRA DE SOUZA ALMEIDA;I. COM AGENCIA DE PROPAGANDA E PUBLICIDADE EIRELI;17.459.216/0001-12;CONDOMINIO SHOPPING AVENIDA CENTER DE DOURADOS;07.989.798/0001-95;I. COM AGENCIA DE PROPAGANDA E PUBLICIDADE EIRELI;33332;17.459.216/0001-12;MS;DOURADOS
13º CAMINHADA PELA VIDA;20220305950005;08/09/2022;08/09/2022;08/09/2023;EXPIRADO;;Associação;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;SPHERE PRODUCTIONS PRODUCAO E COMERCIO DE FILMES LTDA;EDUARDO ARMANDO CONEGLIAN;;NÃO INFORMADO;GRUPO AMIGAS DO PEITO DE BAURU;09.575.835/0001-44;SPHERE PRODUCTIONS PRODUCAO E COMERCIO DE FILMES LTDA;21145;11.329.282/0001-91;SP;LENCOIS PAULISTA
14º Leilão Virtual 2 Marcas 18-09-2022;20220325470009;22/09/2022;22/09/2022;22/09/2023;EXPIRADO;;Leilão de Animais;TELEVENDA / INFOMERCIAL;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;86400;AGROMIX TELEVISAO LTDA;VALDECIR SHIROMA DE PAULA;;NÃO INFORMADO;GUARITA LEILÕES RURAIS LTDA;04.639.953/0001-55;AGROMIX TELEVISAO LTDA;6125;07.760.498/0001-30;MS;CAMPO GRANDE
15 CETROS OUTUBRO;20220329520000;26/09/2022;26/09/2022;26/09/2023;EXPIRADO;BRASIL;COMERCIAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;;;;NÃO INFORMADO;C E T R O S - CENTRO DE TRATAMENTO DA OBESIDADE E SOBREPESO LTDA;13.992.978/0001-29;PRISCILA KUNINARI ***********;46116;24.763.710/0001-31;PR;UMUARAMA
15 FABRI;20220316760008;15/09/2022;24/09/2022;15/09/2023;EXPIRADO;;COLCHÕES;COMUM;50;20220316760013|20220316760021|20220316760030|20220316760048|20220316760056|20220316760064|20220316760072|20220316760080|20220316760099|20220316760102|20220316760110|20220316760129|20220316760137|20220316760145|20220316760153|20220316760161|20220316760170|20220316760188|20220316760196|20220316760200|20220316760218|20220316760226|20220316760234|20220316760242|20220316760250|20220316760269|20220316760277|20220316760285|20220316760293|20220316760307|20220316760315|20220316760323|20220316760331|20220316760340|20220316760358|20220316760366|20220316760374|20220316760382|20220316760390|20220316760404|20220316760412|20220316760420|20220316760439|20220316760447|20220316760455|20220316760463|20220316760471|20220316760480|20220316760498|20220316760501;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;BATUTA FILMES LTDA;ALEXANDRE MILIANI;L C S DE A DE JESUS - INOVA COMUNICAÇÃO;42.841.571/0001-07;FABRISPUMA COLCHOES E MOVEIS LTDA;02.932.651/0002-26;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
