TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
""" VOCÊ IMPLANTES"" - NERO CARGA";20140865600000;14/10/2014;16/10/2014;14/10/2015;EXPIRADO;;Serviço Odontológico;COMUM;5;20140865600015|20140865600023|20140865600031|20140865600040|20140865600058;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;LIBERTA FILMS STUDIOS LTDA;LEONARDO FERREIRA LIBERTI;;NÃO INFORMADO;HYNOVE - ODONTOLOGIA SAO PAULO LTDA - EPP;11.169.249/0001-41;LIBERTA FILMS STUDIOS LTDA;25132;13.711.311/0001-00;SP;SAO PAULO
""" VOCÊ IMPLANTES"" - NERO GERAL - A";20140890940006;28/10/2014;29/10/2014;28/10/2015;EXPIRADO;;Tratamento Odontológico;COMUM;5;20140890940010|20140890940029|20140890940037|20140890940045|20140890940053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;LIBERTA FILMS STUDIOS LTDA;LEONARDO FERREIRA LIBERTI;;NÃO INFORMADO;HYNOVE - ODONTOLOGIA SAO PAULO LTDA - EPP;11.169.249/0001-41;LIBERTA FILMS STUDIOS LTDA;25132;13.711.311/0001-00;SP;SAO PAULO
"""CDA AR 2014""";20140867480002;15/10/2014;15/10/2014;15/10/2015;EXPIRADO;;Ar condicionado;COMUM;5;20140867480017|20140867480025|20140867480033|20140867480041|20140867480050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Desde 1939""";20140893870009;29/10/2014;29/10/2014;29/10/2015;EXPIRADO;;PRODUÇÃO DE VT;COMUM;5;20140893870013|20140893870021|20140893870030|20140893870048|20140893870056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;ETNIA FILMES LTDA - ME;PATRICK ARAUJO ROSA;ALL PROJETOS ESPECIAIS EIRELI;17.007.427/0001-14;VISTA LINDA INDUSTRIA E COMERCIO DE CAFES ESPECIAIS LTDA - EPP;06.217.047/0001-98;ETNIA FILMES LTDA - ME;16060;11.144.385/0001-87;ES;VILA VELHA
"""Espaço Aprender""";20140885880009;24/10/2014;24/10/2014;24/10/2015;EXPIRADO;;Institucional;COMUM;5;20140885880013|20140885880021|20140885880030|20140885880048|20140885880056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;SERVICO SOCIAL DO COMERCIO - SESC AR/SC;03.603.595/0001-68;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Institucional 2014""";20140894330008;29/10/2014;29/10/2014;29/10/2015;EXPIRADO;;Institucional;COMUM;5;20140894330012|20140894330020|20140894330039|20140894330047|20140894330055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;SUPERAUTO DISTRIBUIDORA LTDA;05.937.763/0001-87;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Institucional 2014""";20140899560001;31/10/2014;31/10/2014;31/10/2015;EXPIRADO;;Carro;COMUM;5;20140899560016|20140899560024|20140899560032|20140899560040|20140899560059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;AUTOSHOW GM COMERCIO DE VEICULOS LTDA - ME;10.582.050/0002-69;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Oficina de Atores""";20140846790002;01/10/2014;01/10/2014;01/10/2015;EXPIRADO;;Institucional;COMUM;5;20140846790017|20140846790025|20140846790033|20140846790041|20140846790050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;JOSE LEANDRO NIKLEVICZ;;NÃO INFORMADO;ARIANNE SILVA DOS SANTOS & CIA LTDA - ME;09.568.146/0001-02;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Promo""";20140892920002;29/10/2014;29/10/2014;29/10/2015;EXPIRADO;;Plano Smart;COMUM;5;20140892920017|20140892920025|20140892920033|20140892920041|20140892920050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;FUNCIONAL FISIOTERAPIA REABILITACAO E CONDICIONAMENTO FISICO LTDA - ME;05.347.431/0001-42;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Teaser SESC""";20140866260009;15/10/2014;15/10/2014;15/10/2015;EXPIRADO;;Matriculas Abertas;COMUM;5;20140866260013|20140866260021|20140866260030|20140866260048|20140866260056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;SERVICO SOCIAL DO COMERCIO - SESC AR/SC;03.603.595/0001-68;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
