TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Celula institucional""";20130302360003;19/08/2013;19/08/2013;19/08/2014;EXPIRADO;;Institucional;COMUM;5;20130302360018|20130302360026|20130302360034|20130302360042|20130302360050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;LYNXVISION SISTEMAS DIGITAIS LTDA - EPP;05.571.551/0001-29;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Especial dia dos Pais""";20130279750009;01/08/2013;11/08/2013;01/08/2014;EXPIRADO;ESTADOS UNIDOS;HASBRO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);30;;RAUL FERNANDO CAMARGO DE FERREIRA NETTO;;NÃO INFORMADO;HASBRO EUROPE;NÃO INFORMADO;DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA;5304;07.728.008/0001-18;SP;SAO PAULO
"""GALPOES_02""";20130296120000;14/08/2013;14/08/2013;14/08/2014;EXPIRADO;;IMOVEIS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;7;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;DIEGO RODRIGO DO NASCIMENTO;MOVIMENTO PROPAGANDA E MARKETING LTDA - ME;78.891.330/0001-01;IRINEU IMOVEIS LTDA;02.147.925/0001-95;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;18858;13.368.012/0001-15;SC;JOINVILLE
"""Monstros'";20130272230000;29/07/2013;09/08/2013;29/07/2014;EXPIRADO;;Danone Kids;COMUM;5;20130272230014|20130272230022|20130272230030|20130272230049|20130272230057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;CONSPIRAÇÃO FILMES S/A;HENRIQUE MANZOLI;VML BRASIL PROPAGANDA LTDA;58.456.336/0001-43;DANONE LTDA;23.643.315/0001-52;CONSPIRAÇÃO FILMES S/A;10;02.020.661/0001-04;RJ;RIO DE JANEIRO
"""SORT 01 SET 13""";20130307300009;22/08/2013;22/08/2013;22/08/2014;EXPIRADO;;TRIMANIA;COMUM;4;20130307300013|20130307300021|20130307300030|20130307300048;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;DIEGO RODRIGO DO NASCIMENTO;VOÜK PUBLICIDADE LTDA.;08.843.796/0001-56;FEDERACAO CATARINENSE DE BASKETBALL;00.604.100/0001-27;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;18858;13.368.012/0001-15;SC;JOINVILLE
#Durmo sem calcinha;20130274480003;30/07/2013;11/08/2013;30/07/2014;EXPIRADO;;Dermacyd;COMUM;5;20130274480018|20130274480026|20130274480034|20130274480042|20130274480050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;60;CRASH FILMES LTDA - BAIXADO;JOAO MARCOS TEIXEIRA DA LUZ;PBC COMUNICACAO LTDA;73.090.482/0001-91;SANOFI AVENTIS COMERCIAL E LOGISTICA LTDA;13.094.578/0008-72;CRASH FILMES LTDA - BAIXADO;6459;08.149.851/0001-02;SP;SAO PAULO
#VEMPRODEBATE;20130286790002;07/08/2013;07/08/2013;07/08/2014;EXPIRADO;;Debate;COMUM;5;20130286790017|20130286790025|20130286790033|20130286790041|20130286790050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;ETNIA FILMES LTDA - ME;PATRICK ARAUJO ROSA;E-BRAND ESTRATEGIAS ON LINE LTDA - EPP;05.086.973/0001-09;SOCIEDADE DE ENSINO SUPERIOR DE VITORIA LTDA;03.904.124/0001-90;ETNIA FILMES LTDA - ME;16060;11.144.385/0001-87;ES;VILA VELHA
03 Lojas em Toledo;20130322120008;31/08/2013;31/08/2013;31/08/2014;EXPIRADO;BRASIL;Ferragens e Materiais para Construção;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;TODOS OS SEGMENTOS DE MERCADO;30;;;;NÃO INFORMADO;FUMACOL FERRAGENS E MATERIAIS DE CONSTRUCAO LTDA;81.562.084/0001-59;FARE REPRESENTAÇÃO E COMUNICAÇÃO LTDA;25046;06.151.656/0001-91;PR;TOLEDO
05 SEGUNDOS PARA MUDAR O BRASIL;20130286140008;06/08/2013;16/08/2013;06/08/2014;EXPIRADO;;POLÍTICA;COMUM;5;20130286140012|20130286140020|20130286140039|20130286140047|20130286140055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;CONSTELAÇÃO FILMES LTDA;PAULO CEZAR DE OLIVEIRA;;NÃO INFORMADO;INSTITUTO ATUAÇÃO;14.919.095/0001-56;CONSTELAÇÃO FILMES LTDA;3200;05.758.725/0001-67;PR;CURITIBA
1 Ano;20130279590001;01/08/2013;01/08/2013;01/08/2014;EXPIRADO;;serviço odontologico;COMUM;2;20130279590016|20130279590024;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;ROCKET VIDEO E FILMES LTDA - ME;EUDON JORGE DA CRUZ NETO;E MAIS COMUNICACAO LTDA - ME;11.392.740/0001-37;ODONTOLOGIA CUIABÁ LTDA;12.847.985/0001-74;ROCKET VIDEO E FILMES LTDA - ME;18228;10.858.095/0001-32;MT;CUIABA
