TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Ballet""";20160046720000;15/02/2016;15/02/2016;15/02/2017;EXPIRADO;;Institucional;COMUM;5;20160046720014|20160046720022|20160046720030|20160046720049|20160046720057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;ASSOCIACAO DOS DIRIGENTES DE VENDAS E MARKETING DE SC;78.531.969/0001-86;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Pneu""";20160063800008;29/02/2016;29/02/2016;28/02/2017;EXPIRADO;;Institucional;COMUM;5;20160063800012|20160063800020|20160063800039|20160063800047|20160063800055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;MONA PNEUS EIRELI - EPP;17.253.723/0001-03;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Verão CDA 3""";20160057500006;23/02/2016;23/02/2016;23/02/2017;EXPIRADO;;Institucional;COMUM;5;20160057500010|20160057500029|20160057500037|20160057500045|20160057500053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Video Clip - Sacanight""";20160056500002;22/02/2016;22/02/2016;22/02/2017;EXPIRADO;;Clip de Banda;COMUM;3;20160056500017|20160056500025|20160056500033;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);195;PC PEREIRA DA SILVA - ITOP CINE VIDEO;RENATO PIMENTEL DA ROCHA;;NÃO INFORMADO;NEIDE PIMENTEL DA ROCHA;01.138.532/0001-52;PC PEREIRA DA SILVA - ITOP CINE VIDEO;17664;12.194.771/0001-46;ES;VITORIA
"""Vinheta 01 - CC""";20160033710000;01/02/2016;01/02/2016;01/02/2017;EXPIRADO;;Institucional;COMUM;5;20160033710015|20160033710023|20160033710031|20160033710040|20160033710058;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);5;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0014-23;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
03 A 07 FEV;20160035740004;02/02/2016;02/02/2016;02/02/2017;EXPIRADO;;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;MAURICIO LANDINI-EPP;14.601.097/0001-00;SUPERMERCADO VERAN LTDA.;58.767.252/0001-20;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
05 A 07 FEV 16 IMP;20160035970000;02/02/2016;02/02/2016;02/02/2017;EXPIRADO;;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;MAURICIO LANDINI-EPP;14.601.097/0001-00;SUPERMERCADO VERAN LTDA.;58.767.252/0001-20;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
07 A 08 DE FEV CARNAV V1;20160037230003;03/02/2016;03/02/2016;03/02/2017;EXPIRADO;;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;MAURICIO LANDINI-EPP;14.601.097/0001-00;SUPERMERCADO VERAN LTDA.;58.767.252/0001-20;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
10 A 14 FEV 16;20160035860000;02/02/2016;02/02/2016;02/02/2017;EXPIRADO;;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;MAURICIO LANDINI-EPP;14.601.097/0001-00;SUPERMERCADO VERAN LTDA.;58.767.252/0001-20;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
10 ANOS - 10 MILHÕES DE DOAÇÃO;20150626010008;03/12/2015;01/02/2016;03/12/2016;EXPIRADO;;VIDEOCASE;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;SALAS DE EXIBIÇÃO;84;SILVIA DIAS DE OLIVEIRA ***********;DANIEL DE LIMA VELOSO;LAPIS RARO AGENCIA DE COMUNICACAO LTDA;22.444.012/0001-48;LAPIS RARO AGENCIA DE COMUNICACAO LTDA;22.444.012/0001-48;SILVIA DIAS DE OLIVEIRA ***********;28233;17.850.705/0001-09;MG;BELO HORIZONTE
10 ANOS CARA DE CRIANCA;20160034480009;01/02/2016;01/02/2016;01/02/2017;EXPIRADO;;LOJA DE VESTUARIO/BOUTIQUE;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;L L CARDOSO & CIA LTDA-ME;LUZINAN LOPES CARDOSO;E M S CARDOSO PUBLICIDADES - ME;07.384.067/0001-16;CARA DE CRIANCA COMERCIO DE ROUPAS LTDA - ME;05.925.724/0001-60;L L CARDOSO & CIA LTDA;17994;11.212.152/0001-74;TO;ARAGUAINA
11a FESTA DA MELANCIA;20160061560000;26/02/2016;26/02/2016;26/02/2017;EXPIRADO;;VT COMERCIAL;COMUM;5;20160061560014|20160061560022|20160061560030|20160061560049|20160061560057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;QUEVEDO, SILVA E SANDER LTDA;CATIA PESTANO QUEVEDO;;NÃO INFORMADO;PREFEITURA MUNICIPAL CAPÃO DO LEÃO;87.691.507/0001-17;QUEVEDO, SILVA E SANDER LTDA;3039;05.383.599/0001-03;RS;PELOTAS
12 A 14 FEV 16 IMP;20160035980005;02/02/2016;02/02/2016;02/02/2017;EXPIRADO;;SUPERMERCADO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;MAURICIO LANDINI-EPP;14.601.097/0001-00;SUPERMERCADO VERAN LTDA.;58.767.252/0001-20;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
120 anos A;20160027840003;26/01/2016;05/02/2016;26/01/2017;EXPIRADO;;Institucional;COMUM;5;20160027840018|20160027840026|20160027840034|20160027840042|20160027840050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;SAIGON FILMES LTDA;FELIPE QUILICI VELLASCO;GREY PUBLICIDADE DO BRASIL LTDA;01.621.063/0004-70;SUL AMERICA COMPANHIA DE SEGURO SAUDE;01.685.053/0013-90;SAIGON FILMES LTDA;28030;20.975.417/0001-87;SP;SAO PAULO
120 anos A;20160027840003;26/01/2016;05/02/2016;26/01/2017;EXPIRADO;;Institucional;COMUM;5;20160027840018|20160027840026|20160027840034|20160027840042|20160027840050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;SAIGON FILMES LTDA;RAFAELA RIBEIRO DE CARVALHO;GREY PUBLICIDADE DO BRASIL LTDA;01.621.063/0004-70;SUL AMERICA COMPANHIA DE SEGURO SAUDE;01.685.053/0013-90;SAIGON FILMES LTDA;28030;20.975.417/0001-87;SP;SAO PAULO
13 Horas: Os Soldados Secretos de Benghazi estreia;20160022450002;21/01/2016;01/02/2016;21/01/2017;EXPIRADO;;13 Horas: Os Soldados Secretos de Benghazi;COMUM;2;20160022450017|20160022450025;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);MANUEL PONTUAL DE ARRUDA FALCAO;;NÃO INFORMADO;TELECINE PROGRAMACAO DE FILMES LTDA;00.252.848/0001-08;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);50;00.811.990/0001-48;RJ;RIO DE JANEIRO
140 ANOS DA IMIGRAÇÃO ITALIANA;20160047670006;15/02/2016;26/02/2016;15/02/2017;EXPIRADO;;VT COMEMORATIVO 140 ANOS DA IMIGRAÇÃO ITALIANA;COMUM;5;20160047670010|20160047670029|20160047670037|20160047670045|20160047670053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;RBS PARTICIPACOES S A;DARIANO BRAMATTI;;NÃO INFORMADO;RBS PARTICIPACOES S A;68.737.857/0001-22;RBS PARTICIPACOES S A;14567;68.737.857/0001-22;RS;PORTO ALEGRE
