TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
08 Vórtex agosto;20210270320000;17/08/2021;17/08/2021;17/08/2022;EXPIRADO;;Institucional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;THIAGO DOS SANTOS GOULART - ME;THIAGO DOS SANTOS GOULART;;NÃO INFORMADO;VORTEX EMPREENDIMENTOS IMOBILIARIOS LTDA;13.620.491/0001-15;THIAGO DOS SANTOS GOULART - ME;34079;24.616.069/0001-02;RS;URUGUAIANA
1 milhao de CPFS;20210269870000;17/08/2021;18/08/2021;17/08/2022;EXPIRADO;;Institucional;COMUM;2;20210269870016|20210269870024;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;45;MOSAICO FILMES LTDA;PAULO MURILO ABREU FONSECA;AFRICA DDB BRASIL PUBLICIDADE LTDA.;60.741.303/0001-97;ITAUSA S.A;61.532.644/0001-15;MOSAICO FILMES LTDA;21223;14.592.038/0001-05;SP;SAO PAULO
10 ANOS;20210264000008;12/08/2021;12/08/2021;12/08/2022;EXPIRADO;;MOVEIS;COMUM;5;20210264000013|20210264000021|20210264000030|20210264000048|20210264000056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;VIDA PROPAGANDA CRIACAO E PRODUCAO DE CONTEUDO LTDA - EPP;MILTON DE OLIVEIRA JUNIOR;VIDA PROPAGANDA CRIACAO E PRODUCAO DE CONTEUDO LTDA - EPP;12.951.177/0001-52;VITRINE MOVEIS PLANEJADOS RIO PRETO LTDA;37.490.888/0001-06;VIDA PROPAGANDA CRIACAO E PRODUCAO DE CONTEUDO LTDA;21411;12.951.177/0001-52;SP;ITAPETININGA
10 ANOS;20210279320003;25/08/2021;25/08/2021;25/08/2022;EXPIRADO;;SAÚDE;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;RED COMUNICACAO LTDA;JAMILE ARAUJO DANTAS;RED COMUNICACAO LTDA;18.210.704/0001-54;PROMED INVESTIMENTOS EIRELI;13.762.732/0001-60;RED COMUNICACAO LTDA;27033;18.210.704/0001-54;AP;MACAPA
120ANOSMATRICULASABERTAS;20210265490009;13/08/2021;13/08/2021;13/08/2022;EXPIRADO;;INSTITUIÇÃO DE ENSINO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;WAGNER ANTONIO ALVES ***********;WAGNER ANTONIO ALVES;;NÃO INFORMADO;SOCIEDADE PARANAENSE DIVINA PROVIDENCIA;76.565.183/0002-35;WAGNER ANTONIO ALVES ***********;46527;30.272.997/0001-08;SC;LAGES
15 FRIGOLDEN CARNES NOBRES;20210273430001;19/08/2021;19/08/2021;19/08/2022;EXPIRADO;BRASIL;VT;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;;;;NÃO INFORMADO;PRESTIGE DISTRIBUIDORA DE ALIMENTOS;35.772.542/0001-67;PRISCILA KUNINARI ***********;46116;24.763.710/0001-31;PR;UMUARAMA
15 FRIGOLDEN CHURRASQUITA;20210273420006;19/08/2021;19/08/2021;19/08/2022;EXPIRADO;BRASIL;VT;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;;;;NÃO INFORMADO;PRESTIGE DISTRIBUIDORA DE ALIMENTOS;35.772.542/0001-67;PRISCILA KUNINARI ***********;46116;24.763.710/0001-31;PR;UMUARAMA
15 anos max rede;20210270400004;17/08/2021;17/08/2021;17/08/2022;EXPIRADO;BRASIL;Alimentos em geral;COMUM;5;20210270400010|20210270400028|20210270400036|20210270400044|20210270400052;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;;;IDEIA- PRODUÇÕES E EVENTOS LTDA;23.706.711/0001-81;ASSOCIACAO MAX-REDE;07.908.416/0001-51;RAFAEL M DA SILVA EVENTOS;41377;26.656.545/0001-44;CE;FORTALEZA
15S_A_GENTE_SE_COMPLETA_JUA;20210274540005;20/08/2021;21/08/2021;20/08/2022;EXPIRADO;;PRODUTOS DE LIMPEZA;COMUM;5;20210274540010|20210274540029|20210274540037|20210274540045|20210274540053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;JAYAN DUARTE TEIXEIRA;JAYAN DUARTE TEIXEIRA;JAYAN DUARTE TEIXEIRA;20.611.123/0001-76;SABÃO JUÁ INDUSTRIA E COMERCIO LTDA;04.770.484/0001-09;JAYAN DUARTE TEIXEIRA;44342;20.611.123/0001-76;CE;JUAZEIRO DO NORTE
1o Forum CNN Economia;20210259400001;09/08/2021;10/08/2021;09/08/2022;EXPIRADO;;Evento;COMUM;5;20210259400017|20210259400025|20210259400033|20210259400041|20210259400050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);60;OFICINA PRODUCOES CINEMATOGRAFICAS LTDA;CASSIANO ZUPPO;;NÃO INFORMADO;NOVUS MIDIA S.A.;32.161.939/0001-24;OFICINA PRODUCOES CINEMATOGRAFICAS LTDA;1387;04.077.508/0001-49;SP;SAO PAULO
1o Forum CNN Economia;20210259430008;09/08/2021;31/08/2021;09/08/2022;EXPIRADO;;Evento;COMUM;5;20210259430013|20210259430021|20210259430030|20210259430048|20210259430056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;OFICINA PRODUCOES CINEMATOGRAFICAS LTDA;CASSIANO ZUPPO;;NÃO INFORMADO;NOVUS MIDIA S.A.;32.161.939/0001-24;OFICINA PRODUCOES CINEMATOGRAFICAS LTDA;1387;04.077.508/0001-49;SP;SAO PAULO
1o Forum CNN Economia;20210259480005;09/08/2021;31/08/2021;09/08/2022;EXPIRADO;;Evento;COMUM;10;20210259480010|20210259480029|20210259480037|20210259480045|20210259480053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;OFICINA PRODUCOES CINEMATOGRAFICAS LTDA;CASSIANO ZUPPO;;NÃO INFORMADO;NOVUS MIDIA S.A.;32.161.939/0001-24;OFICINA PRODUCOES CINEMATOGRAFICAS LTDA;1387;04.077.508/0001-49;SP;SAO PAULO
201 ANOS SACRAMENTO;20210272520007;19/08/2021;19/08/2021;19/08/2022;EXPIRADO;BRASIL;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;TODOS OS SEGMENTOS DE MERCADO;5;;;LIGRE PROPAGANDA LTDA - ME;08.600.564/0001-77;PREFEITURA MUNICIPAL DE SACRAMENTO;18.140.764/0001-48;UNIQ FILMES AUDIOVISUAL EIRELI;40979;38.529.921/0001-19;MG;UBERABA
2021 GUARA 2;20210271940002;18/08/2021;31/08/2021;18/08/2022;EXPIRADO;;IMOBILIARIO;TELEVENDA / INFOMERCIAL;5;20210271940018|20210271940026|20210271940034|20210271940042|20210271940050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;MAKEBOOM PRODUÇÕES LTDA;PAULO GERMANO DE OLIVEIRA RIBEIRO;BRANDBOOM COMUNICACAO LTDA - ME;10.481.423/0001-24;ALPHAVILLE GUARAJUBA;21.769.497/0002-68;MAKEBOOM PRODUÇÕES LTDA;45014;23.306.241/0001-69;BA;SALVADOR
2021 MOB;20210161290003;24/05/2021;20/08/2021;24/05/2022;EXPIRADO;;INTERNET E TELEFONIA;COMUM;50;20210161290019|20210161290027|20210161290035|20210161290043|20210161290051|20210161290060|20210161290078|20210161290086|20210161290094|20210161290108|20210161290116|20210161290124|20210161290132|20210161290140|20210161290159|20210161290167|20210161290175|20210161290183|20210161290191|20210161290205|20210161290213|20210161290221|20210161290230|20210161290248|20210161290256|20210161290264|20210161290272|20210161290280|20210161290299|20210161290302|20210161290310|20210161290329|20210161290337|20210161290345|20210161290353|20210161290361|20210161290370|20210161290388|20210161290396|20210161290400|20210161290418|20210161290426|20210161290434|20210161290442|20210161290450|20210161290469|20210161290477|20210161290485|20210161290493|20210161290507;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;CINEBOUTIQUE CAMERA LUZES RENTAL LTDA;EDNEI DE SOUZA MARTINS;;NÃO INFORMADO;MOB SERVICOS DE TELECOMUNICACOES LTDA;07.870.094/0001-07;CINEBOUTIQUE CAMERA LUZES RENTAL LTDA;23766;13.878.620/0001-70;CE;FORTALEZA
2021 OFERTAS 0109;20210286830003;30/08/2021;30/08/2021;30/08/2022;EXPIRADO;;Ofertas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;SELFLESS PRODUTORA LTDA;JOAO PAULO STRAPAZZON BOBIKA;FLORENCA COMUNICACAO LTDA;21.707.107/0001-44;ÍTALO SUPERMERCADOS;04.768.477/0002-53;SELFLESS PRODUTORA LTDA;44748;24.153.353/0001-90;PR;FRANCISCO BELTRAO
2021 OFERTAS 0209;20210289380009;31/08/2021;31/08/2021;31/08/2022;EXPIRADO;;Ofertas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;SELFLESS PRODUTORA LTDA;JOAO PAULO STRAPAZZON BOBIKA;FLORENCA COMUNICACAO LTDA;21.707.107/0001-44;ÍTALO SUPERMERCADOS;04.768.477/0002-53;SELFLESS PRODUTORA LTDA;44748;24.153.353/0001-90;PR;FRANCISCO BELTRAO
