TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
""" NATURA CHRONOS SUPERCONCENTRADOS""";20160418660003;19/10/2016;07/11/2016;19/10/2017;EXPIRADO;;CHRONOS;COMUM;5;20160418660018|20160418660026|20160418660034|20160418660042|20160418660050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;CORAZON PRODUCOES AUDIOVISUAIS LTDA;ISABEL ALVES RIBEIRO;SALVE AGENCIA INTERATIVA LTDA. - EPP;09.511.876/0001-77;NATURA COSMETICOS S/A;71.673.990/0001-77;CORAZON PRODUCOES AUDIOVISUAIS LTDA;33421;24.874.777/0001-43;SP;SAO PAULO
"""2017"" PARCELAS";20160467700005;21/11/2016;21/11/2016;21/11/2017;EXPIRADO;;VEÍCULOS;COMUM;5;20160467700010|20160467700028|20160467700036|20160467700044|20160467700052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;STUDIO 20 PRODUÇÕES LTDA;WELLINGTON ZUCCO WEBER;NEOVOX COMUNICACAO EIRELI;72.116.965/0001-55;LE MONDE COMERCIO DE VEICULOS LTDA;04.429.608/0001-97;STUDIO 20 PRODUÇÕES LTDA;3089;05.705.605/0001-00;SC;BLUMENAU
"""ARIEL CONCENTRADO""";20160413670000;14/10/2016;07/11/2016;14/10/2017;EXPIRADO;;ARIEL;COMUM;5;20160413670015|20160413670023|20160413670031|20160413670040|20160413670058;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;CORAZON PRODUCOES AUDIOVISUAIS LTDA;MARIO UBIRAJARA RUGGIERI BALAZS;PUBLICIS BRASIL COMUNICACAO LTDA;74.561.580/0001-22;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA;01.358.874/0012-30;CORAZON PRODUCOES AUDIOVISUAIS LTDA;33421;24.874.777/0001-43;SP;SAO PAULO
"""FIS 2016""";20160447000008;07/11/2016;07/11/2016;07/11/2017;EXPIRADO;;Institucional;COMUM;5;20160447000012|20160447000020|20160447000039|20160447000047|20160447000055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;REEMIX MULTI SOLUCOES LTDA - ME;18.356.538/0001-07;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Mega Feirão Iluminação""";20160439530001;03/11/2016;03/11/2016;03/11/2017;EXPIRADO;;Institucional;COMUM;10;20160439530016|20160439530024|20160439530032|20160439530040|20160439530059|20160439530067|20160439530075|20160439530083|20160439530091|20160439530105;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;SANTA RITA - COMERCIO E INSTALACOES LTDA.;86.365.350/0001-77;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Natal 2016""";20160480690000;30/11/2016;30/11/2016;30/11/2017;EXPIRADO;;Institucional;COMUM;5;20160480690014|20160480690022|20160480690030|20160480690049|20160480690057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Vinheta Natal Koerich""";20160438320003;01/11/2016;01/11/2016;01/11/2017;EXPIRADO;;Institucional;COMUM;5;20160438320018|20160438320026|20160438320034|20160438320042|20160438320050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);5;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;EUGENIO RAULINO KOERICH SA COMERCIO E INDUSTRIA;86.184.074/0018-99;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
#EUTRANSFORMO NOTRE DAME;20160417170002;19/10/2016;03/11/2016;19/10/2017;EXPIRADO;;EDUCACAO;COMUM;5;20160417170017|20160417170025|20160417170033|20160417170041|20160417170050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;A.F.W PRODUÇOES LTDA;FABIO COVATTI;;NÃO INFORMADO;CONGREGACAO DE NOSSA SENHORA;92.017.516/0013-09;A.F.W PRODUÇOES LTDA;22842;10.995.556/0001-19;RS;PASSO FUNDO
#EUTRANSFORMO NOTRE DAME;20160417160007;19/10/2016;03/11/2016;19/10/2017;EXPIRADO;;EDUCACAO;COMUM;5;20160417160011|20160417160020|20160417160038|20160417160046|20160417160054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;A.F.W PRODUÇOES LTDA;FABIO COVATTI;;NÃO INFORMADO;CONGREGACAO DE NOSSA SENHORA;92.017.516/0007-52;A.F.W PRODUÇOES LTDA;22842;10.995.556/0001-19;RS;PASSO FUNDO
05552207000192;20160481780002;30/11/2016;30/11/2016;30/11/2017;EXPIRADO;;Produtos esportivos;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;M T GARRUTH STUDIO;MARCELO TEIXEIRA GARRUTH;C. C. DE SOUZA - ME;05.261.090/0001-98;FARDIN ESPORTES LTDA - ME;05.552.207/0001-92;M T GARRUTH STUDIO;20570;12.476.637/0001-38;ES;CACHOEIRO DE ITAPEMIRIM
100 Anos;20160443530002;04/11/2016;04/11/2016;04/11/2017;EXPIRADO;;saúde;COMUM;8;20160443530017|20160443530025|20160443530033|20160443530041|20160443530050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;INTERVALO PRODUTORA DE VIDEOS LTDA ME;ALESSANDRA RIGO NICOLOSO;;NÃO INFORMADO;ASSOCIACAO BENEFICENTE EVANGELICA DE JOINVILLE;84.694.405/0001-67;INTERVALO PRODUTORA DE VIDEOS LTDA ME;17667;08.457.432/0001-38;SC;JOINVILLE
1015;20160479350004;29/11/2016;29/11/2016;29/11/2017;EXPIRADO;;vt;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;TR TELOES VIDEO PRODUÇOES LTDA ME;ADENILSON ALBUQUERQUE;;NÃO INFORMADO;TR TELOES VIDEO PRODUÇOES LTDA ME;02.431.677/0001-00;TR TELOES VIDEO PRODUÇOES LTDA ME;15666;02.431.677/0001-00;SC;CRICIUMA
120 anos;20160482280003;30/11/2016;30/11/2016;30/11/2017;EXPIRADO;;institucional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;MARIO HENRIQUE LISBOA POMPEU;MARIO HENRIQUE LISBOA POMPEU;;NÃO INFORMADO;MUNICIPIO DE SERTAOZINHO;45.371.820/0001-28;MARIO HENRIQUE LISBOA POMPEU;24906;15.120.661/0001-28;SP;RIBEIRAO PRETO
13º salário Fortmotos;20160457670006;14/11/2016;14/11/2016;14/11/2017;EXPIRADO;;MOTOCICLETAS;COMUM;50;20160457670010|20160457670029|20160457670037|20160457670045|20160457670053|20160457670061|20160457670070|20160457670088|20160457670096|20160457670100|20160457670118|20160457670126|20160457670134|20160457670142|20160457670150|20160457670169|20160457670177|20160457670185|20160457670193|20160457670207|20160457670215|20160457670223|20160457670231|20160457670240|20160457670258|20160457670266|20160457670274|20160457670282|20160457670290|20160457670304|20160457670312|20160457670320|20160457670339|20160457670347|20160457670355|20160457670363|20160457670371|20160457670380|20160457670398|20160457670401|20160457670410|20160457670428|20160457670436|20160457670444|20160457670452|20160457670460|20160457670479|20160457670487|20160457670495|20160457670509;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;ANDRE LUIS TAVARES RODRIGUES;ANTENOR CARVALHO COSTA;;NÃO INFORMADO;FORT MOTOS LTDA;02.950.028/0001-15;ANDRE LUIS TAVARES RODRIGUES;20567;12.193.431/0001-09;CE;FORTALEZA
16 anos;20160458570005;16/11/2016;16/11/2016;16/11/2017;EXPIRADO;;CONCESSIONÁRIA DE MOTOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;FRANCISLEIA DE MELO RODRIGUES FERREIRA FRANCO ME;LYANNA PEIXOTO SILVA;ANDRE FERREIRA FRANCO - EPP;00.829.557/0001-30;ARAMOTO - ARAGUARI MOTOS LTDA;03.971.466/0001-22;FRANCISLEIA DE MELO RODRIGUES FERREIRA FRANCO ME;4170;07.378.735/0001-00;MG;ARAGUARI
