TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""SORT 03 MAR 13""";20130046800003;20/02/2013;20/02/2013;20/02/2014;EXPIRADO;;TRIMANIA;COMUM;4;20130046800018|20130046800026|20130046800034|20130046800042;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;DIEGO RODRIGO DO NASCIMENTO;VOÜK PUBLICIDADE LTDA.;08.843.796/0001-56;FEDERACAO CATARINENSE DE BASKETBALL;00.604.100/0001-27;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;18858;13.368.012/0001-15;SC;JOINVILLE
"""SORT 17 FEV 13""";20130033620001;06/02/2013;06/02/2013;06/02/2014;EXPIRADO;;TRIMANIA;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;DIEGO RODRIGO DO NASCIMENTO;VOÜK PUBLICIDADE LTDA.;08.843.796/0001-56;FEDERACAO CATARINENSE DE BASKETBALL;00.604.100/0001-27;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;18858;13.368.012/0001-15;SC;JOINVILLE
100% GINCO;20130045500006;20/02/2013;20/02/2013;20/02/2014;EXPIRADO;;IMÓVEIS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;G. GUEDES DE SOUZA & CIA LTDA ME;GILBERTO GUEDES DE SOUZA;CASA D´IDÉIAS MARKETING E PROPAGANDA LTDA;86.739.547/0001-29;GINCOVGD ALFA INCORPORACOES LTDA;14.065.741/0001-65;G. GUEDES DE SOUZA & CIA LTDA ME;3458;06.927.445/0001-06;MT;CUIABA
100% colchões b;20130036320009;08/02/2013;08/02/2013;08/02/2014;EXPIRADO;;colchões;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;ROMULO SEIXAS ALIENDE PRODUÇÕES ME - BAIXADA;GABRIELA ALIENDE CRUZ DE MELO;;NÃO INFORMADO;LEONEL FILIETAZ JUNIOR - ME;00.684.396/0001-33;ROMULO SEIXAS ALIENDE PRODUÇÕES ME - BAIXADA;20536;14.280.951/0001-76;SP;ITAPETININGA
10x Março;20130058700009;28/02/2013;28/02/2013;28/02/2014;EXPIRADO;;Ofertas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PRÓ-VT PRODUÇÕES LTDA;TIAGO HENRIQUE PAIVA DE OLIVEIRA;MARCA PUBLICIDADE S/S LTDA. - ME;06.194.256/0001-63;HOUSE MOVEIS E DECORACOES LTDA - EPP;02.351.576/0001-29;PRÓ-VT PRODUÇÕES LTDA;1718;05.136.552/0001-45;PR;MARINGA
110 ANOS;20130049310007;22/02/2013;22/02/2013;22/02/2014;EXPIRADO;;GOVERNO MUNICIPAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;DV - PRODUTORA E COMERCIO LTDA - EPP;ALEXANDRE VINICIUS ESTEVANATO;PREVIEW PESQUISA, MARKETING E PUBLICIDADE S/S LTDA.;01.659.171/0001-90;MUNICIPIO DA ESTANCIA TURISTICA DE OLIMPIA;46.596.151/0001-55;DV - PRODUTORA E COMERCIO LTDA - EPP;145;04.655.472/0001-33;SP;SAO JOSE DO RIO PRETO
12ª Expofesta Regional da Melância;20130057670009;28/02/2013;28/02/2013;28/02/2014;EXPIRADO;;12ª Expofesta Regional da Melância;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;STARTSTUDIO LTDA;FABIO MENDES SOARES;;NÃO INFORMADO;MUNICIPIO DE PEDRO OSORIO;88.859.962/0001-41;STARTSTUDIO LTDA;17283;10.493.554/0001-21;RS;PELOTAS
15 ABC Março;20130049770008;22/02/2013;22/02/2013;22/02/2014;EXPIRADO;;supermercado;COMUM;24;20130049770012|20130049770020|20130049770039|20130049770047|20130049770055|20130049770063|20130049770071|20130049770080|20130049770098|20130049770101|20130049770110|20130049770128|20130049770136|20130049770144|20130049770152|20130049770160|20130049770179|20130049770187|20130049770195|20130049770209|20130049770217|20130049770225|20130049770233|20130049770241;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;INTEGRACAO PARTICIPACOES LTDA;FABRICIO GONCALVES SASSIOTO;SOLUTION COMUNICACAO LTDA;01.882.994/0001-80;ADICAO DISTRIBUICAO EXPRESS LTDA;04.149.637/0012-58;INTEGRACAO PARTICIPACOES LTDA;3331;07.209.449/0001-03;MG;UBERLANDIA
15 ABC Pascoa;20130048460005;21/02/2013;21/02/2013;21/02/2014;EXPIRADO;;Varejo;COMUM;10;20130048460010|20130048460028|20130048460036|20130048460044|20130048460052|20130048460060|20130048460079|20130048460087|20130048460095|20130048460109;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;JUMBO PRODUTORA LTDA;ELIAS KFOURY M DIAS;SOLUTION COMUNICACAO LTDA;01.882.994/0001-80;ADICAO DISTRIBUICAO EXPRESS LTDA;04.149.637/0012-58;JUMBO PRODUTORA LTDA;21400;10.412.509/0001-03;MG;BELO HORIZONTE
18º Rodeio;20130051400000;25/02/2013;25/02/2013;25/02/2014;EXPIRADO;;Evento Tradicionalista;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PVR RAMOS & CIA LTDA;PAULO RICARDO VASQUES RAMOS;;NÃO INFORMADO;CENTRO DE TRADICOES GAUCHAS CAMPO DOS BUGRES;91.106.484/0001-03;PVR RAMOS & CIA LTDA;4692;72.162.134/0001-10;RS;CAXIAS DO SUL
