TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
+Milio 2023 Castelo;20230053710005;23/02/2023;24/02/2023;23/02/2024;EXPIRADO;;LOTERIAS;COMUM;5;20230053710010|20230053710029|20230053710037|20230053710045|20230053710053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;ILHA CROSSMIDIA LTDA;JOAO AMERICO FONSECA DE OLIVEIRA;PROPEG COMUNICACAO S/A;05.428.409/0003-99;CAIXA ECONOMICA FEDERAL;00.360.305/0002-95;ILHA CROSSMIDIA LTDA;37872;27.373.295/0001-06;SP;RIBEIRAO PRETO
01 ROGÉRIO REIS;20230045510000;14/02/2023;14/02/2023;14/02/2024;EXPIRADO;;Comercial;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;VITORIA SIMOES IGNACIO ***********;VITORIA SIMOES IGNACIO;VITORIA SIMOES IGNACIO ***********;35.584.355/0001-50;ROGERIO DOS REIS DA SILVA;PESSOA FÍSICA;VITORIA SIMOES IGNACIO ***********;47548;35.584.355/0001-50;RS;URUGUAIANA
05.427.772/0001-28;20230059460000;28/02/2023;28/02/2023;29/02/2024;EXPIRADO;;Assembleia;COMUM;3;20230059460016|20230059460024|20230059460032;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);45;M T GARRUTH STUDIO;MARCELO TEIXEIRA GARRUTH;;NÃO INFORMADO;COOPE SERRANA - COOPERATIVA DE TRANSPORTE SUL SERRANA CAPIXABA;05.427.772/0001-28;M T GARRUTH STUDIO;20570;12.476.637/0001-38;ES;CACHOEIRO DE ITAPEMIRIM
11 CORRIDA DA MULHER;20230041420007;09/02/2023;09/02/2023;09/02/2024;EXPIRADO;;ENTRETERIMENTO;COMUM;2;20230041420012|20230041420020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;G V P PRODUCOES E EVENTOS LTDA;ANDRE FONTANA MACHADO;MARCO ANTONIO FREIRE;04.276.794/0001-71;MARCO ANTONIO FREIRE;04.276.794/0001-71;G V P PRODUCOES E EVENTOS LTDA;47571;39.991.876/0001-82;PR;FOZ DO IGUACU
11 Queima iniciou;20230048530002;16/02/2023;16/02/2023;16/02/2024;EXPIRADO;;cama, mesa e banho;COMUM;5;20230048530018|20230048530026|20230048530034|20230048530042|20230048530050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;CHRISTIAN CAMPONOGARA VIERA;EDISON ROBERTO COSTA VIERA;;NÃO INFORMADO;LOJAS P & S LTDA;90.072.059/0001-88;CHRISTIAN CAMPONOGARA VIERA;17875;08.626.778/0001-12;RS;URUGUAIANA
11 Queima iniciou;20230048530002;16/02/2023;16/02/2023;16/02/2024;EXPIRADO;;cama, mesa e banho;COMUM;5;20230048530018|20230048530026|20230048530034|20230048530042|20230048530050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;EDISON ROBERTO COSTA VIERA;EDISON ROBERTO COSTA VIERA;;NÃO INFORMADO;LOJAS P & S LTDA;90.072.059/0001-88;CHRISTIAN CAMPONOGARA VIERA;17875;08.626.778/0001-12;RS;URUGUAIANA
12X STA INES FEV;20230048910000;16/02/2023;16/02/2023;16/02/2024;EXPIRADO;;MOVEIS E ELETRODOMESTICOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;L L CARDOSO & CIA LTDA-ME;LUZINAN LOPES CARDOSO;E M S CARDOSO PUBLICIDADES - ME;07.384.067/0001-16;NOSSO LAR LOJAS DE DEPARTAMENTOS LTDA;00.607.587/0021-45;L L CARDOSO & CIA LTDA;17994;11.212.152/0001-74;TO;ARAGUAINA
14 MOSTRA 2023;20230038160008;07/02/2023;18/02/2023;07/02/2024;EXPIRADO;;INSTITUCIONAL;COMUM;5;20230038160013|20230038160021|20230038160030|20230038160048|20230038160056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;LEANDRO LIMA LOPES SERVICOS - ME;LEANDRO LIMA LOPES;BIG BRAIN COMUNICACAO LTDA;09.474.688/0001-16;GALERIA CINEX 03;44.006.058/0003-80;LEANDRO LIMA LOPES SERVICOS - ME;30643;22.844.031/0001-61;GO;GOIANIA
15ZENA DE OFERTAS;20230060010005;28/02/2023;28/02/2023;29/02/2024;EXPIRADO;;VAREJO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;CR3 COMUNICAÇÃO ESTRATÉGICA EIRELI - ME;JOSE JOCIMARIO REGES CORDEIRO;;NÃO INFORMADO;JOSE JOCIMARIO REGES CORDEIRO;PESSOA FÍSICA;CR3 COMUNICAÇÃO ESTRATÉGICA EIRELI - ME;39655;18.221.087/0001-92;MA;CAXIAS
15ª Feprocol;20230035100004;03/02/2023;03/02/2023;03/02/2024;EXPIRADO;;Campanha;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;CATERINE HOLZ KROLOW ***********;CARLOS EDUARDO DA ROSA SILVA;;NÃO INFORMADO;PREFEITURA DE NOVA PADUA;92.871.532/0001-12;CATERINE HOLZ KROLOW ***********;36113;14.468.528/0001-02;RS;BAGE
