TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Festival de Primavera 2015""";20150506420004;24/09/2015;24/09/2015;24/09/2016;EXPIRADO;;Institucional;COMUM;5;20150506420019|20150506420027|20150506420035|20150506420043|20150506420051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Festival de Primavera""";20150499880009;21/09/2015;21/09/2015;21/09/2016;EXPIRADO;;Institucional;COMUM;5;20150499880013|20150499880021|20150499880030|20150499880048|20150499880056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Infantil CC 2""";20150483800000;10/09/2015;10/09/2015;10/09/2016;EXPIRADO;;Institucional;COMUM;5;20150483800015|20150483800023|20150483800031|20150483800040|20150483800058;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);120;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0014-23;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Infantil CC 2015""";20150477780001;04/09/2015;04/09/2015;04/09/2016;EXPIRADO;;Institucional;COMUM;5;20150477780016|20150477780024|20150477780032|20150477780040|20150477780059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0014-23;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Infantil CC 2015""";20150483750003;10/09/2015;10/09/2015;10/09/2016;EXPIRADO;;Institucional;COMUM;5;20150483750018|20150483750026|20150483750034|20150483750042|20150483750050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0014-23;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Médio CC 2""";20150483850008;10/09/2015;10/09/2015;10/09/2016;EXPIRADO;;Institucional;COMUM;5;20150483850012|20150483850020|20150483850039|20150483850047|20150483850055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);120;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0014-23;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Médio CC 2015""";20150477790007;04/09/2015;04/09/2015;04/09/2016;EXPIRADO;;Institucional;COMUM;5;20150477790011|20150477790020|20150477790038|20150477790046|20150477790054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0014-23;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Médio CC 2015""";20150483770004;10/09/2015;10/09/2015;10/09/2016;EXPIRADO;;Institucional;COMUM;5;20150483770019|20150483770027|20150483770035|20150483770043|20150483770051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0014-23;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Palestra com Nuno Cobra""";20150499830001;21/09/2015;21/09/2015;21/09/2016;EXPIRADO;;Evento;COMUM;5;20150499830016|20150499830024|20150499830032|20150499830040|20150499830059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MARCCA COMUNICACAO LTDA - EPP;02.879.671/0001-08;ASSEMBLEIA LEGISLATIVA DO ESTADO DE SANTA CATARINA;83.599.191/0001-87;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""Quinzena da Construção""";20150476590004;04/09/2015;04/09/2015;04/09/2016;EXPIRADO;;Materiais de Construção;COMUM;5;20150476590019|20150476590027|20150476590035|20150476590043|20150476590051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;CASAS DA AGUA MATERIAIS PARA CONSTRUCAO LTDA;13.501.187/0001-59;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
