TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
#PARTIU NATAL PONTO DA MODA;20220429140005;05/12/2022;06/12/2022;05/12/2023;EXPIRADO;;MODA;COMUM;3;20220429140010|20220429140029|20220429140037;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;BRUNO NASC KO FONTENELE;BRUNO NASCIMENTO KO FONTENELE;TANQ COMUNICACAO E MARKETING LTDA - ME;14.807.758/0001-40;COMERCIAL XIMENES LTDA;72.286.628/0004-59;BRUNO NASC KO FONTENELE;47717;28.001.002/0001-14;CE;FORTALEZA
01/2022;20220437670000;12/12/2022;12/12/2022;12/12/2023;EXPIRADO;;Comercial;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;VITORIA SIMOES IGNACIO ***********;VITORIA SIMOES IGNACIO;VITORIA SIMOES IGNACIO ***********;35.584.355/0001-50;FORM HOUSE DESIGNER LTDA;28.802.440/0001-81;VITORIA SIMOES IGNACIO ***********;47548;35.584.355/0001-50;RS;URUGUAIANA
02 DE DEZEMBRO;20220428270002;05/12/2022;05/12/2022;05/12/2023;EXPIRADO;;ANIVERSARIO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;ZAP MARKETING E PRODUÇÃO DE VÍDEOS LTDA - ME;THIAGO VINICIUS PEREIRA DE MORAIS;NOROESTE COMUNICACAO LTDA - EPP;00.425.500/0001-75;MUNICIPIO DE ARACATUBA;45.511.847/0001-79;ZAP MARKETING E PRODUÇÃO DE VÍDEOS LTDA - ME;29541;19.322.120/0001-33;SP;SAO JOSE DO RIO PRETO
1 ANO ACELEN;20220426530007;02/12/2022;13/12/2022;02/12/2023;EXPIRADO;;INSTITUCIONAL;COMUM;5;20220426530012|20220426530020|20220426530039|20220426530047|20220426530055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;MALAGUETA FILMES LTDA;GIOVANI MASCARENHAS SILVEIRA LIMA;IDEIA 3 COMUNICACAO & EXPANSAO DE NEGOCIOS LTDA;16.103.988/0001-54;REFINARIA DE MATARIPE S.A.;41.777.706/0001-41;MALAGUETA FILMES LTDA;21231;04.007.887/0001-09;BA;LAURO DE FREITAS
10 ANOS EQUATORIAL PA;20220411310006;23/11/2022;05/12/2022;23/11/2023;EXPIRADO;;INSTITUCIONAL;COMUM;1;20220411310011;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;3D ESTUDIOS LTDA;NELSON CARLOS MENDES;PHOCUS PROPAGANDA E MARKETING LTDA - EPP;03.698.527/0002-00;CENTRAIS ELETRICAS DO PARA S.A. - CELPA;04.895.728/0001-80;3D ESTUDIOS LTDA;2159;83.647.040/0001-57;PA;BELEM
10 anos Solurb;20220441780000;14/12/2022;14/12/2022;14/12/2023;EXPIRADO;;VT COMERCIAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;MORAIS E MORA LTDA;GABRIEL PEREIRA DE MORAIS;;NÃO INFORMADO;C.G SOLURB SOLUCOES AMBIENTAIS SPE LTDA;17.064.901/0001-40;MORAIS E MORA LTDA;41822;28.718.835/0001-09;MS;CAMPO GRANDE
11 DE OUTUBRO;20220437090003;12/12/2022;12/12/2022;12/12/2023;EXPIRADO;;COLÉGIO;COMUM;5;20220437090019|20220437090027|20220437090035|20220437090043|20220437090051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;MICHAEL FERNANDES BANDEIRA ***********;MICHAEL FERNANDES BANDEIRA;;NÃO INFORMADO;CIE CENTRO INTERATIVO DE ENSINO LTDA;06.075.488/0001-00;MICHAEL FERNANDES BANDEIRA ***********;50545;42.880.664/0001-32;PB;CAMPINA GRANDE
2022 INST REC;20220390710000;09/11/2022;24/12/2022;09/11/2023;EXPIRADO;;colchão;TELEVENDA / INFOMERCIAL;5;20220390710016|20220390710024|20220390710032|20220390710040|20220390710059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;MAKEBOOM PRODUÇÕES LTDA;PAULO GERMANO DE OLIVEIRA RIBEIRO;BRANDBOOM COMUNICACAO LTDA - ME;10.481.423/0001-24;RECONFLEX INDUSTRIA E COMERCIO DE COLCHOES LTDA;96.738.240/0001-67;MAKEBOOM PRODUÇÕES LTDA;45014;23.306.241/0001-69;BA;SALVADOR
2022 NATAL;20220434610006;08/12/2022;17/12/2022;08/12/2023;EXPIRADO;;2022 VAREJO;COMUM;5;20220434610011|20220434610020|20220434610038|20220434610046|20220434610054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);60;MADRE MIA FILMES LTDA;SERGIO PEREIRA GLASBERG;FRATERNIDADE COMUNICACAO LTDA.;11.473.842/0001-87;FUNDO DE PROMOÇÃO E PROPAGANDA DO BOULEVARD SHOPPING BH;14.544.801/0001-22;MADRE MIA FILMES LTDA;32319;23.980.273/0001-45;SP;SAO PAULO
2022 NATAL;20220434610006;08/12/2022;17/12/2022;08/12/2023;EXPIRADO;;2022 VAREJO;COMUM;5;20220434610011|20220434610020|20220434610038|20220434610046|20220434610054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);60;MADRE MIA FILMES LTDA;SERGIO PEREIRA GLASBERG;PROPEG COMUNICACAO S/A;05.428.409/0001-27;FUNDO DE PROMOÇÃO E PROPAGANDA DO BOULEVARD SHOPPING BH;14.544.801/0001-22;MADRE MIA FILMES LTDA;32319;23.980.273/0001-45;SP;SAO PAULO
