TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""A vida vence""";20200413910000;05/12/2020;10/12/2020;05/12/2021;EXPIRADO;;COVID-19;COMUM;5;20200413910016|20200413910024|20200413910032|20200413910040|20200413910059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;NOIR FILMES LTDA.;JOAO FLAVIO FLORES DE ARAUJO;FLD S.A.;24.172.716/0001-34;SECRETARIA GERAL;13.235.618/0001-82;NOIR FILMES LTDA.;1904;05.857.012/0001-50;MG;BELO HORIZONTE
"""EU SOU A UNIVERSAL""";20200423930004;11/12/2020;12/12/2020;11/12/2021;EXPIRADO;;filme publicitario;COMUM;5;20200423930010|20200423930028|20200423930036|20200423930044|20200423930052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;GALILEIA FILMES E PRODUCOES LTDA;MARCELO BORGES TRINDADE;;NÃO INFORMADO;IGREJA UNIVERSAL DO REINO DE DEUS;29.744.778/0001-97;GALILEIA FILMES E PRODUCOES LTDA;34649;19.199.149/0001-70;SP;SAO PAULO
"""EU SOU A UNIVERSAL""";20200445180008;28/12/2020;30/12/2020;28/12/2021;EXPIRADO;;filme publicitario;COMUM;5;20200445180013|20200445180021|20200445180030|20200445180048|20200445180056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;GALILEIA FILMES E PRODUCOES LTDA;MARCELO BORGES TRINDADE;;NÃO INFORMADO;IGREJA UNIVERSAL DO REINO DE DEUS;29.744.778/0001-97;GALILEIA FILMES E PRODUCOES LTDA;34649;19.199.149/0001-70;SP;SAO PAULO
"""MANIFESTO""";20200436270008;18/12/2020;29/12/2020;18/12/2021;EXPIRADO;;INSTITUCIONAL;COMUM;5;20200436270013|20200436270021|20200436270030|20200436270048|20200436270056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;THE END EDIÇÃO E POS-PRODUÇÃO LTDA;EDUARDO CLEMENTE IZIQUE DE OLIVEIRA;ID PUBLICIDADE E PROPAGANDA LTDA.;09.091.465/0001-70;INSTITUTO ESTATER SUSTENTABILIDADE;13.029.064/0001-67;THE END EDIÇÃO E POS-PRODUÇÃO LTDA;29429;17.214.052/0001-63;SP;SAO PAULO
"""é muito amor a camisa - doe sangue, salve vidas""";20200442650003;23/12/2020;24/12/2020;23/12/2021;EXPIRADO;;Médico/Hospitalar;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GM MASSIMINO E CIA LTDA;THIAGO GRANJA MASSIMINO;3.AG COMUNICACAO E PUBLICIDADE LTDA;17.325.359/0001-31;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PORTO ALEGRE;92.815.000/0001-68;GM MASSIMINO E CIA LTDA;32696;16.974.575/0001-45;RS;PORTO ALEGRE
01 ortobom domingos;20200421450005;10/12/2020;10/12/2020;10/12/2021;EXPIRADO;;Institucional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;THIAGO DOS SANTOS GOULART - ME;THIAGO DOS SANTOS GOULART;;NÃO INFORMADO;ORTOBOM FERRAZ & SERPA LTDA;07.664.878/0001-70;THIAGO DOS SANTOS GOULART - ME;34079;24.616.069/0001-02;RS;URUGUAIANA
031220 TEASER DIA E;20200405640008;01/12/2020;01/12/2020;01/12/2021;EXPIRADO;;Promocional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;DILVANA BORGES - ME;JACSON ANDREOLA;T12 COMUNICACAO LTDA. - EPP;78.659.661/0001-10;MASTER ATS SUPERMERCADOS;01.874.166/0015-03;DILVANA BORGES - ME;36511;27.550.830/0001-49;SC;CHAPECO
041220 OF DIAE 1;20200409470000;03/12/2020;03/12/2020;03/12/2021;EXPIRADO;;Promocional;COMUM;30;20200409470015|20200409470023|20200409470031|20200409470040|20200409470058|20200409470066|20200409470074|20200409470082|20200409470090|20200409470104|20200409470112|20200409470120|20200409470139|20200409470147|20200409470155|20200409470163|20200409470171|20200409470180|20200409470198|20200409470201|20200409470210|20200409470228|20200409470236|20200409470244|20200409470252|20200409470260|20200409470279|20200409470287|20200409470295|20200409470309;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DILVANA BORGES - ME;JACSON ANDREOLA;T12 COMUNICACAO LTDA. - EPP;78.659.661/0001-10;MASTER ATS SUPERMERCADOS;01.874.166/0015-03;DILVANA BORGES - ME;36511;27.550.830/0001-49;SC;CHAPECO
100 MM;20200426670003;14/12/2020;24/12/2020;14/12/2021;EXPIRADO;;INSTITUCIONAL;COMUM;5;20200426670019|20200426670027|20200426670035|20200426670043|20200426670051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;REGISTRO URBANO PRODUCAO, CINEMA E VIDEO LTDA;PAULO MACHADO LOMBA NETO;PROPEG COMUNICACAO S/A;05.428.409/0003-99;CAIXA ECONOMICA FEDERAL;00.360.305/0001-04;REGISTRO URBANO PRODUCAO, CINEMA E VIDEO LTDA;13873;04.001.743/0001-37;DF;BRASILIA
10º Mostra Teatro é fazer;20200425670000;14/12/2020;14/12/2020;14/12/2021;EXPIRADO;;Teatro - Mostra de teatro online;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;RED REC PRODUCOES DE FILMES LTDA;SAMUEL ISAIAS DA LUZ;;NÃO INFORMADO;ESCOLA DE ATORES DIA INDÚSTRIA DA ARTE LTDA;16.656.008/0001-40;RED REC PRODUCOES DE FILMES LTDA;40377;30.658.540/0001-28;RS;PASSO FUNDO
12 Santa Maria;20200406390005;01/12/2020;01/12/2020;01/12/2021;EXPIRADO;;Institucional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;THIAGO DOS SANTOS GOULART - ME;THIAGO DOS SANTOS GOULART;;NÃO INFORMADO;FUNERÁRIA SANTAMARIENSE LTDA;95.602.025/0001-71;THIAGO DOS SANTOS GOULART - ME;34079;24.616.069/0001-02;RS;URUGUAIANA
12 São Borja;20200406370004;01/12/2020;01/12/2020;01/12/2021;EXPIRADO;;Institucional;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;THIAGO DOS SANTOS GOULART - ME;THIAGO DOS SANTOS GOULART;;NÃO INFORMADO;10.444.601/0004-90;10.444.601/0004-90;THIAGO DOS SANTOS GOULART - ME;34079;24.616.069/0001-02;RS;URUGUAIANA
12X SAB DOM E SEG;20200431790003;17/12/2020;17/12/2020;17/12/2021;EXPIRADO;;MOVEIS E ELETRODOMESTICOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;L L CARDOSO & CIA LTDA-ME;LUZINAN LOPES CARDOSO;E M S CARDOSO PUBLICIDADES - ME;07.384.067/0001-16;RODRIGO BRAVO & IRMAOS LTDA;03.321.060/0006-09;L L CARDOSO & CIA LTDA;17994;11.212.152/0001-74;TO;ARAGUAINA
12X SABADO E DOMINGO;20200430470005;16/12/2020;16/12/2020;16/12/2021;EXPIRADO;;MOVEIS E ELETRODOMESTICOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;L L CARDOSO & CIA LTDA-ME;LUZINAN LOPES CARDOSO;E M S CARDOSO PUBLICIDADES - ME;07.384.067/0001-16;RODRIGO BRAVO & IRMAOS LTDA;03.321.060/0006-09;L L CARDOSO & CIA LTDA;17994;11.212.152/0001-74;TO;ARAGUAINA
