TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
- SÃO JOÃO DO ANAUÁ 2024;20240230000005;05/07/2024;05/07/2024;05/07/2025;EXPIRADO;;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;LUA NOVA FILMES LTDA;MARCELO FERNANDES DO REGO BARROS;AG COMUNICACAO LTDA - EPP;19.694.323/0001-50;GOVERNO DO ESTADO DE RORAIMA;84.012.012/0001-26;LUA NOVA FILMES LTDA;42542;14.247.249/0001-00;RR;BOA VISTA
01 - AREIA DE BRITA PARA PESSOA FÍSICA;20240235890009;11/07/2024;11/07/2024;11/07/2025;EXPIRADO;;Pedreira;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PLATA DIGITAL SERVIÇOS LTDA;GUILHERME GARCIA TERREZA;PLATA DIGITAL SERVIÇOS LTDA;28.821.497/0001-28;MINERACAO SANTO ANTONIO DE VARGINHA LTDA;25.860.537/0001-52;PLATA DIGITAL SERVIÇOS LTDA;48894;28.821.497/0001-28;MG;VARGINHA
02 - BRITA E A PEDREIRA SANTO ANTÔNIO;20240235940006;11/07/2024;11/07/2024;11/07/2025;EXPIRADO;;Pedreira;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PLATA DIGITAL SERVIÇOS LTDA;GUILHERME GARCIA TERREZA;PLATA DIGITAL SERVIÇOS LTDA;28.821.497/0001-28;MINERACAO SANTO ANTONIO DE VARGINHA LTDA;25.860.537/0001-52;PLATA DIGITAL SERVIÇOS LTDA;48894;28.821.497/0001-28;MG;VARGINHA
03 - AREIA DE BRITA, BRITA E MATACÃO;20240235960007;11/07/2024;11/07/2024;11/07/2025;EXPIRADO;;Pedreira;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PLATA DIGITAL SERVIÇOS LTDA;GUILHERME GARCIA TERREZA;PLATA DIGITAL SERVIÇOS LTDA;28.821.497/0001-28;MINERACAO SANTO ANTONIO DE VARGINHA LTDA;25.860.537/0001-52;PLATA DIGITAL SERVIÇOS LTDA;48894;28.821.497/0001-28;MG;VARGINHA
06SETIRACAMISASAOJOSE;20240249790001;24/07/2024;24/07/2024;24/07/2025;EXPIRADO;;Show;COMUM;5;20240249790017|20240249790025|20240249790033|20240249790041|20240249790050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;MATHEUS SOTER ***********;MATHEUS SOTER;;NÃO INFORMADO;HR FLORIPA LTDA;44.956.759/0001-18;MATHEUS SOTER ***********;51810;40.822.583/0001-50;SC;BIGUACU
1,5 MILHÃO DE ASSOCIADOS - SC;20240231550009;07/07/2024;07/07/2024;07/07/2025;EXPIRADO;;CAMPANHA;COMUM;20;20240231550014|20240231550022|20240231550030|20240231550049|20240231550057|20240231550065|20240231550073|20240231550081|20240231550090|20240231550103|20240231550111|20240231550120|20240231550138|20240231550146|20240231550154|20240231550162|20240231550170|20240231550189|20240231550197|20240231550200;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;GO PRODUÇÕES LTDA;ROGERIO UTIMURA;D/ARAUJO COMUNICACAO LTDA - EPP;85.141.158/0001-34;COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80.160.260/0001-63;GO PRODUÇÕES LTDA;45868;37.040.638/0001-66;SC;FLORIANOPOLIS
10 - VENDAS - 04/08/24;20240245940009;22/07/2024;22/07/2024;22/07/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240245940014|20240245940022;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 11/08/24;20240254210000;29/07/2024;29/07/2024;29/07/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240254210015|20240254210023;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 14/07/24;20240223170006;01/07/2024;01/07/2024;01/07/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240223170011|20240223170020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 21/07/24;20240234130000;10/07/2024;10/07/2024;10/07/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;2;20240234130016|20240234130024;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
