TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""SORT 28 ABR 13""";20130110360005;10/04/2013;10/04/2013;10/04/2014;EXPIRADO;;COMERCIAL;COMUM;2;20130110360010|20130110360028;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;DIEGO RODRIGO DO NASCIMENTO;VOÜK PUBLICIDADE LTDA.;08.843.796/0001-56;FEDERACAO CATARINENSE DE BASKETBALL;00.604.100/0001-27;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;18858;13.368.012/0001-15;SC;JOINVILLE
"""VT 02 ALDAIR XAVIER""";20130105650009;06/04/2013;06/04/2013;06/04/2014;EXPIRADO;;VT PARA TV ABERTA;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PC PEREIRA DA SILVA - ITOP CINE VIDEO;RENATO PIMENTEL DA ROCHA;;NÃO INFORMADO;NEIDE PIMENTEL DA ROCHA;01.138.532/0001-52;PC PEREIRA DA SILVA - ITOP CINE VIDEO;17664;12.194.771/0001-46;ES;VITORIA
"""VT PREÇO E PRODUTO A""";20130100730004;03/04/2013;03/04/2013;03/04/2014;EXPIRADO;;HIPERMAIS ATACADO;COMUM;3;20130100730019|20130100730027|20130100730035;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;DIEGO RODRIGO DO NASCIMENTO;MONOGRAMA PRODUCAO GRAFICA LTDA - ME;13.160.945/0001-12;RWR LOGISTICA E DISTRIBUICAO LTDA;83.616.185/0001-90;DRN PRODUÇÕES AUDIOVISUAIS EIRELI - ME;18858;13.368.012/0001-15;SC;JOINVILLE
01 A 05 DE MAIO 13A;20130137250006;29/04/2013;29/04/2013;29/04/2014;EXPIRADO;;SUPERMERCADO;COMUM;5;20130137250010|20130137250029|20130137250037|20130137250045|20130137250053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GOD PRODUÇÕES DE VIDEOS LTDA;MARCELO LOURENCO CARLONI;LANDINI COMUNICACAO LTDA;07.584.070/0001-83;SUPERMERCADO VERAN LTDA.;58.767.252/0001-20;GOD PRODUÇÕES DE VIDEOS LTDA;2000;04.436.575/0001-02;SP;MOGI DAS CRUZES
1 REAL JOI;20130108600002;09/04/2013;09/04/2013;09/04/2014;EXPIRADO;;AUTOMÓVEIS E SERVIÇOS;COMUM;50;20130108600017|20130108600025|20130108600033|20130108600041|20130108600050|20130108600068|20130108600076|20130108600084|20130108600092|20130108600106|20130108600114|20130108600122|20130108600130|20130108600149|20130108600157|20130108600165|20130108600173|20130108600181|20130108600190|20130108600203|20130108600211|20130108600220|20130108600238|20130108600246|20130108600254|20130108600262|20130108600270|20130108600289|20130108600297|20130108600300|20130108600319|20130108600327|20130108600335|20130108600343|20130108600351|20130108600360|20130108600378|20130108600386|20130108600394|20130108600408|20130108600416|20130108600424|20130108600432|20130108600440|20130108600459|20130108600467|20130108600475|20130108600483|20130108600491|20130108600505;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;LIVE PROMO LTDA EPP (BAIXADA);BRUNO ALQUES SIQUEIRA;GETZ COMUNICACAO LTDA - EPP;04.926.436/0001-67;FLORENCA VEICULOS S A;77.968.980/0003-07;LIVE PROMO LTDA EPP (BAIXADA);22119;10.530.249/0001-62;PR;CURITIBA
1 SEMANA  QUINTA VS 01;20130137700001;29/04/2013;29/04/2013;29/04/2014;EXPIRADO;;MOVEIS E ELETRODOMESTICOS;COMUM;3;20130137700016|20130137700024|20130137700032;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;L L CARDOSO & CIA LTDA;LUZINAN LOPES CARDOSO;E M S CARDOSO PUBLICIDADES - ME;07.384.067/0001-16;NOSSO LAR LOJAS DE DEPARTAMENTOS LTDA;00.607.587/0001-00;L L CARDOSO & CIA LTDA;17994;11.212.152/0001-74;TO;ARAGUAINA
1 SEMANA SEXTA VS;20130138070001;29/04/2013;29/04/2013;29/04/2014;EXPIRADO;;MOVEIS E ELETRODOMESTICOS;COMUM;3;20130138070016|20130138070024|20130138070032;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;L L CARDOSO & CIA LTDA;LUZINAN LOPES CARDOSO;E M S CARDOSO PUBLICIDADES - ME;07.384.067/0001-16;NOSSO LAR LOJAS DE DEPARTAMENTOS LTDA;00.607.587/0001-00;L L CARDOSO & CIA LTDA;17994;11.212.152/0001-74;TO;ARAGUAINA
100 DIAS;20130124410000;19/04/2013;19/04/2013;19/04/2014;EXPIRADO;;AÇÕES DA PREFEITURA;COMUM;4;20130124410014|20130124410022|20130124410030|20130124410049;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;FRANÇA VIANA PRODUÇÕES LTDA;ANA BEATRIZ DE ABREU FRANCA;;NÃO INFORMADO;MUNICIPIO DE MIRACEMA;29.114.121/0001-46;FRANÇA VIANA PRODUÇÕES LTDA;16090;11.111.619/0001-90;RJ;CAMPOS DOS GOYTACAZES
100 DIAS DE GOVERNO;20130116360007;15/04/2013;15/04/2013;15/04/2014;EXPIRADO;;Prestação de contas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;MIRA PRODUTORA LTDA;MARCELO BRITO DO ESPIRITO SANTO FILHO;FORMULA P COMUNICACAO LTDA;42.879.304/0002-00;PREFEITURA MUNICIPAL DE UBERABA;18.428.839/0001-90;MIRA PRODUTORA LTDA;311;03.185.043/0001-87;MG;UBERABA
100 DIAS DE MANDATO;20130110950007;11/04/2013;11/04/2013;11/04/2014;EXPIRADO;;Serviço Público;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;LUZ VÍDEO E PRODUÇÕES LTDA - ME;ADRIANO MONTAGNANA;VERSAO BR COMUNICACAO E MARKETING LTDA - EPP;04.491.116/0001-21;VERSAO BR COMUNICACAO E MARKETING LTDA - EPP;04.491.116/0001-21;LUZ VÍDEO E PRODUÇÕES LTDA - ME;4624;05.823.093/0001-78;SP;RIBEIRAO PRETO
