TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
611;20260085310002;01/04/2026;01/04/2026;01/04/2027;REGISTRADO;;PROMOCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;PRO - MAKER VIDEO PRODUCOES LTDA;LEONARDO HENRIQUE GONCALVES;J. NERI COMUNICACAO E PROPAGANDA LTDA. - ME;18.957.060/0001-62;ABRAPA ASSOCIACAO BRASILEIRA DE APOIO AOS PORTADORES DE AIDS;07.055.645/0001-70;PRO - MAKER VIDEO PRODUCOES LTDA;27652;20.737.505/0001-40;PR;CASCAVEL
A TODA HORA COMP TARIFÁRIA;20260085940006;01/04/2026;;01/04/2027;CADASTRADO;;Energia;COMUM;5;20260085940011|20260085940020|20260085940038|20260085940046|20260085940054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;9D STUDIO COMÉRCIO E SERVIÇOS LTDA.;DANIEL DA COSTA GOMES MARTINS;ARPEJO - EDICAO LTDA - ME;10.655.973/0001-12;COMPANHIA DE ELETRICIDADE DO AMAPÁ - CEA;05.965.546/0001-09;9D STUDIO COMÉRCIO E SERVIÇOS LTDA.;37784;05.800.079/0001-59;MA;SAO LUIS
AIR EUROPA;20260084060002;31/03/2026;01/04/2026;31/03/2027;REGISTRADO;;COMPANHIA AÉREA;COMUM;3;20260084060018|20260084060026|20260084060034;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;VIVA RTV PRODUÇÕES E EVENTOS LTDA;CYPRIANO IORIO NETO;TMC COMUNICACAO LTDA - ME;09.246.812/0001-96;AIR EUROPA LÍNEAS AÉREAS S.A.U.;02.204.537/0001-07;VIVA RTV PRODUÇÕES E EVENTOS LTDA;35091;26.473.949/0001-00;SP;SAO PAULO
ALIANÇA_MOVEIS_OFERTAS_60;20260086120002;01/04/2026;;01/04/2027;CADASTRADO;;PRODUTO;COMUM;5;20260086120018|20260086120026|20260086120034|20260086120042|20260086120050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;FELICE E ROMERO STUDIO LTDA;WILLIAN ROBERT FELICE;CENTURY CONSULT E GESTÃO DE SER EMPR LTDA;11.209.419/0001-74;ALIANÇA MÓVEIS;13.030.852/0001-73;FELICE E ROMERO STUDIO LTDA;33069;23.045.864/0001-25;PR;CURITIBA
ALTA VISTA MANGARÁ;20260085420002;01/04/2026;;01/04/2027;CADASTRADO;;CONSTRUTORA;COMUM;5;20260085420018|20260085420026|20260085420034|20260085420042|20260085420050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;XP FILMES PRODUTORA LTDA;LEANDRO PONTOGLIO DO PRADO;REM MARKETING LTDA;41.191.027/0001-96;JARDIM SALINAS EMPREENDIMENTOS IMOBILIARIOS LTDA;57.505.986/0001-79;XP FILMES PRODUTORA LTDA;17990;12.600.077/0001-81;SP;RIBEIRAO PRETO
ANIVER JAC 30S;20260086180005;01/04/2026;01/04/2026;01/04/2027;REGISTRADO;;GOVERNO MUNICIPAL;COMUM;5;20260086180010|20260086180029|20260086180037|20260086180045|20260086180053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GPM VIDEOS LTDA;GIAN PIERO MANETTI;MESTRA COMUNICACAO LTDA - ME;08.737.006/0001-58;MUNICIPIO DE JACAREI;46.694.139/0001-83;GPM VIDEOS LTDA;21682;12.080.668/0001-75;SP;SAO JOSE DOS CAMPOS
AS CENTENARIAS;20260076840002;24/03/2026;01/04/2026;24/03/2027;REGISTRADO;;PEÇA DE TEATRO;COMUM;5;20260076840018|20260076840026|20260076840034|20260076840042|20260076840050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;E C P CARDOSO EMPREENDIMENTOS CULTURAIS;EDUARDO CHAMON PEREIRA CARDOSO;;NÃO INFORMADO;AGAPA CRIACAO E PRODUCAO CULTURAL LTDA;04.737.083/0001-57;E C P CARDOSO EMPREENDIMENTOS CULTURAIS;13682;09.231.029/0001-59;RJ;RIO DE JANEIRO
ASAAS;20260085570004;01/04/2026;;01/04/2027;CADASTRADO;;ASAAS;COMUM;5;20260085570010|20260085570028|20260085570036|20260085570044|20260085570052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;BRUNO ATKINSON ME;BRUNO ATKINSON;LOJA DOCE COMUNICACAO LTDA;18.211.455/0001-11;ASAAS GESTAO FINANCEIRA S.A.;19.540.550/0001-21;BRUNO ATKINSON ME;42527;22.169.243/0001-90;SP;VALINHOS
ATC COSTA;20260064210009;11/03/2026;01/04/2026;11/03/2027;REGISTRADO;;SUPERMERCADO;COMUM;50;20260064210014|20260064210022|20260064210030|20260064210049|20260064210057|20260064210065|20260064210073|20260064210081|20260064210090|20260064210103|20260064210111|20260064210120|20260064210138|20260064210146|20260064210154|20260064210162|20260064210170|20260064210189|20260064210197|20260064210200|20260064210219|20260064210227|20260064210235|20260064210243|20260064210251|20260064210260|20260064210278|20260064210286|20260064210294|20260064210308|20260064210316|20260064210324|20260064210332|20260064210340|20260064210359|20260064210367|20260064210375|20260064210383|20260064210391|20260064210405|20260064210413|20260064210421|20260064210430|20260064210448|20260064210456|20260064210464|20260064210472|20260064210480|20260064210499|20260064210502;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;Y LIMA PRODUTORA DE VIDEOS LTDA;YASMIN DE LIMA PEREIRA;;NÃO INFORMADO;COSTA MULTICANAL S/A;27.289.076/0018-83;Y LIMA PRODUTORA DE VIDEOS LTDA;64393;30.668.023/0001-30;GO;GOIANIA
AVIÃO B;20260085340009;01/04/2026;;01/04/2027;CADASTRADO;;SPORTSBOOK;COMUM;5;20260085340014|20260085340022|20260085340030|20260085340049|20260085340057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;SEIVA PRODUCAO DE FILMES LTDA;MIGUEL THOME OLIARI;WIEDEN + KENNEDY BRASIL COMUNICAÇÃO LTDA;12.339.942/0001-88;KAIZEN GAMING BRASIL LTDA.;46.786.961/0001-74;SEIVA PRODUCAO DE FILMES LTDA;47904;40.473.692/0001-00;SP;SAO PAULO
