TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""LEONI E LEONARDO""";20190025180006;28/01/2019;08/02/2019;28/01/2020;EXPIRADO;;SHOW NO VIVORIO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);30;DRIVE FILMES LTDA;GLAUCIO ALVES PEREIRA;;NÃO INFORMADO;MODERNARTE ESPETACULOS E EVENTOS LTDA;07.343.555/0001-85;DRIVE FILMES LTDA;25179;17.568.675/0001-34;RJ;RIO DE JANEIRO
007 INSTITUCIONAL;20190029110002;30/01/2019;09/02/2019;30/01/2020;EXPIRADO;;LOJA DE VAREJO;COMUM;50;20190029110017|20190029110025|20190029110033|20190029110041|20190029110050|20190029110068|20190029110076|20190029110084|20190029110092|20190029110106|20190029110114|20190029110122|20190029110130|20190029110149|20190029110157|20190029110165|20190029110173|20190029110181|20190029110190|20190029110203|20190029110211|20190029110220|20190029110238|20190029110246|20190029110254|20190029110262|20190029110270|20190029110289|20190029110297|20190029110300|20190029110319|20190029110327|20190029110335|20190029110343|20190029110351|20190029110360|20190029110378|20190029110386|20190029110394|20190029110408|20190029110416|20190029110424|20190029110432|20190029110440|20190029110459|20190029110467|20190029110475|20190029110483|20190029110491|20190029110505;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PERIN FILMES LTDA;IDENILSON PERIN;T A G FERNANDES - ME;12.476.445/0001-21;LIOPOLDO MARQUES JUNIOR;18.684.658/0001-25;PERIN FILMES LTDA;4734;06.244.934/0001-55;AM;MANAUS
01A 1902 ATACADAO;20190031870000;01/02/2019;05/02/2019;01/02/2020;EXPIRADO;;VAREJO;COMUM;5;20190031870015|20190031870023|20190031870031|20190031870040|20190031870058;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DMP MARKETING E PROMOÇÃO LTDA;CARLOS DE OLIVEIRA TRINDADE;;NÃO INFORMADO;ATACADAO S.A.;75.315.333/0001-09;DMP MARKETING E PROMOÇÃO LTDA;16394;08.723.626/0001-38;RJ;RIO DE JANEIRO
01B 1902 ATACADAO;20190032020000;01/02/2019;05/02/2019;01/02/2020;EXPIRADO;;VAREJO;COMUM;5;20190032020015|20190032020023|20190032020031|20190032020040|20190032020058;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DMP MARKETING E PROMOÇÃO LTDA;CARLOS DE OLIVEIRA TRINDADE;;NÃO INFORMADO;ATACADAO S.A.;75.315.333/0001-09;DMP MARKETING E PROMOÇÃO LTDA;16394;08.723.626/0001-38;RJ;RIO DE JANEIRO
1' SÓ PESCA MERCHAN;20190059290009;25/02/2019;25/02/2019;25/02/2020;EXPIRADO;;PESCADO;COMUM;5;20190059290013|20190059290021|20190059290030|20190059290048|20190059290056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;VIDA PROPAGANDA CRIACAO E PRODUCAO DE CONTEUDO LTDA - EPP;MILTON DE OLIVEIRA JUNIOR;VIDA PROPAGANDA CRIACAO E PRODUCAO DE CONTEUDO LTDA - EPP;12.951.177/0001-52;SO PESCA INDUSTRIA E COMERCIO DE PEIXES LIMITADA;02.153.903/0001-38;VIDA PROPAGANDA CRIACAO E PRODUCAO DE CONTEUDO LTDA;21411;12.951.177/0001-52;SP;ITAPETININGA
10 dias de ofertas;20190048760009;15/02/2019;15/02/2019;15/02/2020;EXPIRADO;;materiais de construção;COMUM;10;20190048760013|20190048760021|20190048760030|20190048760048|20190048760056|20190048760064|20190048760072|20190048760080|20190048760099|20190048760102;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;SET FILMES & PRODUCOES LTDA;ANDRE SAMPAIO UCHOA;A&D COMUNICACAO E MARKETING LTDA - ME;20.316.466/0001-08;TROPICAL MATERIAIS DE CONSTRUCAO LTDA;23.069.651/0001-33;SET FILMES & PRODUCOES LTDA;27351;20.316.187/0001-44;AP;MACAPA
10 horas;20190041100003;08/02/2019;08/02/2019;08/02/2020;EXPIRADO;;Show: 10 horas de arrocha;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;TV SUBAE LTDA;GEOVANE PEIXOTO COSTA SANTOS;;NÃO INFORMADO;GEOVANE PEIXOTO COSTA SANTOS;PESSOA FÍSICA;TV SUBAE LTDA;3946;13.884.226/0001-44;BA;FEIRA DE SANTANA
10x;20190035480002;05/02/2019;05/02/2019;05/02/2020;EXPIRADO;;Bolsas;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;DIAS TESSARI & DIAS TESSARI LTDA - ME;DANIEL DIAS TESSARI;DIAS TESSARI & DIAS TESSARI LTDA - ME;09.188.286/0001-55;PAULO EDUARDO CALLEGARI VIANA - ME;03.929.129/0001-77;DIAS TESSARI & DIAS TESSARI LTDA;31350;09.188.286/0001-55;SP;SAO JOSE DO RIO PARDO
12 VEZES FEV MT;20190032930007;01/02/2019;01/02/2019;01/02/2020;EXPIRADO;;Comércio por atacado de peças e acessórios novos para veículos automotores;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GENIUS AT WORK PRODUCOES CINEMATOGRAFICAS LTDA;REGINALDO DA SILVA COSTA;LUIZ G RODRIGUES JUNIOR;26.787.440/0001-24;AGUILERA AUTOPECAS LTDA;37.525.771/0001-02;GENIUS AT WORK PRODUCOES CINEMATOGRAFICAS LTDA;25056;17.819.406/0001-01;MT;CUIABA
12 anos cia da saúde;20190061990004;27/02/2019;27/02/2019;27/02/2020;EXPIRADO;;saúde;COMUM;15;20190061990019|20190061990027|20190061990035|20190061990043|20190061990051|20190061990060|20190061990078|20190061990086|20190061990094|20190061990108|20190061990116|20190061990124|20190061990132|20190061990140|20190061990159;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;IMPACTO SOLUÇÕES MULTIMÍDIA LTDA;ROGER GNECCO;;NÃO INFORMADO;REDE CIA DA SAUDE PRODUTOS NATURAIS LTDA - ME;03.000.252/0001-09;IMPACTO SOLUÇÕES MULTIMÍDIA LTDA;17952;12.181.985/0001-88;SC;BIGUACU
