TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""QUE FÉRIAS VOCÊ QUER?""";20180204870007;04/06/2018;15/06/2018;04/06/2019;EXPIRADO;;INSTITUCIONAL;COMUM;5;20180204870011|20180204870020|20180204870038|20180204870046|20180204870054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;60;AWAKE PRODUÇÃO DE FILMES LTDA;FRANCISCO SUDATTI PORTO;LEW'LARA/TBWA PUBLICIDADE PROPAGANDA LTDA;09.251.692/0001-15;CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A.;10.760.260/0001-19;AWAKE PRODUÇÃO DE FILMES LTDA;38618;29.233.531/0001-06;SP;SAO PAULO
"""SCANIA NA TRANSPOSUL""";20180218190003;12/06/2018;13/06/2018;12/06/2019;EXPIRADO;;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;A A LEAL DE OLIVEIRA PRODUCOES;ANTONIO ALEXANDRE LEAL DE OLIVEIRA;MAKE ID COMUNICACAO INTELIGENTE LTDA;14.566.658/0001-70;SCANIA LATIN AMERICA LTDA;59.104.901/0001-76;A A LEAL DE OLIVEIRA PRODUCOES;28317;08.529.818/0001-08;SP;SAO PAULO
#EUVALORIZO;20180235110004;26/06/2018;28/06/2018;26/06/2019;EXPIRADO;;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;SHOWLIVRE.COM PRODUÇÕES S.A.;WALTER FRANCISCO DE ABREU;DPTO COMUNICACAO LTDA - EPP;60.264.702/0001-04;ASSOCIACAO DE OBSTETRICIA E GINECOLOGIA DO ESTADO DE SAO PAULO;62.261.888/0001-73;SHOWLIVRE.COM PRODUÇÕES S.A.;26482;18.002.603/0001-98;SP;SAO PAULO
#EUVALORIZO;20180235030000;26/06/2018;28/06/2018;26/06/2019;EXPIRADO;;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);30;SHOWLIVRE.COM PRODUÇÕES S.A.;WALTER FRANCISCO DE ABREU;DPTO COMUNICACAO LTDA - EPP;60.264.702/0001-04;ASSOCIACAO DE OBSTETRICIA E GINECOLOGIA DO ESTADO DE SAO PAULO;62.261.888/0001-73;SHOWLIVRE.COM PRODUÇÕES S.A.;26482;18.002.603/0001-98;SP;SAO PAULO
03.022.252/0001-00;20180213790002;08/06/2018;19/06/2018;08/06/2019;EXPIRADO;;construtora;COMUM;50;20180213790017|20180213790025|20180213790033|20180213790041|20180213790050|20180213790068|20180213790076|20180213790084|20180213790092|20180213790106|20180213790114|20180213790122|20180213790130|20180213790149|20180213790157|20180213790165|20180213790173|20180213790181|20180213790190|20180213790203|20180213790211|20180213790220|20180213790238|20180213790246|20180213790254|20180213790262|20180213790270|20180213790289|20180213790297|20180213790300|20180213790319|20180213790327|20180213790335|20180213790343|20180213790351|20180213790360|20180213790378|20180213790386|20180213790394|20180213790408|20180213790416|20180213790424|20180213790432|20180213790440|20180213790459|20180213790467|20180213790475|20180213790483|20180213790491|20180213790505;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;SOTAQUE FILMES LTDA;CAIO MARCIO DE CARVALHO NEIVA;712 PROPAGANDA E MARKETING LTDA;04.681.236/0001-91;JEOVA BARBOSA ENGENHARIA LTDA;03.022.252/0001-00;SOTAQUE FILMES LTDA;34520;26.066.060/0001-09;MA;SAO LUIS
05A 1806 ATACADAO;20180207150005;05/06/2018;09/06/2018;05/06/2019;EXPIRADO;;varejo;COMUM;5;20180207150010|20180207150028|20180207150036|20180207150044|20180207150052;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DMP MARKETING E PROMOÇÃO LTDA;CARLOS DE OLIVEIRA TRINDADE;DIVULGAÇÃO PUBLICIDADE LTDA;03.814.031/0001-74;ATACADAO S.A.;75.315.333/0001-09;DMP MARKETING E PROMOÇÃO LTDA;16394;08.723.626/0001-38;RJ;RIO DE JANEIRO
1 ANO DO LUDS HOTEL;20180225340007;18/06/2018;18/06/2018;18/06/2019;EXPIRADO;;HOTEL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;ALB PRODUCOES LTDA;JOSE ROBERTO FERNANDES DA SILVA;;NÃO INFORMADO;DSJA HOTEL EIRELI;23.253.637/0001-95;ALB PRODUCOES LTDA;29169;17.097.319/0001-80;PR;PONTA GROSSA
103 Festa Junina Votorantim 15C;20180206920001;05/06/2018;05/06/2018;05/06/2019;EXPIRADO;;EVENTO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;MAKROKOSMOS SERVICOS, COMERCIAL E EVENTOS - LTDA - ME;ALBERTO LUIZ FRIGO JUNIOR;MOZAIKO ENTRETENIMENTO & PROMOCAO EIRELI;24.793.380/0001-27;GUI MORON EVENTOS EIRELI;10.344.300/0001-41;MAKROKOSMOS SERVICOS, COMERCIAL E EVENTOS - LTDA ME;36610;22.162.920/0001-49;SP;SOROCABA
103 Festa Junina Votorantim 15D;20180206980004;05/06/2018;05/06/2018;05/06/2019;EXPIRADO;;EVENTO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;MAKROKOSMOS SERVICOS, COMERCIAL E EVENTOS - LTDA - ME;ALBERTO LUIZ FRIGO JUNIOR;MOZAIKO ENTRETENIMENTO & PROMOCAO EIRELI;24.793.380/0001-27;GUI MORON EVENTOS EIRELI;10.344.300/0001-41;MAKROKOSMOS SERVICOS, COMERCIAL E EVENTOS - LTDA ME;36610;22.162.920/0001-49;SP;SOROCABA
103 Festa Junina Votorantim 15E;20180207030000;05/06/2018;05/06/2018;05/06/2019;EXPIRADO;;EVENTOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;MAKROKOSMOS SERVICOS, COMERCIAL E EVENTOS - LTDA - ME;ALBERTO LUIZ FRIGO JUNIOR;MOZAIKO ENTRETENIMENTO & PROMOCAO EIRELI;24.793.380/0001-27;GUI MORON EVENTOS EIRELI;10.344.300/0001-41;MAKROKOSMOS SERVICOS, COMERCIAL E EVENTOS - LTDA ME;36610;22.162.920/0001-49;SP;SOROCABA
