TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""COPA - E mais jogo""";20180070500006;02/03/2018;07/03/2018;02/03/2019;EXPIRADO;;INSTITUCIONAL;COMUM;5;20180070500010|20180070500029|20180070500037|20180070500045|20180070500053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;SALAS DE EXIBIÇÃO;366;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;FELIPE GUIMARAES BRISO;CHEIL BRASIL COMUNICACOES LTDA;05.374.349/0001-07;SAMSUNG ELETRONICA DA AMAZONIA LTDA;00.280.273/0007-22;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;2219;06.323.379/0001-57;SP;SAO PAULO
"""PRA ELAS""";20180070010009;02/03/2018;02/03/2018;02/03/2019;EXPIRADO;;VAREJO;COMUM;5;20180070010013|20180070010021|20180070010030|20180070010048|20180070010056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;FULLTIME FILMES LTDA - ME;CRISTIANE MARIA BORLINI CERA;TEMA PROPAGANDA LTDA;27.463.827/0001-98;NOVA COMERCIO DE MOVEIS LTDA;06.120.988/0001-09;FULLTIME FILMES LTDA;3018;07.162.196/0001-60;ES;VITORIA
"""T79 2º fase: Comunicado aos proprietários dos veículos picape RAM 2500 – ano/modelo 2017 e 2018 """;20180086400006;14/03/2018;27/03/2018;14/03/2019;EXPIRADO;;T79 2º fase -   RAM 2500;COMUM;5;20180086400010|20180086400029|20180086400037|20180086400045|20180086400053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);60;LEMONADE FILMES;RAPHAEL FERREIRA RODRIGUEZ;FBIZ COMUNICACAO LTDA.;10.525.744/0001-83;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;LEMONADE FILMES;30392;21.674.572/0001-26;SP;BARUERI
"""Você conhece?""";20180086800004;15/03/2018;15/03/2018;15/03/2019;EXPIRADO;;Nova loja EsportMotor;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DIAPASON PRODUCOES AUDIOVISUAIS LTDA ­ ME;DIEGO PIRES DE OLIVEIRA RIGOLINO;P. PRESS S/C LTDA - ME;05.291.512/0001-78;COMERCIAL ESPORT MOTOR LTDA;48.823.637/0002-95;DIAPASON PRODUCOES AUDIOVISUAIS LTDA ­ ME;35782;27.024.252/0001-07;SP;RIO CLARO
#mudeoimpossivel;20180080250002;09/03/2018;10/03/2018;09/03/2019;EXPIRADO;;institucional;COMUM;4;20180080250017|20180080250025|20180080250033|20180080250041;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;SALAS DE EXIBIÇÃO;30;LAGE COMUNICACAO INTEGRADA LTDA;JACY MARTINS LAGE;;NÃO INFORMADO;COMITE PARAOLIMPICO BRASILEIRO;00.700.114/0001-44;LAGE COMUNICACAO INTEGRADA LTDA;24585;05.910.312/0001-56;SP;SAO PAULO
0001 TUBARÃO SANEAMENTO;20180084810002;14/03/2018;14/03/2018;14/03/2019;EXPIRADO;;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PERSONA SOLUÇÕES AUDIOVISUAIS LTDA;ELINE SAVI CAMPOS DE OLIVEIRA;;NÃO INFORMADO;TUBARAO SANEAMENTO S.A.;15.012.434/0001-89;PERSONA SOLUÇÕES AUDIOVISUAIS LTDA;13645;09.300.718/0001-78;SC;TUBARAO
001-SocioTorcedorCAT;20180092380003;20/03/2018;20/03/2018;20/03/2019;EXPIRADO;;Clube Atlético Tubarão;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;MURALHA FILMES LTDA;FELIPE BRESSAN ALVES;;NÃO INFORMADO;FELIPE BRESSAN ALVES;PESSOA FÍSICA;MURALHA FILMES LTDA;24127;15.479.092/0001-01;SC;CRICIUMA
01- UNIRB ENGENHARIA 01/05;20180098830000;26/03/2018;27/03/2018;26/03/2019;EXPIRADO;;COMERCIAL;TELEVENDA / INFOMERCIAL;3;20180098830015|20180098830023|20180098830031;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;FRANCISCO JOSE CASTRO DOS SANTOS;FRANCISCO JOSE CASTRO DOS SANTOS;IBRASCOM - INSTITUTO BRASILEIRO DE COMUNICACAO LTDA - ME;00.258.027/0001-89;UNIRB - UNIDADES DE ENSINO SUPERIOR DA BAHIA LTDA;04.043.610/0001-23;FRANCISCO JOSE CASTRO DOS SANTOS;33756;15.819.678/0001-78;BA;SALVADOR
1 MILHÃO DE EMBARQUES;20180057770003;22/02/2018;02/03/2018;22/02/2019;EXPIRADO;;PASSAGEM AÉREA;COMUM;5;20180057770018|20180057770026|20180057770034|20180057770042|20180057770050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);30;GUERRILHA FILMES LTDA;MARCELLO AMARAL MARQUES;WF/MOTTA COMUNICAÇÃO MARKETING E PUBLICIDADE LTDA.;05.265.118/0001-65;MM TURISMO & VIAGENS S.A;16.988.607/0001-61;GUERRILHA FILMES LTDA;20585;13.891.678/0001-53;MG;BELO HORIZONTE
10 E CIA INST 18;20180106410001;29/03/2018;29/03/2018;29/03/2019;EXPIRADO;;INSTITUCIONAL;COMUM;5;20180106410016|20180106410024|20180106410032|20180106410040|20180106410059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;TELEVISAO OESTE BAIANO LTDA;THAYNARA KIUCI PIRES ALVES;;NÃO INFORMADO;TELEVISAO OESTE BAIANO LTDA;16.395.923/0001-20;TELEVISAO OESTE BAIANO LTDA;3948;16.395.923/0001-20;BA;BARREIRAS
