TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""Futura ano novo""";20170020640009;17/01/2017;17/01/2017;17/01/2018;EXPIRADO;;carros;COMUM;5;20170020640013|20170020640021|20170020640030|20170020640048|20170020640056;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;;NÃO INFORMADO;MARFISO COMERCIO DE AUTOMOVEIS LTDA;76.818.038/0001-38;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
"""PARQUE DE DIVERSÕES""";20170019380007;16/01/2017;16/01/2017;16/01/2018;EXPIRADO;;INSTITUCIONAL;COMUM;5;20170019380011|20170019380020|20170019380038|20170019380046|20170019380054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;CLAUDIOMAR JOSE VILL;MORYA COMUNICACAO E PROPAGANDA LTDA;15.250.483/0007-45;ASSOCIACAO DO FUNDO DE PROMOCAO DO FLORIPA SHOPPING;09.264.784/0001-30;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;15896;09.414.025/0001-06;SC;FLORIANOPOLIS
15 ANOS 15 CARROS;20170007630003;06/01/2017;06/01/2017;06/01/2018;EXPIRADO;;SHOPPING;COMUM;5;20170007630018|20170007630026|20170007630034|20170007630042|20170007630050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;MAR & CEC DIGITAL LTDA;ALEX ROCHA CECHETTI DA CUNHA;PRO-PER EDICOES PUBLICIDADE E PROMOCOES LTDA;55.670.483/0001-23;ASSOCIACAO DOS LOJISTAS DO MAUA PLAZA SHOPPING;07.195.708/0001-94;MAR & CEC DIGITAL LTDA;280;04.949.473/0001-90;SP;SANTOS
17 Feirao Euro 01 05;20170004770009;04/01/2017;17/01/2017;04/01/2018;EXPIRADO;;Colchões;COMUM;2;20170004770013|20170004770021;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;PROD2 AUDIOVISUAL LTDA ME;EDUARDO JOSE DE CASTRO PERDIGAO;GIOVANNI+DRAFTFCB LTDA.;46.516.712/0008-35;MATTRESS ADMINISTRADORA DE FRANQUIAS EIRELLI;11.434.886/0001-06;PROD2 AUDIOVISUAL LTDA ME;16153;11.169.841/0001-43;RJ;RIO DE JANEIRO
17007_CRUZE SPORT6_VINHETA TV;20170030930000;26/01/2017;27/01/2017;26/01/2018;EXPIRADO;;carro;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);5;FEEL FILMES E PRODUCOES LTDA;SEBASTIAO DIAS BRAGA NETO;MC CANN ERICKSON PUBLICIDADE LIMITADA;61.416.384/0001-12;FEEL FILMES E PRODUCOES LTDA;12.081.251/0001-27;FEEL FILMES E PRODUCOES LTDA;17469;12.081.251/0001-27;SP;SAO PAULO
19ª FENOVA;20170034460008;30/01/2017;30/01/2017;30/01/2018;EXPIRADO;;EVENTO – FEIRA DE CALÇADOS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;PORTFÓLIO PUBLICIDADE LTDA.;JOSE CARDOSO DE OLIVEIRA;MARIA LUCIA DA SILVA CARDOSO DE OLIVEIRA - ME;09.370.465/0001-09;SINDICATO INTERMUNICIPAL DAS INDUSTRIAS DE CALCADOS DE NOVA SERRANA;64.476.781/0001-78;PORTFÓLIO PUBLICIDADE LTDA.;3712;04.299.859/0001-02;MG;DIVINOPOLIS
1GLASOFER2;20170003510003;04/01/2017;04/01/2017;04/01/2018;EXPIRADO;;MOVEIS;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;DANIEL PARRA MALACHIAS;DANIEL PARRA MALACHIAS;ART MAKER COMUNICACAO LTDA - EPP;06.968.106/0001-60;G DECORACOES MOVEIS E ELETRODOMESTICOS LTDA;11.750.234/0001-72;DANIEL PARRA MALACHIAS;23866;17.868.529/0001-24;SP;SOROCABA
2017;20170004110009;04/01/2017;04/01/2017;04/01/2018;EXPIRADO;;CAMPANHA;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;LUCIANA MAIO DOS SANTOS;JORGITO ALBERTO BANDEIRA DOS SANTOS;;NÃO INFORMADO;I.L. FERNANDES;01.611.596/0001-29;LUCIANA MAIO DOS SANTOS;12632;08.716.992/0001-60;RS;RIO GRANDE
2017;20170015100000;11/01/2017;11/01/2017;11/01/2018;EXPIRADO;;OFERTA;COMUM;50;20170015100014|20170015100022|20170015100030|20170015100049|20170015100057|20170015100065|20170015100073|20170015100081|20170015100090|20170015100103|20170015100111|20170015100120|20170015100138|20170015100146|20170015100154|20170015100162|20170015100170|20170015100189|20170015100197|20170015100200|20170015100219|20170015100227|20170015100235|20170015100243|20170015100251|20170015100260|20170015100278|20170015100286|20170015100294|20170015100308|20170015100316|20170015100324|20170015100332|20170015100340|20170015100359|20170015100367|20170015100375|20170015100383|20170015100391|20170015100405|20170015100413|20170015100421|20170015100430|20170015100448|20170015100456|20170015100464|20170015100472|20170015100480|20170015100499|20170015100502;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;NTV CINE E VIDEO S/S LTDA;NILTON KENJI TANABE;LA CASA COMUNICACAO E PROPAGANDA S/S LTDA - EPP;00.761.959/0001-40;TOYOPAR IMPORTACAO E COMERCIO DE VEICULOS LTDA;85.472.751/0001-63;NTV CINE E VIDEO S/S LTDA;13325;09.059.467/0001-81;PR;LONDRINA
2017 BALI;20170009160004;06/01/2017;17/01/2017;06/01/2018;EXPIRADO;;Automóveis;COMUM;50;20170009160019|20170009160027|20170009160035|20170009160043|20170009160051|20170009160060|20170009160078|20170009160086|20170009160094|20170009160108|20170009160116|20170009160124|20170009160132|20170009160140|20170009160159|20170009160167|20170009160175|20170009160183|20170009160191|20170009160205|20170009160213|20170009160221|20170009160230|20170009160248|20170009160256|20170009160264|20170009160272|20170009160280|20170009160299|20170009160302|20170009160310|20170009160329|20170009160337|20170009160345|20170009160353|20170009160361|20170009160370|20170009160388|20170009160396|20170009160400|20170009160418|20170009160426|20170009160434|20170009160442|20170009160450|20170009160469|20170009160477|20170009160485|20170009160493|20170009160507;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;CADLINE PRODUCOES LTDA;SYLVIO RANGEL DE CASTRO NETO;GABINETE DE CRIACAO PROPAGANDA E MARKETING LTDA - EPP;26.470.351/0001-50;BALI - BRASÍLIA AUTOMÓVEIS LTDA;72.624.521/0001-20;CADLINE PRODUCOES LTDA;414;36.751.832/0001-97;DF;BRASILIA
