TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""VT01_Operação_Fecha_Negocio""";20180034420006;30/01/2018;30/01/2018;30/01/2019;EXPIRADO;;Materiais para Construção;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;MERLINI SOM E IMAGEM LTDA - ME;PEDRO LUIZ FERRO MERLINI;INPACTO - PROPAGANDA E PUBLICIDADE S/S LTDA - ME;05.656.362/0001-59;PASCANO MATERIAIS P CONSTRUCAO LTDA;57.043.838/0001-80;MERLINI SOM E IMAGEM LTDA - ME;16718;11.617.889/0001-77;SP;JAU
01 Ano de Governo;20180028720001;25/01/2018;30/01/2018;25/01/2019;EXPIRADO;;Institucional;COMUM;5;20180028720016|20180028720024|20180028720032|20180028720040|20180028720059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;GERAIS PRODUCOES LTDA;MARINHO ANTUNES CARDOSO JUNIOR;P E B DESIGN E COMUNICACAO LTDA - EPP;01.243.346/0001-83;BETIM PREFEITURA;18.715.391/0001-96;GERAIS PRODUCOES LTDA;38474;29.220.825/0001-01;MG;BELO HORIZONTE
01-01 VT 15 AROS 13 e 14;20180001860007;03/01/2018;03/01/2018;03/01/2019;EXPIRADO;;Centro automotivo;COMUM;3;20180001860011|20180001860020|20180001860038;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;MARIO HENRIQUE LISBOA POMPEU;MARIO HENRIQUE LISBOA POMPEU;IMPACTO FRANQUIAS LTDA - ME;22.951.049/0001-62;CENTRO AUTOMOTIVO NP EIRELI - EPP;17.515.466/0001-22;MARIO HENRIQUE LISBOA POMPEU;24906;15.120.661/0001-28;SP;RIBEIRAO PRETO
01-02 VT 15 ARO 13 E ALINHAMENTO-BALANCEAMENTO;20180001900009;03/01/2018;03/01/2018;03/01/2019;EXPIRADO;;Centro automotivo;COMUM;3;20180001900013|20180001900021|20180001900030;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;MARIO HENRIQUE LISBOA POMPEU;MARIO HENRIQUE LISBOA POMPEU;IMPACTO FRANQUIAS LTDA - ME;22.951.049/0001-62;CENTRO AUTOMOTIVO NP EIRELI - EPP;17.515.466/0001-22;MARIO HENRIQUE LISBOA POMPEU;24906;15.120.661/0001-28;SP;RIBEIRAO PRETO
01-03 VT 15 AMORTECEDORES E PASTILHAS;20180001910004;03/01/2018;03/01/2018;03/01/2019;EXPIRADO;;Centro Automotivo;COMUM;3;20180001910019|20180001910027|20180001910035;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;MARIO HENRIQUE LISBOA POMPEU;MARIO HENRIQUE LISBOA POMPEU;IMPACTO FRANQUIAS LTDA - ME;22.951.049/0001-62;CENTRO AUTOMOTIVO NP EIRELI - EPP;17.515.466/0001-22;MARIO HENRIQUE LISBOA POMPEU;24906;15.120.661/0001-28;SP;RIBEIRAO PRETO
1 VESTIBULAR-2018;20180031800002;29/01/2018;29/01/2018;29/01/2019;EXPIRADO;;UNIVERSIDADE;COMUM;5;20180031800017|20180031800025|20180031800033|20180031800041|20180031800050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;A ILHA PRODUÇÃO LTDA;BRUNO CALIXTO MAFFEI;PHABRICA DE IDEIAS MARKETING GLOBAL S/S LTDA - EPP;01.053.790/0001-36;ASSOCIACAO DE EDUCACAO E CULTURA DO NORTE PAULISTA;57.713.281/0001-47;A ILHA PRODUÇÃO LTDA;2233;02.241.562/0001-52;SP;RIBEIRAO PRETO
15 Jorrovi B;20180028570000;25/01/2018;25/01/2018;25/01/2019;EXPIRADO;;ofertas;COMUM;15;20180028570014|20180028570022|20180028570030|20180028570049|20180028570057|20180028570065|20180028570073|20180028570081|20180028570090|20180028570103|20180028570111|20180028570120|20180028570138|20180028570146|20180028570154;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);15;JULIO CESAR DE OLIVEIRA ME;JULIO CESAR DE OLIVEIRA;4 A COMUNICACAO LTDA - ME;06.538.364/0001-06;JORROVI-COMERCIO DE CALCADOS LTDA - EPP;00.832.098/0001-43;JULIO CESAR DE OLIVEIRA;20599;14.436.777/0001-08;PR;PARANAVAI
150 POLOS;20180009560002;10/01/2018;20/01/2018;10/01/2019;EXPIRADO;;CAMPANHA VESTIBULAR 2018.1;COMUM;5;20180009560017|20180009560025|20180009560033|20180009560041|20180009560050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PRODUÇÕES CINEMATOGRÁFICAS CIADECIN LTDA;THIAGO VIEIRA BOZZO;FESS' KOBBI ASSESSORIA DE MARKETING E COMUNICACAO LTDA.;04.408.730/0001-87;CENTRO DE ENSONO SÃO LUCAS;84.596.170/0001-70;PRODUÇÕES CINEMATOGRÁFICAS CIADECIN LTDA;71;51.450.179/0001-10;SP;SAO PAULO
17A 1801 ATACADAO;20180018910002;17/01/2018;23/01/2018;17/01/2019;EXPIRADO;;varejo;COMUM;5;20180018910017|20180018910025|20180018910033|20180018910041|20180018910050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DMP MARKETING E PROMOÇÃO LTDA;CARLOS DE OLIVEIRA TRINDADE;DIVULGAÇÃO PUBLICIDADE LTDA;03.814.031/0001-74;ATACADAO S.A.;75.315.333/0001-09;DMP MARKETING E PROMOÇÃO LTDA;16394;08.723.626/0001-38;RJ;RIO DE JANEIRO
17B 1801 ATACADAO;20180019000000;17/01/2018;23/01/2018;17/01/2019;EXPIRADO;;VAREJO;COMUM;5;20180019000014|20180019000022|20180019000030|20180019000049|20180019000057;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;DMP MARKETING E PROMOÇÃO LTDA;CARLOS DE OLIVEIRA TRINDADE;DIVULGAÇÃO PUBLICIDADE LTDA;03.814.031/0001-74;ATACADAO S.A.;75.315.333/0001-09;DMP MARKETING E PROMOÇÃO LTDA;16394;08.723.626/0001-38;RJ;RIO DE JANEIRO
