TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
#BatalhaDubShorts Creators;20210428770005;03/12/2021;01/11/2024;03/12/2022;EXPIRADO;;Institucional;COMUM;5;20210428770010|20210428770029|20210428770037|20210428770045|20210428770053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;LANDSCAPE PRODUCTIONS LTDA;CARLOS ALBERTO BRAGA DA SILVA;WUNDERMAN THOMPSON COMUNICACAO LTDA;56.927.221/0001-64;GOOGLE BRASIL INTERNET LTDA.;06.990.590/0001-23;LANDSCAPE PRODUCTIONS LTDA;5709;07.842.589/0001-14;SP;SAO PAULO
.ESTOU EM PAZ;20240377280006;01/11/2024;04/11/2024;01/11/2025;EXPIRADO;;.VÍDEO MUSICAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;191;GERAÇÃO PRODUTORA LTDA;CARLOS ROBERTO CAVALCANTI DE ALBUQUERQUE;;NÃO INFORMADO;GERAÇÃO PRODUTORA LTDA;27.839.992/0001-00;GERAÇÃO PRODUTORA LTDA;14939;27.839.992/0001-00;RJ;RIO DE JANEIRO
01 MIG´S;20240411540001;26/11/2024;26/11/2024;26/11/2025;EXPIRADO;;Vestuario;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;7;THIAGO DOS SANTOS GOULART - ME;RENAN RUIZ DIAS ALBERTO;;NÃO INFORMADO;MICHELE LUCIANA MACIEL PEREIRA ***********;19.510.706/0001-21;THIAGO DOS SANTOS GOULART - ME;34079;24.616.069/0001-02;RS;URUGUAIANA
0F 05 MIN PET;20240381070002;04/11/2024;13/11/2024;04/11/2025;EXPIRADO;;SUPERMERCADO;COMUM;50;20240381070018|20240381070026|20240381070034|20240381070042|20240381070050|20240381070069|20240381070077|20240381070085|20240381070093|20240381070107|20240381070115|20240381070123|20240381070131|20240381070140|20240381070158|20240381070166|20240381070174|20240381070182|20240381070190|20240381070204|20240381070212|20240381070220|20240381070239|20240381070247|20240381070255|20240381070263|20240381070271|20240381070280|20240381070298|20240381070301|20240381070310|20240381070328|20240381070336|20240381070344|20240381070352|20240381070360|20240381070379|20240381070387|20240381070395|20240381070409|20240381070417|20240381070425|20240381070433|20240381070441|20240381070450|20240381070468|20240381070476|20240381070484|20240381070492|20240381070506;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;FAROL CRIACAO E PRODUCAO LTDA.;DANIEL BITARAES NEVES;;NÃO INFORMADO;DMA DISTRIBUIDORA S/A;01.928.075/0179-22;FAROL CRIACAO E PRODUCAO LTDA.;47902;40.920.271/0001-80;MG;BELO HORIZONTE
1 Feirão Imobiliário Banese;20240413830007;27/11/2024;27/11/2024;27/11/2025;EXPIRADO;;Serviço;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;A. BRASIL FILMES LTDA ME;ALVARO LUIZ COSTA BRASIL;ART & C COMUNICACAO INTEGRADA LTDA.;02.692.183/0001-89;BANCO DO ESTADO DE SERGIPE S.A.;13.009.717/0001-46;BRASIL FILMES LTDA;3984;06.374.462/0001-55;SE;ARACAJU
10 - VENDAS - 01/12/24;20240401730002;19/11/2024;19/11/2024;19/11/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;12;20240401730018|20240401730026|20240401730034|20240401730042|20240401730050|20240401730069|20240401730077|20240401730085|20240401730093|20240401730107|20240401730115|20240401730123;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 08/12/24;20240409240004;25/11/2024;25/11/2024;25/11/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;12;20240409240010|20240409240028|20240409240036|20240409240044|20240409240052|20240409240060|20240409240079|20240409240087|20240409240095|20240409240109|20240409240117|20240409240125;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 17/11/24;20240381400002;04/11/2024;04/11/2024;04/11/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;11;20240381400018|20240381400026|20240381400034|20240381400042|20240381400050|20240381400069|20240381400077|20240381400085|20240381400093|20240381400107|20240381400115;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 24/11/24;20240390300007;11/11/2024;11/11/2024;11/11/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;12;20240390300012|20240390300020|20240390300039|20240390300047|20240390300055|20240390300063|20240390300071|20240390300080|20240390300098|20240390300101|20240390300110|20240390300128;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 Anos Hospital Unimed;20240391840005;12/11/2024;12/11/2024;12/11/2025;EXPIRADO;;institucional;COMUM;5;20240391840010|20240391840029|20240391840037|20240391840045|20240391840053;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;STUDIO 20 PRODUÇÕES LTDA;CLAUDIO GZELCHAK JUNIOR;;NÃO INFORMADO;UNIMED GRANDE FLORIANÓPOLIS - COOPERATIVA DE TRABALHO MÉDICO;77.858.611/0014-14;STUDIO 20 PRODUÇÕES LTDA;3089;05.705.605/0001-00;SC;BLUMENAU
